GeographyCode,LC5101NI0001,LC5101NI0002,LC5101NI0003,LC5101NI0004,LC5101NI0005,LC5101NI0006,LC5101NI0007,LC5101NI0008,LC5101NI0009,LC5101NI0010,LC5101NI0011,LC5101NI0012,LC5101NI0013,LC5101NI0014,LC5101NI0015,LC5101NI0016,LC5101NI0017,LC5101NI0018,LC5101NI0019,LC5101NI0020,LC5101NI0021,LC5101NI0022,LC5101NI0023,LC5101NI0024,LC5101NI0025,LC5101NI0026,LC5101NI0027,LC5101NI0028,LC5101NI0029,LC5101NI0030,LC5101NI0031,LC5101NI0032,LC5101NI0033,LC5101NI0034,LC5101NI0035,LC5101NI0036,LC5101NI0037,LC5101NI0038,LC5101NI0039,LC5101NI0040,LC5101NI0041,LC5101NI0042,LC5101NI0043,LC5101NI0044,LC5101NI0045,LC5101NI0046,LC5101NI0047,LC5101NI0048,LC5101NI0049
N00004156,177,62,34,31,9,25,16,23,5,5,5,2,5,1,31,6,6,9,2,7,1,34,9,10,6,1,4,4,35,8,7,7,2,6,5,22,14,2,2,2,0,2,32,20,4,2,0,3,3
N00004157,387,68,61,64,59,98,37,69,11,13,14,18,12,1,58,2,8,17,10,20,1,45,6,12,9,8,7,3,64,6,16,12,7,18,5,77,17,6,7,11,21,15,74,26,6,5,5,20,12
N00004158,345,52,43,54,49,111,36,39,2,7,6,17,5,2,53,1,6,11,3,30,2,61,2,13,8,9,24,5,63,14,6,15,8,15,5,56,8,6,6,6,22,8,73,25,5,8,6,15,14
N00004159,101,30,15,20,12,17,7,16,1,3,6,4,2,0,9,1,1,3,2,2,0,11,0,2,3,0,4,2,17,1,2,4,1,7,2,12,3,2,2,2,2,1,36,24,5,2,3,0,2
N00004160,158,56,31,21,9,22,19,21,6,4,4,2,3,2,33,4,10,5,3,7,4,25,3,7,6,1,6,2,25,12,4,3,1,2,3,26,12,5,2,1,2,4,28,19,1,1,1,2,4
N00004161,195,65,34,38,22,20,16,28,8,9,7,3,0,1,54,8,9,13,10,9,5,43,11,7,10,7,6,2,23,10,5,2,2,2,2,24,13,4,2,0,1,4,23,15,0,4,0,2,2
N00004162,154,68,29,19,14,15,9,18,6,7,1,3,0,1,31,6,6,7,5,4,3,25,7,6,5,3,4,0,28,14,5,3,1,4,1,21,11,3,3,2,2,0,31,24,2,0,0,1,4
N00004163,298,45,28,59,52,94,20,39,5,1,16,12,4,1,29,3,2,6,6,11,1,75,3,10,15,11,31,5,63,5,11,10,12,20,5,57,15,3,6,9,21,3,35,14,1,6,2,7,5
N00004164,310,43,49,59,34,103,22,52,9,10,13,7,13,0,55,4,5,10,9,27,0,92,7,20,21,9,31,4,72,11,12,12,8,24,5,24,6,2,2,0,6,8,15,6,0,1,1,2,5
N00004165,290,43,42,50,60,70,25,42,7,8,13,10,3,1,88,1,10,18,20,35,4,88,9,15,11,26,21,6,42,9,7,7,3,8,8,17,6,2,1,1,2,5,13,11,0,0,0,1,1
N00004166,218,48,31,35,26,56,22,31,3,6,6,7,8,1,36,3,6,7,3,16,1,41,3,2,6,10,12,8,37,5,7,10,3,10,2,37,12,4,5,2,7,7,36,22,6,1,1,3,3
N00004167,294,98,48,46,38,49,15,41,10,12,7,6,6,0,84,8,16,17,19,19,5,52,12,10,11,7,9,3,40,16,8,4,3,9,0,19,11,1,3,0,4,0,58,41,1,4,3,2,7
N00004168,166,81,18,26,14,16,11,30,8,8,8,3,1,2,23,6,3,7,3,4,0,17,4,2,2,4,4,1,16,4,3,3,1,2,3,34,22,2,3,2,3,2,46,37,0,3,1,2,3
N00004169,269,48,32,53,38,70,28,28,2,2,11,6,4,3,31,2,2,4,7,13,3,41,6,5,8,7,15,0,56,11,12,12,7,7,7,70,11,8,15,7,20,9,43,16,3,3,4,11,6
N00004170,245,30,23,58,41,79,14,25,2,4,10,7,2,0,42,0,2,7,9,24,0,36,2,3,6,6,19,0,58,4,8,16,13,15,2,34,6,2,11,5,5,5,50,16,4,8,1,14,7
N00004171,277,35,13,54,40,107,28,22,0,0,6,10,6,0,20,1,2,5,5,7,0,17,0,0,2,5,10,0,32,1,4,6,6,13,2,80,7,4,20,7,33,9,106,26,3,15,7,38,17
N00004172,224,50,21,31,29,67,26,24,1,3,10,6,4,0,16,2,1,1,2,10,0,21,1,5,1,6,8,0,38,7,4,5,4,9,9,39,7,5,9,5,10,3,86,32,3,5,6,26,14
N00004173,223,42,22,29,33,82,15,24,5,2,3,7,5,2,46,3,1,4,12,25,1,28,2,2,6,4,13,1,28,3,7,7,3,5,3,48,9,8,7,3,17,4,49,20,2,2,4,17,4
N00004174,217,33,21,28,21,107,7,21,3,2,4,5,7,0,14,1,1,3,1,8,0,35,2,1,7,3,21,1,39,2,3,4,2,27,1,39,3,6,3,4,21,2,69,22,8,7,6,23,3
N00004175,231,20,25,27,47,99,13,37,2,4,7,17,7,0,25,2,0,1,3,18,1,38,1,9,1,7,18,2,49,1,4,9,7,26,2,38,4,4,4,8,15,3,44,10,4,5,5,15,5
N00004176,352,106,22,43,30,125,26,18,4,2,6,4,1,1,15,0,3,0,6,6,0,40,1,4,1,6,27,1,33,0,2,9,5,15,2,58,5,7,9,5,29,3,188,96,4,18,4,47,19
N00004177,133,36,15,18,15,39,10,7,1,1,3,2,0,0,7,0,0,2,0,5,0,15,0,4,0,5,4,2,22,3,1,3,3,10,2,20,2,3,3,3,9,0,62,30,6,7,2,11,6
N00004178,238,24,27,50,40,82,15,30,2,3,12,10,3,0,31,3,3,7,2,16,0,59,3,6,7,9,30,4,35,2,8,5,6,13,1,40,4,5,12,7,8,4,43,10,2,7,6,12,6
N00004179,295,51,30,55,33,91,35,38,2,9,13,7,5,2,26,1,3,2,5,14,1,38,2,2,6,8,17,3,60,4,7,10,6,25,8,37,8,6,3,2,13,5,96,34,3,21,5,17,16
N00004180,233,27,19,31,40,101,15,19,2,3,5,7,2,0,28,0,1,0,5,22,0,32,0,2,3,3,24,0,41,1,6,5,10,17,2,42,6,3,6,7,16,4,71,18,4,12,8,20,9
N00004181,223,35,21,37,35,87,8,35,7,3,9,10,6,0,25,3,4,4,2,12,0,26,2,2,9,2,10,1,42,2,3,6,9,19,3,51,4,4,5,7,29,2,44,17,5,4,5,11,2
N00004182,284,51,20,46,34,116,17,38,5,2,10,12,8,1,29,1,3,2,3,20,0,38,5,1,7,7,18,0,56,5,4,9,6,28,4,52,8,6,10,2,21,5,71,27,4,8,4,21,7
N00004183,98,44,11,11,2,14,16,1,0,0,1,0,0,0,3,1,0,1,0,1,0,5,0,1,1,1,2,0,18,7,3,2,0,2,4,14,3,3,2,1,4,1,57,33,4,4,0,5,11
N00004184,212,40,22,25,35,67,23,13,1,2,5,3,2,0,23,1,2,1,5,12,2,39,1,5,3,9,17,4,28,2,3,5,7,10,1,30,5,4,2,4,10,5,79,30,6,9,7,16,11
N00004185,616,149,72,82,65,199,49,57,6,9,15,11,12,4,60,2,5,6,5,39,3,79,7,19,9,12,30,2,93,10,12,17,9,38,7,110,22,7,17,13,40,11,217,102,20,18,15,40,22
N00004186,260,49,29,42,33,86,21,21,1,1,9,8,2,0,42,3,3,8,8,19,1,34,2,4,7,3,17,1,37,5,5,4,3,17,3,37,5,6,9,3,9,5,89,33,10,5,8,22,11
N00004187,335,92,49,52,20,95,27,15,0,4,3,3,5,0,22,1,0,3,1,16,1,35,0,1,6,4,19,5,37,2,5,6,3,19,2,54,8,9,8,5,19,5,172,81,30,26,4,17,14
N00004188,236,41,37,30,26,85,17,33,2,8,9,5,7,2,40,1,5,7,6,21,0,44,4,9,4,6,20,1,42,3,6,5,7,17,4,36,9,7,2,2,12,4,41,22,2,3,0,8,6
N00004189,189,58,27,19,19,44,22,12,2,4,3,1,2,0,15,0,5,0,4,3,3,18,0,5,1,3,9,0,20,5,3,3,1,7,1,40,7,4,7,5,9,8,84,44,6,5,5,14,10
N00004190,418,134,37,63,48,85,51,34,1,6,11,11,4,1,33,2,6,7,14,4,0,40,4,3,6,3,22,2,56,7,7,14,5,17,6,64,15,6,7,11,14,11,191,105,9,18,4,24,31
N00004191,491,75,51,73,66,193,33,56,6,7,15,18,10,0,52,0,7,6,7,32,0,89,6,7,8,13,51,4,105,8,15,19,17,42,4,77,10,10,14,5,30,8,112,45,5,11,6,28,17
N00004192,252,75,32,28,35,55,27,33,7,8,4,6,6,2,45,7,4,3,11,14,6,32,6,8,4,5,9,0,48,10,7,5,7,12,7,39,12,2,7,5,6,7,55,33,3,5,1,8,5
N00004193,226,38,19,32,24,98,15,16,2,1,9,4,0,0,32,1,1,7,5,18,0,47,3,5,3,6,30,0,32,2,6,2,1,19,2,42,10,2,6,5,13,6,57,20,4,5,3,18,7
N00004194,231,58,15,32,29,75,22,25,2,3,11,7,2,0,24,1,3,0,3,16,1,22,0,5,4,4,7,2,37,3,0,8,5,16,5,29,5,1,5,4,12,2,94,47,3,4,6,22,12
N00004195,210,79,40,30,22,25,14,40,12,12,9,5,1,1,36,9,3,6,6,9,3,50,12,13,12,5,6,2,23,10,3,1,2,4,3,32,16,6,2,4,2,2,29,20,3,0,0,3,3
N00004196,703,85,69,120,126,246,57,83,11,11,20,24,11,6,99,3,6,17,23,45,5,223,13,28,32,31,101,18,149,12,16,27,35,52,7,82,16,6,19,11,17,13,67,30,2,5,2,20,8
N00004197,164,51,36,27,21,14,15,28,7,10,4,4,0,3,35,4,7,11,9,3,1,40,15,11,6,2,6,0,26,7,6,2,1,3,7,18,5,1,3,3,2,4,17,13,1,1,2,0,0
N00004198,179,70,33,29,16,20,11,35,11,7,6,4,4,3,55,18,7,14,10,6,0,22,2,8,4,1,5,2,31,11,7,4,1,4,4,10,6,1,1,0,1,1,26,22,3,0,0,0,1
N00004199,586,80,83,99,99,172,53,100,13,22,25,20,16,4,118,5,9,16,31,51,6,143,11,22,25,24,46,15,124,10,24,21,12,38,19,51,15,2,9,7,16,2,50,26,4,3,5,5,7
N00004200,268,40,40,46,40,87,15,29,4,8,9,8,0,0,35,2,4,5,8,16,0,79,2,13,13,8,39,4,63,4,12,12,12,20,3,33,11,3,2,4,9,4,29,17,0,5,0,3,4
N00004201,255,27,31,53,41,82,21,49,1,8,15,11,8,6,57,1,4,9,10,32,1,56,4,3,14,8,24,3,55,5,14,8,8,12,8,14,5,0,5,0,4,0,24,11,2,2,4,2,3
N00004202,268,52,42,47,41,62,24,31,5,5,8,8,5,0,70,5,8,10,15,30,2,61,4,16,13,9,13,6,48,13,9,10,3,7,6,33,13,2,3,5,5,5,25,12,2,3,1,2,5
N00004203,288,86,36,50,37,48,31,27,3,4,10,5,5,0,64,3,7,14,14,19,7,57,13,10,12,8,11,3,36,9,7,6,5,5,4,36,12,5,6,3,3,7,68,46,3,2,2,5,10
N00004204,255,54,46,50,41,42,22,48,6,13,11,11,6,1,47,2,5,11,11,15,3,36,1,9,6,9,9,2,54,9,13,13,5,5,9,37,14,4,8,2,3,6,33,22,2,1,3,4,1
N00004205,222,55,28,43,41,29,26,46,11,4,15,12,3,1,33,2,5,7,8,7,4,48,7,8,9,9,12,3,38,8,9,8,4,3,6,28,10,2,1,6,2,7,29,17,0,3,2,2,5
N00004206,199,69,29,36,29,19,17,33,10,8,6,5,3,1,43,8,3,7,13,11,1,41,8,10,11,6,4,2,32,10,8,6,3,0,5,13,5,0,4,1,0,3,37,28,0,2,1,1,5
N00004207,256,58,34,39,31,72,22,27,5,4,8,7,1,2,29,1,3,4,6,13,2,47,7,11,4,6,17,2,49,6,11,6,7,16,3,61,19,4,13,5,12,8,43,20,1,4,0,13,5
N00004208,345,77,63,59,53,64,29,49,10,11,13,7,7,1,121,11,19,22,28,35,6,76,14,17,17,9,14,5,43,17,11,2,3,3,7,41,14,5,5,4,4,9,15,11,0,0,2,1,1
N00004209,506,76,62,82,78,156,52,60,10,8,13,18,11,0,79,6,7,11,12,40,3,132,9,23,15,28,50,7,89,14,9,21,11,24,10,82,13,11,18,6,19,15,64,24,4,4,3,12,17
N00004210,256,82,29,39,31,51,24,26,6,5,8,5,2,0,55,4,3,14,9,23,2,36,6,7,8,6,8,1,36,8,7,3,5,11,2,49,23,7,2,5,4,8,54,35,0,4,1,3,11
N00004211,539,54,67,95,92,199,32,72,6,13,23,19,11,0,214,2,17,29,43,113,10,104,4,24,22,13,35,6,52,10,6,9,6,14,7,60,15,5,7,9,18,6,37,17,2,5,2,8,3
N00004212,1433,148,160,243,237,543,102,193,20,23,56,43,41,10,437,13,38,53,86,226,21,388,19,56,71,66,151,25,204,30,33,41,20,59,21,126,33,8,14,17,43,11,85,33,2,8,5,23,14
N00004213,255,105,32,43,28,29,18,44,12,7,13,6,5,1,49,9,6,15,8,9,2,43,9,8,12,4,7,3,28,10,5,2,5,3,3,35,24,3,0,4,3,1,56,41,3,1,1,2,8
N00004214,223,74,36,50,30,19,14,50,10,16,10,9,3,2,48,6,8,16,11,6,1,29,9,3,11,1,3,2,47,13,8,11,5,5,5,24,17,1,1,1,2,2,25,19,0,1,3,0,2
N00004215,234,47,38,50,27,55,17,36,5,7,11,6,5,2,65,0,10,14,9,30,2,56,9,13,14,6,10,4,37,12,5,9,3,3,5,19,8,2,2,1,4,2,21,13,1,0,2,3,2
N00004216,338,106,48,60,39,59,26,47,11,13,11,7,1,4,94,8,9,25,22,26,4,62,7,14,12,5,21,3,46,18,11,7,4,5,1,41,25,1,4,1,3,7,48,37,0,1,0,3,7
N00004217,203,74,37,30,19,33,10,32,5,9,10,6,1,1,39,5,9,4,7,13,1,35,5,10,7,2,10,1,32,13,6,3,2,6,2,23,16,1,3,1,1,1,42,30,2,3,1,2,4
N00004218,208,68,34,42,29,18,17,33,11,4,10,7,1,0,44,6,8,15,7,7,1,52,11,12,9,11,3,6,26,11,4,5,0,3,3,30,13,5,3,4,3,2,23,16,1,0,0,1,5
N00004219,266,13,16,40,35,149,13,42,2,4,13,13,9,1,6,0,0,0,2,3,1,40,0,0,4,6,27,3,62,1,6,12,5,37,1,51,3,4,6,2,33,3,65,7,2,5,7,40,4
N00004220,257,54,27,40,27,97,12,31,5,1,14,7,3,1,17,4,0,2,3,8,0,36,1,7,4,6,17,1,38,3,7,5,1,19,3,52,12,6,4,2,26,2,83,29,6,11,8,24,5
N00004221,283,38,19,43,38,129,16,43,4,5,12,13,8,1,12,0,1,0,1,10,0,26,2,1,3,1,17,2,64,6,3,10,9,32,4,63,9,1,8,9,36,0,75,17,8,10,5,26,9
N00004222,290,40,22,40,47,117,24,38,5,2,10,15,6,0,9,0,1,2,1,4,1,48,0,4,4,10,27,3,68,7,6,9,7,34,5,48,8,2,7,6,21,4,79,20,7,8,8,25,11
N00004223,207,43,31,35,21,64,13,19,2,4,5,5,3,0,20,0,1,4,3,10,2,40,1,4,11,6,15,3,33,2,10,3,2,15,1,40,9,7,5,3,12,4,55,29,5,7,2,9,3
N00004224,251,27,19,35,27,135,8,29,6,2,10,6,5,0,16,1,0,3,1,11,0,35,2,0,4,4,24,1,43,1,8,3,7,24,0,51,4,5,8,4,30,0,77,13,4,7,5,41,7
N00004225,239,42,11,45,36,91,14,33,0,2,14,13,4,0,16,2,1,3,1,8,1,20,1,0,3,3,12,1,41,1,2,6,6,23,3,59,10,5,7,8,27,2,70,28,1,12,5,17,7
N00004226,364,76,25,45,41,151,26,55,19,5,6,14,5,6,65,13,2,4,6,35,5,51,8,3,3,5,31,1,56,5,5,9,8,28,1,62,8,6,15,3,25,5,75,23,4,8,5,27,8
N00004227,225,19,17,30,26,115,18,12,0,2,2,4,4,0,25,1,2,0,1,20,1,32,0,0,6,5,21,0,43,0,3,5,5,28,2,42,3,5,5,5,20,4,71,15,5,12,6,22,11
N00004228,574,84,43,77,61,260,49,34,6,2,11,8,6,1,60,1,5,6,7,37,4,117,5,11,8,11,78,4,108,8,7,17,12,58,6,99,14,9,14,14,35,13,156,50,9,21,9,46,21
N00004229,265,37,21,40,28,129,10,25,4,3,10,4,4,0,31,2,2,2,5,18,2,51,3,4,6,6,29,3,36,2,3,5,4,20,2,56,2,6,10,5,33,0,66,24,3,7,4,25,3
N00004230,244,28,19,42,36,107,12,18,3,3,7,4,1,0,16,0,4,0,4,8,0,27,1,1,2,2,20,1,47,3,4,7,9,22,2,53,8,5,12,5,20,3,83,13,2,14,12,36,6
N00004231,248,24,14,34,24,143,9,16,3,1,5,4,3,0,17,0,0,0,4,13,0,30,0,4,3,4,18,1,41,1,4,2,2,31,1,58,4,1,7,3,41,2,86,16,4,17,7,37,5
N00004232,225,31,15,38,29,99,13,15,1,1,4,4,4,1,13,0,2,1,3,7,0,22,1,2,4,4,11,0,31,1,4,5,6,14,1,50,4,4,10,4,23,5,94,24,2,14,8,40,6
N00004233,299,55,18,41,35,130,20,16,3,1,3,6,3,0,32,0,1,2,8,21,0,32,1,1,3,4,23,0,42,0,2,13,4,21,2,51,5,5,5,6,26,4,126,46,8,15,7,36,14
N00004234,232,50,14,31,24,90,23,23,1,2,3,9,7,1,15,0,0,0,3,12,0,22,0,2,1,2,16,1,34,5,2,4,3,15,5,44,9,4,6,5,15,5,94,35,4,17,2,25,11
N00004235,244,22,21,38,20,121,22,20,0,1,10,4,4,1,15,0,1,1,2,9,2,33,0,2,6,3,21,1,45,2,11,3,2,21,6,65,9,3,12,6,31,4,66,11,3,6,3,35,8
N00004236,239,20,14,41,26,126,12,32,3,1,12,7,8,1,24,2,1,3,6,12,0,28,4,2,3,0,17,2,51,1,2,11,5,29,3,47,2,3,8,3,30,1,57,8,5,4,5,30,5
N00004237,224,18,13,30,27,129,7,23,2,2,4,9,5,1,26,0,0,3,2,21,0,31,0,3,4,5,19,0,43,2,2,6,3,28,2,31,7,2,2,1,19,0,70,7,4,11,7,37,4
N00004238,287,34,32,39,31,140,11,41,6,7,10,10,8,0,36,2,1,2,6,24,1,52,4,6,6,5,30,1,47,4,4,6,6,27,0,52,6,7,8,2,27,2,59,12,7,7,2,24,7
N00004239,229,23,14,30,28,122,12,22,1,1,7,7,6,0,20,0,1,1,3,15,0,25,1,1,4,3,15,1,33,1,4,3,4,20,1,55,7,6,3,6,29,4,74,13,1,12,5,37,6
N00004240,286,49,21,46,29,126,15,29,2,2,8,8,9,0,29,1,3,3,0,22,0,31,1,3,4,2,18,3,52,6,4,8,6,25,3,44,6,3,11,3,20,1,101,33,6,12,10,32,8
N00004241,232,41,21,26,33,94,17,33,4,4,7,12,5,1,19,0,0,0,3,15,1,38,0,3,4,2,26,3,44,2,8,3,8,18,5,39,9,3,3,6,15,3,59,26,3,9,2,15,4
N00004242,319,45,22,48,29,162,13,35,5,3,11,8,8,0,18,1,0,0,2,13,2,31,1,3,3,2,21,1,52,1,4,5,8,34,0,60,5,4,8,4,38,1,123,32,8,21,5,48,9
N00004243,216,78,41,34,27,21,15,33,4,14,10,3,2,0,45,7,8,10,15,4,1,31,8,5,4,4,7,3,32,12,5,1,3,5,6,27,11,5,6,1,2,2,48,36,4,3,1,1,3
N00004244,162,88,24,19,10,11,10,20,9,3,2,4,1,1,21,5,5,1,3,7,0,24,8,7,6,2,0,1,28,16,5,2,1,2,2,22,13,2,4,0,1,2,47,37,2,4,0,0,4
N00004245,296,89,29,41,35,80,22,28,3,7,4,7,7,0,62,4,5,10,10,31,2,54,6,6,10,9,19,4,47,15,5,11,2,11,3,47,18,3,4,4,11,7,58,43,3,2,3,1,6
N00004246,263,50,39,44,39,67,24,36,3,6,11,9,7,0,35,4,6,1,6,16,2,44,3,11,7,8,13,2,46,2,6,14,7,10,7,39,6,8,3,5,13,4,63,32,2,8,4,8,9
N00004247,271,62,33,46,43,56,31,33,1,3,8,12,9,0,40,3,5,4,14,12,2,33,1,6,9,6,10,1,47,9,11,13,3,7,4,59,21,3,8,6,10,11,59,27,5,4,2,8,13
N00004248,198,87,27,31,17,26,10,30,5,7,11,5,2,0,30,8,5,7,4,4,2,30,5,7,4,5,9,0,37,16,4,6,2,6,3,20,14,1,2,0,2,1,51,39,3,1,1,3,4
N00004249,228,70,21,29,34,46,28,15,1,2,3,4,4,1,28,2,2,4,6,13,1,34,0,5,7,11,9,2,39,7,7,7,7,7,4,37,14,4,5,1,9,4,75,46,1,3,5,4,16
N00004250,192,68,33,29,21,25,16,23,5,4,6,2,4,2,52,6,12,8,9,15,2,34,8,5,11,3,4,3,29,16,6,2,4,1,0,29,18,5,1,2,1,2,25,15,1,1,1,0,7
N00004251,222,80,34,28,28,33,19,34,8,9,4,8,2,3,66,12,8,10,17,16,3,36,10,11,3,1,8,3,35,18,3,4,0,4,6,24,11,3,5,1,3,1,27,21,0,2,1,0,3
N00004252,268,35,25,55,37,89,27,37,0,3,14,10,9,1,22,1,0,3,2,14,2,27,2,1,7,3,13,1,44,7,6,11,7,9,4,80,6,10,13,9,33,9,58,19,5,7,6,11,10
N00004253,255,35,33,34,43,89,21,30,3,6,6,7,6,2,23,1,1,3,5,12,1,28,1,2,5,6,13,1,43,4,12,5,8,11,3,50,7,7,3,6,23,4,81,19,5,12,11,24,10
N00004254,240,44,22,51,23,75,25,27,2,4,10,5,4,2,21,0,2,4,3,11,1,35,1,6,9,3,12,4,56,13,4,11,7,17,4,46,10,1,9,2,16,8,55,18,5,8,3,15,6
N00004255,195,37,23,34,33,46,22,13,0,1,3,4,3,2,14,0,0,3,6,5,0,22,0,2,5,4,10,1,30,1,7,5,4,10,3,43,7,6,9,6,12,3,73,29,7,9,9,6,13
N00004256,755,160,72,112,79,263,69,55,3,5,24,13,9,1,61,2,3,6,9,40,1,109,1,11,10,17,67,3,122,15,15,19,17,43,13,151,36,18,24,12,43,18,257,103,20,29,11,61,33
N00004257,211,49,13,29,20,77,23,7,1,2,2,1,1,0,11,2,1,3,1,2,2,18,0,2,6,5,5,0,21,0,5,3,0,9,4,32,8,0,5,5,12,2,122,38,3,10,8,48,15
N00004258,262,89,37,31,25,52,28,22,3,7,6,5,1,0,37,4,8,5,7,13,0,28,2,8,5,5,8,0,42,12,9,6,5,8,2,46,20,2,4,3,7,10,87,48,3,5,0,15,16
N00004259,187,54,17,26,19,52,19,15,3,0,6,5,1,0,17,2,0,5,1,7,2,14,1,2,4,2,5,0,37,7,3,5,4,14,4,42,10,6,4,4,13,5,62,31,6,2,3,12,8
N00004260,273,47,39,39,32,86,30,20,0,3,4,8,3,2,29,3,0,1,3,22,0,37,2,7,10,6,9,3,33,2,8,3,3,14,3,60,7,10,12,5,18,8,94,33,11,9,7,20,14
N00004261,204,43,26,30,21,67,17,27,4,7,7,4,4,1,34,1,5,4,5,17,2,37,3,7,6,6,14,1,25,2,3,5,2,12,1,41,15,2,2,3,15,4,40,18,2,6,1,5,8
N00004262,241,45,30,27,38,64,37,55,14,6,9,14,8,4,59,4,8,2,10,24,11,46,5,5,6,7,16,7,40,8,5,6,4,7,10,22,9,4,1,2,6,0,19,5,2,3,1,3,5
N00004263,197,43,32,30,13,50,29,18,2,7,6,1,2,0,42,4,4,0,2,25,7,45,3,12,8,6,12,4,36,9,5,6,2,5,9,34,13,3,6,2,4,6,22,12,1,4,0,2,3
N00004264,464,76,54,76,64,124,70,59,4,11,18,11,11,4,118,2,13,18,24,34,27,90,7,13,16,12,33,9,82,15,11,13,8,24,11,54,17,3,8,4,13,9,61,31,3,3,5,9,10
N00004265,190,41,21,26,24,52,26,38,6,7,5,7,7,6,42,6,3,6,5,15,7,32,1,4,3,4,16,4,23,8,1,5,2,5,2,28,10,2,5,3,5,3,27,10,4,2,3,4,4
N00004266,265,28,17,36,40,124,20,34,5,5,7,10,6,1,20,0,2,1,5,12,0,53,1,1,8,8,30,5,47,3,1,5,4,31,3,38,4,6,6,2,19,1,73,15,2,9,11,26,10
N00004267,471,60,40,73,60,200,38,56,2,8,17,15,9,5,73,4,7,14,9,37,2,96,5,7,6,16,55,7,95,9,7,14,5,48,12,64,9,7,9,11,23,5,87,31,4,13,4,28,7
N00004268,257,46,22,42,28,100,19,34,8,2,13,4,4,3,29,2,3,4,4,15,1,48,7,3,6,7,24,1,64,6,6,8,6,31,7,36,6,3,6,3,17,1,46,17,5,5,4,9,6
N00004269,259,39,42,44,23,91,20,46,4,12,12,9,6,3,49,3,8,8,4,23,3,52,1,8,10,4,25,4,47,5,7,7,3,21,4,31,5,6,6,2,11,1,34,21,1,1,1,5,5
N00004270,416,69,61,76,52,115,43,122,15,31,37,18,10,11,93,7,15,13,17,29,12,64,4,7,10,8,29,6,51,12,5,3,3,24,4,39,13,0,5,4,13,4,47,18,3,8,2,10,6
N00004271,241,73,35,40,19,53,21,37,8,10,9,5,1,4,36,3,7,8,4,11,3,35,5,8,6,3,12,1,43,21,1,7,3,9,2,37,9,8,6,2,9,3,53,27,1,4,2,11,8
N00004272,219,36,31,26,29,79,18,32,4,8,8,9,3,0,69,2,7,8,7,36,9,42,1,5,7,5,21,3,32,8,5,2,3,13,1,25,6,5,1,3,5,5,19,15,1,0,2,1,0
N00004273,369,121,24,27,32,137,28,34,2,2,7,11,10,2,36,1,4,2,5,22,2,28,1,4,0,4,18,1,51,6,6,6,4,26,3,60,18,3,4,4,27,4,160,93,5,8,4,34,16
N00004274,230,50,25,31,28,78,18,31,4,5,9,9,4,0,57,1,6,7,4,37,2,50,6,7,8,9,20,0,33,13,4,1,4,9,2,34,15,3,5,1,5,5,25,11,0,1,1,3,9
N00004275,231,41,24,32,32,87,15,26,4,8,7,4,3,0,56,3,1,8,9,31,4,54,1,4,11,8,29,1,31,4,6,1,3,13,4,24,10,1,2,5,5,1,40,19,4,3,3,6,5
N00004276,355,47,28,45,40,181,14,46,5,6,17,11,7,0,29,1,3,1,3,21,0,59,5,5,4,12,32,1,85,5,6,9,3,57,5,57,6,5,6,4,32,4,79,25,3,8,7,32,4
N00004277,248,27,11,30,31,135,14,20,3,1,4,8,4,0,23,2,0,1,6,13,1,46,2,1,5,3,33,2,32,2,1,5,4,18,2,51,2,2,7,5,35,0,76,16,6,8,5,32,9
N00004278,227,63,34,43,15,43,29,28,4,5,10,8,1,0,28,0,8,8,0,11,1,29,3,2,7,3,10,4,50,8,11,9,2,10,10,39,16,5,4,0,6,8,53,32,3,5,2,5,6
N00004279,263,22,14,36,32,137,22,26,4,1,5,10,5,1,20,0,1,2,3,13,1,46,4,4,3,2,32,1,43,0,2,5,4,31,1,67,4,5,14,9,27,8,61,10,1,7,4,29,10
N00004280,248,30,15,32,26,128,17,22,3,2,6,7,4,0,30,1,4,3,1,20,1,54,2,1,6,7,35,3,51,6,3,4,3,31,4,40,5,3,4,2,23,3,51,13,2,9,6,15,6
N00004281,335,32,25,49,40,173,16,31,5,2,10,8,5,1,21,1,2,1,3,13,1,64,3,4,8,9,39,1,76,2,4,9,8,51,2,51,5,5,4,4,29,4,92,16,8,17,8,36,7
N00004282,205,95,22,24,22,26,16,15,2,2,4,5,2,0,21,2,3,4,4,5,3,27,9,6,1,5,5,1,37,16,4,7,5,4,1,42,18,5,6,3,7,3,63,48,2,2,0,3,8
N00004283,266,55,17,42,42,90,20,34,5,3,7,13,6,0,30,2,1,3,4,18,2,54,6,2,11,3,28,4,61,11,6,7,16,17,4,35,12,3,7,3,7,3,52,19,2,7,3,14,7
N00004284,311,34,24,46,37,142,28,38,4,4,6,15,9,0,29,0,2,3,2,20,2,34,1,3,3,2,23,2,54,2,4,10,5,28,5,74,4,5,13,8,37,7,82,23,6,11,5,25,12
N00004285,294,63,12,35,32,137,15,38,5,4,9,16,3,1,16,1,1,0,2,12,0,36,4,0,5,3,22,2,63,2,4,8,5,43,1,50,6,2,7,2,28,5,91,45,1,6,4,29,6
N00004286,251,24,18,37,30,119,23,26,1,2,8,5,10,0,13,0,0,1,2,9,1,45,1,5,6,4,28,1,67,1,6,9,7,38,6,39,5,3,1,7,15,8,61,16,2,12,5,19,7
