GeographyCode,LC6109NI0001,LC6109NI0002,LC6109NI0003,LC6109NI0004,LC6109NI0005,LC6109NI0006,LC6109NI0007,LC6109NI0008,LC6109NI0009,LC6109NI0010,LC6109NI0011,LC6109NI0012,LC6109NI0013,LC6109NI0014,LC6109NI0015,LC6109NI0016,LC6109NI0017,LC6109NI0018
N00000284,152,51,101,14,7,7,39,13,26,49,14,35,29,9,20,21,8,13
N00000285,113,42,71,13,5,8,43,15,28,24,10,14,24,7,17,9,5,4
N00000286,112,29,83,10,3,7,27,5,22,19,6,13,32,7,25,24,8,16
N00000287,105,33,72,12,4,8,37,12,25,18,4,14,18,7,11,20,6,14
N00000288,164,42,122,18,9,9,52,10,42,43,10,33,36,7,29,15,6,9
N00000289,229,49,180,21,10,11,93,12,81,59,11,48,40,13,27,16,3,13
N00000290,85,31,54,11,5,6,21,10,11,22,7,15,25,7,18,6,2,4
N00000291,270,72,198,34,13,21,68,16,52,64,20,44,54,12,42,50,11,39
N00000292,331,95,236,30,15,15,54,15,39,140,35,105,60,14,46,47,16,31
N00000293,268,73,195,22,10,12,47,12,35,118,33,85,58,14,44,23,4,19
N00000294,207,40,167,27,9,18,31,5,26,38,6,32,59,14,45,52,6,46
N00000295,167,48,119,18,4,14,25,7,18,48,15,33,36,10,26,40,12,28
N00000296,142,38,104,13,6,7,35,5,30,37,8,29,29,6,23,28,13,15
N00000297,181,55,126,24,10,14,35,10,25,41,13,28,44,11,33,37,11,26
N00000298,185,64,121,21,13,8,38,12,26,47,11,36,45,17,28,34,11,23
N00000299,149,41,108,10,3,7,42,13,29,35,8,27,34,9,25,28,8,20
N00000300,120,32,88,11,5,6,30,10,20,31,6,25,33,7,26,15,4,11
N00000301,200,60,140,18,13,5,39,10,29,83,22,61,45,8,37,15,7,8
N00000302,186,65,121,27,18,9,33,8,25,46,17,29,54,12,42,26,10,16
N00000303,159,53,106,17,11,6,27,9,18,56,17,39,35,8,27,24,8,16
N00000304,197,51,146,22,8,14,49,13,36,81,20,61,34,9,25,11,1,10
N00000305,219,68,151,38,19,19,21,3,18,43,14,29,80,21,59,37,11,26
N00000306,205,56,149,21,12,9,29,7,22,82,22,60,58,12,46,15,3,12
N00000307,183,59,124,22,11,11,26,7,19,53,17,36,49,6,43,33,18,15
N00000308,163,56,107,25,14,11,25,4,21,43,17,26,29,6,23,41,15,26
N00000309,208,65,143,42,26,16,25,4,21,70,19,51,53,11,42,18,5,13
N00000310,174,38,136,17,4,13,33,3,30,29,7,22,48,10,38,47,14,33
N00000311,136,33,103,19,7,12,31,3,28,30,6,24,39,10,29,17,7,10
N00000312,229,75,154,33,21,12,55,12,43,49,12,37,59,22,37,33,8,25
N00000313,280,76,204,46,15,31,58,14,44,84,23,61,62,11,51,30,13,17
N00000314,125,39,86,15,5,10,35,9,26,29,11,18,25,7,18,21,7,14
N00000315,126,30,96,16,4,12,33,7,26,37,8,29,21,4,17,19,7,12
N00000316,143,37,106,18,6,12,21,6,15,49,9,40,33,6,27,22,10,12
N00000317,142,47,95,19,7,12,40,9,31,28,11,17,33,13,20,22,7,15
N00000318,161,47,114,27,11,16,25,7,18,40,15,25,45,9,36,24,5,19
N00000319,348,106,242,44,14,30,86,26,60,111,37,74,55,12,43,52,17,35
N00000320,131,40,91,19,7,12,17,5,12,32,10,22,35,8,27,28,10,18
