GeographyCode,KS403NI0001,KS403NI0002,KS403NI0003,KS403NI0004,KS403NI0005,KS403NI0006,KS403NI0007,KS403NI0008,KS403NI0009,KS403NI0010,KS403NI0011,KS403NI0012,KS403NI0013,KS403NI0014,KS403NI0015,KS403NI0016,KS403NI0017,KS403NI0018
N00000934,119,40,36,19,13,5,6,0,0,2.37,33.61,30.25,15.97,10.92,4.20,5.04,0,0
N00000935,115,46,29,21,14,3,1,1,0,2.18,40.00,25.22,18.26,12.17,2.61,0.87,0.87,0
N00000936,183,45,56,38,25,13,5,1,0,2.58,24.59,30.60,20.77,13.66,7.10,2.73,0.55,0
N00000937,174,46,51,38,28,8,2,1,0,2.49,26.44,29.31,21.84,16.09,4.60,1.15,0.57,0
N00000938,116,22,24,33,18,13,4,1,1,2.97,18.97,20.69,28.45,15.52,11.21,3.45,0.86,0.86
N00000939,90,33,27,17,7,4,2,0,0,2.20,36.67,30.00,18.89,7.78,4.44,2.22,0,0
N00000940,122,57,25,22,13,3,2,0,0,2.07,46.72,20.49,18.03,10.66,2.46,1.64,0,0
N00000941,131,32,43,23,16,13,2,1,1,2.62,24.43,32.82,17.56,12.21,9.92,1.53,0.76,0.76
N00000942,122,48,32,18,12,7,4,1,0,2.30,39.34,26.23,14.75,9.84,5.74,3.28,0.82,0
N00000943,105,29,35,14,12,10,4,0,1,2.59,27.62,33.33,13.33,11.43,9.52,3.81,0,0.95
N00000944,91,22,25,20,11,10,2,1,0,2.69,24.18,27.47,21.98,12.09,10.99,2.20,1.10,0
N00000945,105,27,40,16,12,9,1,0,0,2.42,25.71,38.10,15.24,11.43,8.57,0.95,0,0
N00000946,207,98,57,38,11,2,1,0,0,1.86,47.34,27.54,18.36,5.31,0.97,0.48,0,0
N00000947,117,49,35,12,14,5,2,0,0,2.12,41.88,29.91,10.26,11.97,4.27,1.71,0,0
N00000948,108,42,32,22,9,2,0,1,0,2.08,38.89,29.63,20.37,8.33,1.85,0,0.93,0
N00000949,134,45,39,21,20,6,3,0,0,2.34,33.58,29.10,15.67,14.93,4.48,2.24,0,0
N00000950,138,49,41,21,19,3,4,0,1,2.30,35.51,29.71,15.22,13.77,2.17,2.90,0,0.72
N00000951,106,36,30,21,17,1,0,0,1,2.26,33.96,28.30,19.81,16.04,0.94,0,0,0.94
N00000952,176,65,47,33,24,5,2,0,0,2.22,36.93,26.70,18.75,13.64,2.84,1.14,0,0
N00000953,117,39,48,20,7,3,0,0,0,2.03,33.33,41.03,17.09,5.98,2.56,0,0,0
N00000954,121,46,33,15,20,5,1,1,0,2.27,38.02,27.27,12.40,16.53,4.13,0.83,0.83,0
N00000955,158,40,54,30,20,9,4,1,0,2.49,25.32,34.18,18.99,12.66,5.70,2.53,0.63,0
N00000956,215,68,76,37,21,7,4,2,0,2.27,31.63,35.35,17.21,9.77,3.26,1.86,0.93,0
N00000957,192,45,58,28,42,11,3,5,0,2.71,23.44,30.21,14.58,21.88,5.73,1.56,2.60,0
N00000958,132,44,45,20,16,6,1,0,0,2.23,33.33,34.09,15.15,12.12,4.55,0.76,0,0
N00000959,204,57,77,31,25,13,0,1,0,2.33,27.94,37.75,15.20,12.25,6.37,0,0.49,0
N00000960,192,49,63,26,33,19,1,1,0,2.57,25.52,32.81,13.54,17.19,9.90,0.52,0.52,0
N00000961,124,30,48,22,12,9,2,0,1,2.46,24.19,38.71,17.74,9.68,7.26,1.61,0,0.81
N00000962,159,62,51,21,15,9,1,0,0,2.13,38.99,32.08,13.21,9.43,5.66,0.63,0,0
N00000963,115,38,44,14,12,6,1,0,0,2.19,33.04,38.26,12.17,10.43,5.22,0.87,0,0
N00000964,129,38,46,24,14,4,2,1,0,2.30,29.46,35.66,18.60,10.85,3.10,1.55,0.78,0
N00000965,120,23,49,20,21,7,0,0,0,2.50,19.17,40.83,16.67,17.50,5.83,0,0,0
N00000966,148,41,57,29,17,3,1,0,0,2.24,27.70,38.51,19.59,11.49,2.03,0.68,0,0
N00000967,137,31,52,23,23,6,2,0,0,2.47,22.63,37.96,16.79,16.79,4.38,1.46,0,0
N00000968,103,31,26,19,22,3,2,0,0,2.48,30.10,25.24,18.45,21.36,2.91,1.94,0,0
N00000969,92,36,31,10,11,3,1,0,0,2.10,39.13,33.70,10.87,11.96,3.26,1.09,0,0
N00000970,243,104,81,31,20,4,2,1,0,1.97,42.80,33.33,12.76,8.23,1.65,0.82,0.41,0
N00000971,120,38,45,23,9,3,1,1,0,2.18,31.67,37.50,19.17,7.50,2.50,0.83,0.83,0
N00000972,129,36,34,37,15,2,4,0,1,2.46,27.91,26.36,28.68,11.63,1.55,3.10,0,0.78
N00000973,145,55,39,25,17,2,4,3,0,2.28,37.93,26.90,17.24,11.72,1.38,2.76,2.07,0
N00000974,120,44,35,22,12,4,2,0,1,2.29,36.67,29.17,18.33,10.00,3.33,1.67,0,0.83
N00000975,125,48,43,20,6,5,2,1,0,2.10,38.40,34.40,16.00,4.80,4.00,1.60,0.80,0
N00000976,74,40,14,10,7,3,0,0,0,1.91,54.05,18.92,13.51,9.46,4.05,0,0,0
N00000977,145,61,49,21,9,4,0,1,0,1.97,42.07,33.79,14.48,6.21,2.76,0,0.69,0
N00000978,134,67,45,15,5,1,0,0,1,1.78,50.00,33.58,11.19,3.73,0.75,0,0,0.75
N00000979,126,68,34,18,4,1,1,0,0,1.72,53.97,26.98,14.29,3.17,0.79,0.79,0,0
N00000980,128,64,43,14,5,1,1,0,0,1.74,50.00,33.59,10.94,3.91,0.78,0.78,0,0
N00000981,108,49,35,15,5,2,1,1,0,1.92,45.37,32.41,13.89,4.63,1.85,0.93,0.93,0
N00000982,126,56,40,12,11,6,1,0,0,2.00,44.44,31.75,9.52,8.73,4.76,0.79,0,0
N00000983,162,69,49,20,17,5,0,1,1,2.07,42.59,30.25,12.35,10.49,3.09,0,0.62,0.62
N00000984,160,61,54,26,13,6,0,0,0,2.06,38.13,33.75,16.25,8.13,3.75,0,0,0
N00000985,126,64,27,20,11,3,1,0,0,1.93,50.79,21.43,15.87,8.73,2.38,0.79,0,0
N00000986,112,45,41,19,5,2,0,0,0,1.91,40.18,36.61,16.96,4.46,1.79,0,0,0
N00000987,152,41,61,17,19,7,7,0,0,2.41,26.97,40.13,11.18,12.50,4.61,4.61,0,0
N00000988,74,35,17,14,6,1,1,0,0,1.97,47.30,22.97,18.92,8.11,1.35,1.35,0,0
N00000989,124,52,32,21,14,3,2,0,0,2.11,41.94,25.81,16.94,11.29,2.42,1.61,0,0
N00000990,141,63,41,22,12,3,0,0,0,1.94,44.68,29.08,15.60,8.51,2.13,0,0,0
N00000991,141,72,42,14,7,2,3,0,1,1.91,51.06,29.79,9.93,4.96,1.42,2.13,0,0.71
N00000992,265,139,79,28,16,2,0,1,0,1.74,52.45,29.81,10.57,6.04,0.75,0,0.38,0
N00000993,111,43,40,14,6,5,2,0,1,2.13,38.74,36.04,12.61,5.41,4.50,1.80,0,0.90
N00000994,470,208,150,56,34,16,6,0,0,1.97,44.26,31.91,11.91,7.23,3.40,1.28,0,0
N00000995,97,44,27,12,10,3,1,0,0,2.01,45.36,27.84,12.37,10.31,3.09,1.03,0,0
N00000996,123,24,43,10,38,8,0,0,0,2.70,19.51,34.96,8.13,30.89,6.50,0,0,0
N00000997,103,34,23,17,17,7,2,2,1,2.63,33.01,22.33,16.50,16.50,6.80,1.94,1.94,0.97
N00000998,127,36,42,18,25,6,0,0,0,2.39,28.35,33.07,14.17,19.69,4.72,0,0,0
N00000999,122,61,39,8,12,1,0,0,1,1.86,50.00,31.97,6.56,9.84,0.82,0,0,0.82
N00001000,129,34,52,16,17,8,1,1,0,2.38,26.36,40.31,12.40,13.18,6.20,0.78,0.78,0
N00001001,139,52,53,19,7,5,1,1,1,2.10,37.41,38.13,13.67,5.04,3.60,0.72,0.72,0.72
N00001002,431,199,154,43,19,13,2,1,0,1.85,46.17,35.73,9.98,4.41,3.02,0.46,0.23,0
N00001003,113,54,31,16,9,1,1,1,0,1.93,47.79,27.43,14.16,7.96,0.88,0.88,0.88,0
N00001004,143,45,56,25,15,1,1,0,0,2.12,31.47,39.16,17.48,10.49,0.70,0.70,0,0
N00001005,172,117,38,14,1,2,0,0,0,1.45,68.02,22.09,8.14,0.58,1.16,0,0,0
N00001006,148,33,42,25,17,12,9,6,4,3.11,22.30,28.38,16.89,11.49,8.11,6.08,4.05,2.70
N00001007,242,77,79,37,19,13,14,2,1,2.46,31.82,32.64,15.29,7.85,5.37,5.79,0.83,0.41
N00001008,85,27,11,14,14,17,1,1,0,2.88,31.76,12.94,16.47,16.47,20.00,1.18,1.18,0
N00001009,83,23,42,9,3,1,3,1,1,2.27,27.71,50.60,10.84,3.61,1.20,3.61,1.20,1.20
N00001010,124,42,26,15,19,17,2,2,1,2.69,33.87,20.97,12.10,15.32,13.71,1.61,1.61,0.81
N00001011,126,29,27,22,29,11,5,2,1,2.97,23.02,21.43,17.46,23.02,8.73,3.97,1.59,0.79
N00001012,128,36,29,22,29,3,1,8,0,2.76,28.13,22.66,17.19,22.66,2.34,0.78,6.25,0
N00001013,98,34,24,13,20,4,0,3,0,2.47,34.69,24.49,13.27,20.41,4.08,0,3.06,0
N00001014,107,47,22,17,12,6,2,1,0,2.23,43.93,20.56,15.89,11.21,5.61,1.87,0.93,0
N00001015,144,44,22,25,26,19,7,0,1,2.89,30.56,15.28,17.36,18.06,13.19,4.86,0,0.69
N00001016,100,32,26,13,16,7,5,1,0,2.59,32.00,26.00,13.00,16.00,7.00,5.00,1.00,0
N00001017,118,41,23,19,15,11,6,2,1,2.69,34.75,19.49,16.10,12.71,9.32,5.08,1.69,0.85
N00001018,115,30,37,20,19,7,1,1,0,2.50,26.09,32.17,17.39,16.52,6.09,0.87,0.87,0
N00001019,76,23,12,20,10,9,1,1,0,2.70,30.26,15.79,26.32,13.16,11.84,1.32,1.32,0
N00001020,94,55,21,8,4,3,2,1,0,1.82,58.51,22.34,8.51,4.26,3.19,2.13,1.06,0
N00001021,83,28,12,16,8,11,6,2,0,2.86,33.73,14.46,19.28,9.64,13.25,7.23,2.41,0
N00001022,272,150,51,33,19,15,3,1,0,1.94,55.15,18.75,12.13,6.99,5.51,1.10,0.37,0
N00001023,94,32,25,19,14,1,1,2,0,2.34,34.04,26.60,20.21,14.89,1.06,1.06,2.13,0
N00001024,149,46,50,22,22,8,1,0,0,2.32,30.87,33.56,14.77,14.77,5.37,0.67,0,0
N00001025,101,35,18,12,6,21,6,0,3,2.94,34.65,17.82,11.88,5.94,20.79,5.94,0,2.97
N00001026,103,45,22,13,11,9,2,1,0,2.29,43.69,21.36,12.62,10.68,8.74,1.94,0.97,0
N00001027,158,43,51,27,22,10,4,1,0,2.50,27.22,32.28,17.09,13.92,6.33,2.53,0.63,0
N00001028,118,45,37,17,9,5,5,0,0,2.21,38.14,31.36,14.41,7.63,4.24,4.24,0,0
N00001029,241,46,64,58,36,19,14,4,0,2.90,19.09,26.56,24.07,14.94,7.88,5.81,1.66,0
N00001030,177,54,52,31,21,8,7,2,2,2.54,30.51,29.38,17.51,11.86,4.52,3.95,1.13,1.13
N00001031,145,43,46,18,18,15,3,1,1,2.57,29.66,31.72,12.41,12.41,10.34,2.07,0.69,0.69
N00001032,106,54,38,7,5,1,0,0,1,1.75,50.94,35.85,6.60,4.72,0.94,0,0,0.94
N00001033,110,94,13,3,0,0,0,0,0,1.17,85.45,11.82,2.73,0,0,0,0,0
N00001034,143,42,37,37,20,5,2,0,0,2.41,29.37,25.87,25.87,13.99,3.50,1.40,0,0
N00001035,112,26,32,37,10,3,2,1,1,2.54,23.21,28.57,33.04,8.93,2.68,1.79,0.89,0.89
N00001036,193,101,34,27,20,9,2,0,0,2.01,52.33,17.62,13.99,10.36,4.66,1.04,0,0
N00001037,136,30,48,20,20,7,10,1,0,2.71,22.06,35.29,14.71,14.71,5.15,7.35,0.74,0
N00001038,271,72,71,52,38,26,10,2,0,2.68,26.57,26.20,19.19,14.02,9.59,3.69,0.74,0
N00001039,141,44,38,21,17,14,4,3,0,2.60,31.21,26.95,14.89,12.06,9.93,2.84,2.13,0
N00001040,117,34,40,23,14,5,0,1,0,2.32,29.06,34.19,19.66,11.97,4.27,0,0.85,0
N00001041,108,62,25,9,9,3,0,0,0,1.76,57.41,23.15,8.33,8.33,2.78,0,0,0
N00001042,295,98,102,41,35,15,4,0,0,2.25,33.22,34.58,13.90,11.86,5.08,1.36,0,0
N00001043,116,63,30,13,6,4,0,0,0,1.78,54.31,25.86,11.21,5.17,3.45,0,0,0
N00001044,152,66,46,21,15,2,2,0,0,1.99,43.42,30.26,13.82,9.87,1.32,1.32,0,0
N00001045,116,33,36,25,16,6,0,0,0,2.36,28.45,31.03,21.55,13.79,5.17,0,0,0
N00001046,113,29,34,11,22,13,4,0,0,2.72,25.66,30.09,9.73,19.47,11.50,3.54,0,0
N00001047,127,29,49,19,23,5,1,1,0,2.47,22.83,38.58,14.96,18.11,3.94,0.79,0.79,0
N00001048,128,42,30,21,20,9,3,2,1,2.59,32.81,23.44,16.41,15.63,7.03,2.34,1.56,0.78
N00001049,125,29,44,18,16,13,5,0,0,2.64,23.20,35.20,14.40,12.80,10.40,4.00,0,0
N00001050,125,26,47,19,15,11,6,1,0,2.68,20.80,37.60,15.20,12.00,8.80,4.80,0.80,0
N00001051,117,16,36,17,24,14,6,3,1,3.17,13.68,30.77,14.53,20.51,11.97,5.13,2.56,0.85
N00001052,100,50,28,14,8,0,0,0,0,1.80,50.00,28.00,14.00,8.00,0,0,0,0
N00001053,125,24,38,26,18,11,6,2,0,2.84,19.20,30.40,20.80,14.40,8.80,4.80,1.60,0
N00001054,120,23,39,20,20,10,6,2,0,2.84,19.17,32.50,16.67,16.67,8.33,5.00,1.67,0
N00001055,120,24,29,22,25,18,2,0,0,2.92,20.00,24.17,18.33,20.83,15.00,1.67,0,0
N00001056,127,23,41,22,29,7,3,1,1,2.80,18.11,32.28,17.32,22.83,5.51,2.36,0.79,0.79
N00001057,129,30,43,25,22,7,2,0,0,2.53,23.26,33.33,19.38,17.05,5.43,1.55,0,0
N00001058,134,31,41,29,20,9,4,0,0,2.60,23.13,30.60,21.64,14.93,6.72,2.99,0,0
N00001059,121,29,38,19,22,8,5,0,0,2.64,23.97,31.40,15.70,18.18,6.61,4.13,0,0
N00001060,106,35,28,14,22,7,0,0,0,2.42,33.02,26.42,13.21,20.75,6.60,0,0,0
N00001061,102,21,43,9,22,5,2,0,0,2.54,20.59,42.16,8.82,21.57,4.90,1.96,0,0
N00001062,113,24,44,17,23,3,2,0,0,2.50,21.24,38.94,15.04,20.35,2.65,1.77,0,0
N00001063,123,25,52,18,18,9,1,0,0,2.49,20.33,42.28,14.63,14.63,7.32,0.81,0,0
N00001064,272,102,73,33,38,23,3,0,0,2.32,37.50,26.84,12.13,13.97,8.46,1.10,0,0
N00001065,126,22,51,22,20,10,1,0,0,2.59,17.46,40.48,17.46,15.87,7.94,0.79,0,0
N00001066,121,36,43,18,22,1,1,0,0,2.27,29.75,35.54,14.88,18.18,0.83,0.83,0,0
N00001067,133,53,36,26,15,3,0,0,0,2.09,39.85,27.07,19.55,11.28,2.26,0,0,0
N00001068,154,69,55,12,10,8,0,0,0,1.92,44.81,35.71,7.79,6.49,5.19,0,0,0
N00001069,133,39,38,23,25,5,3,0,0,2.46,29.32,28.57,17.29,18.80,3.76,2.26,0,0
N00001070,212,60,61,40,40,10,1,0,0,2.44,28.30,28.77,18.87,18.87,4.72,0.47,0,0
N00001071,137,47,40,23,20,7,0,0,0,2.27,34.31,29.20,16.79,14.60,5.11,0,0,0
N00001072,143,55,37,24,18,7,2,0,0,2.24,38.46,25.87,16.78,12.59,4.90,1.40,0,0
N00001073,127,46,46,14,9,7,3,2,0,2.23,36.22,36.22,11.02,7.09,5.51,2.36,1.57,0
N00001074,109,33,48,10,10,7,1,0,0,2.20,30.28,44.04,9.17,9.17,6.42,0.92,0,0
N00001075,131,50,36,28,11,6,0,0,0,2.14,38.17,27.48,21.37,8.40,4.58,0,0,0
N00001076,139,65,45,7,14,8,0,0,0,1.96,46.76,32.37,5.04,10.07,5.76,0,0,0
N00001077,131,73,35,13,6,2,1,1,0,1.75,55.73,26.72,9.92,4.58,1.53,0.76,0.76,0
N00001078,138,69,39,16,10,3,0,1,0,1.86,50.00,28.26,11.59,7.25,2.17,0,0.72,0
N00001079,369,167,90,50,33,17,7,3,2,2.17,45.26,24.39,13.55,8.94,4.61,1.90,0.81,0.54
N00001080,149,58,46,24,12,7,1,1,0,2.13,38.93,30.87,16.11,8.05,4.70,0.67,0.67,0
N00001081,168,51,55,23,20,14,3,2,0,2.45,30.36,32.74,13.69,11.90,8.33,1.79,1.19,0
N00001082,180,65,46,33,15,17,2,0,2,2.39,36.11,25.56,18.33,8.33,9.44,1.11,0,1.11
N00001083,162,46,44,21,25,18,7,1,0,2.69,28.40,27.16,12.96,15.43,11.11,4.32,0.62,0
N00001084,177,73,46,28,10,13,4,2,1,2.27,41.24,25.99,15.82,5.65,7.34,2.26,1.13,0.56
N00001085,438,148,109,77,61,25,14,3,1,2.47,33.79,24.89,17.58,13.93,5.71,3.20,0.68,0.23
N00001086,131,26,44,32,20,8,1,0,0,2.56,19.85,33.59,24.43,15.27,6.11,0.76,0,0
N00001087,107,28,25,16,20,10,6,1,1,2.87,26.17,23.36,14.95,18.69,9.35,5.61,0.93,0.93
N00001088,107,22,27,25,15,14,4,0,0,2.85,20.56,25.23,23.36,14.02,13.08,3.74,0,0
N00001089,136,50,31,28,19,6,1,0,1,2.32,36.76,22.79,20.59,13.97,4.41,0.74,0,0.74
N00001090,106,42,34,13,13,3,1,0,0,2.09,39.62,32.08,12.26,12.26,2.83,0.94,0,0
N00001091,130,29,32,24,19,14,11,1,0,2.95,22.31,24.62,18.46,14.62,10.77,8.46,0.77,0
N00001092,146,37,38,23,30,13,4,1,0,2.73,25.34,26.03,15.75,20.55,8.90,2.74,0.68,0
N00001093,232,48,69,50,39,17,4,3,2,2.77,20.69,29.74,21.55,16.81,7.33,1.72,1.29,0.86
N00001094,117,47,34,22,12,2,0,0,0,2.04,40.17,29.06,18.80,10.26,1.71,0,0,0
N00001095,145,37,44,34,20,5,2,2,1,2.54,25.52,30.34,23.45,13.79,3.45,1.38,1.38,0.69
N00001096,128,17,39,20,33,11,3,3,2,3.10,13.28,30.47,15.63,25.78,8.59,2.34,2.34,1.56
N00001097,121,29,39,26,12,8,6,1,0,2.61,23.97,32.23,21.49,9.92,6.61,4.96,0.83,0
N00001098,135,58,31,15,19,7,4,0,1,2.28,42.96,22.96,11.11,14.07,5.19,2.96,0,0.74
N00001099,125,34,53,17,17,2,1,1,0,2.26,27.20,42.40,13.60,13.60,1.60,0.80,0.80,0
N00001100,114,32,31,19,22,7,3,0,0,2.56,28.07,27.19,16.67,19.30,6.14,2.63,0,0
N00001101,120,32,33,22,25,8,0,0,0,2.53,26.67,27.50,18.33,20.83,6.67,0,0,0
N00001102,265,109,65,49,33,6,2,0,1,2.15,41.13,24.53,18.49,12.45,2.26,0.75,0,0.38
N00001103,100,39,27,20,8,4,1,0,1,2.19,39.00,27.00,20.00,8.00,4.00,1.00,0,1.00
N00001104,130,45,35,24,16,8,2,0,0,2.33,34.62,26.92,18.46,12.31,6.15,1.54,0,0
N00001105,129,43,37,20,19,5,4,1,0,2.40,33.33,28.68,15.50,14.73,3.88,3.10,0.78,0
N00001106,129,46,46,19,8,5,4,1,0,2.19,35.66,35.66,14.73,6.20,3.88,3.10,0.78,0
N00001107,142,47,48,29,12,5,1,0,0,2.18,33.10,33.80,20.42,8.45,3.52,0.70,0,0
N00001108,104,45,25,19,10,5,0,0,0,2.09,43.27,24.04,18.27,9.62,4.81,0,0,0
N00001109,145,37,44,24,19,10,7,4,0,2.71,25.52,30.34,16.55,13.10,6.90,4.83,2.76,0
N00001110,146,46,44,24,23,7,2,0,0,2.36,31.51,30.14,16.44,15.75,4.79,1.37,0,0
N00001111,277,97,66,49,32,20,9,3,1,2.48,35.02,23.83,17.69,11.55,7.22,3.25,1.08,0.36
N00001112,130,43,37,17,19,11,1,2,0,2.45,33.08,28.46,13.08,14.62,8.46,0.77,1.54,0
N00001113,600,208,185,108,58,18,16,4,3,2.31,34.67,30.83,18.00,9.67,3.00,2.67,0.67,0.50
N00001114,134,48,34,21,19,8,4,0,0,2.38,35.82,25.37,15.67,14.18,5.97,2.99,0,0
N00001115,108,42,37,15,11,1,2,0,0,2.06,38.89,34.26,13.89,10.19,0.93,1.85,0,0
N00001116,228,87,61,46,25,4,5,0,0,2.18,38.16,26.75,20.18,10.96,1.75,2.19,0,0
N00001117,367,164,108,50,31,11,2,1,0,1.98,44.69,29.43,13.62,8.45,3.00,0.54,0.27,0
N00001118,121,50,37,17,15,1,0,1,0,2.04,41.32,30.58,14.05,12.40,0.83,0,0.83,0
N00001119,98,49,29,15,3,0,2,0,0,1.80,50.00,29.59,15.31,3.06,0,2.04,0,0
N00001120,122,65,39,8,6,3,0,1,0,1.75,53.28,31.97,6.56,4.92,2.46,0,0.82,0
N00001121,124,50,47,18,8,1,0,0,0,1.90,40.32,37.90,14.52,6.45,0.81,0,0,0
N00001122,124,90,25,7,0,0,0,1,1,1.42,72.58,20.16,5.65,0,0,0,0.81,0.81
N00001123,105,57,28,13,5,0,1,0,1,1.77,54.29,26.67,12.38,4.76,0,0.95,0,0.95
N00001124,245,74,84,39,34,11,3,0,0,2.32,30.20,34.29,15.92,13.88,4.49,1.22,0,0
N00001125,169,54,43,31,28,10,3,0,0,2.44,31.95,25.44,18.34,16.57,5.92,1.78,0,0
N00001126,115,48,33,10,22,2,0,0,0,2.10,41.74,28.70,8.70,19.13,1.74,0,0,0
N00001127,315,151,71,51,30,5,5,0,2,2.03,47.94,22.54,16.19,9.52,1.59,1.59,0,0.63
N00001128,129,69,28,20,5,5,1,0,1,1.95,53.49,21.71,15.50,3.88,3.88,0.78,0,0.78
N00001129,205,83,56,32,18,10,5,1,0,2.20,40.49,27.32,15.61,8.78,4.88,2.44,0.49,0
N00001130,88,48,16,9,8,4,2,0,1,2.03,54.55,18.18,10.23,9.09,4.55,2.27,0,1.14
N00001131,510,216,182,79,23,8,1,0,1,1.89,42.35,35.69,15.49,4.51,1.57,0.20,0,0.20
N00001132,125,60,29,20,9,5,2,0,0,2.01,48.00,23.20,16.00,7.20,4.00,1.60,0,0
N00001133,316,133,90,56,24,12,1,0,0,2.03,42.09,28.48,17.72,7.59,3.80,0.32,0,0
N00001134,109,43,37,22,6,1,0,0,0,1.94,39.45,33.94,20.18,5.50,0.92,0,0,0
N00001135,94,39,29,16,7,3,0,0,0,2.00,41.49,30.85,17.02,7.45,3.19,0,0,0
N00001136,151,77,48,17,8,1,0,0,0,1.73,50.99,31.79,11.26,5.30,0.66,0,0,0
N00001137,135,55,43,14,13,6,1,3,0,2.16,40.74,31.85,10.37,9.63,4.44,0.74,2.22,0
N00001138,114,61,35,12,3,2,1,0,0,1.71,53.51,30.70,10.53,2.63,1.75,0.88,0,0
N00001139,210,55,59,42,30,18,5,1,0,2.60,26.19,28.10,20.00,14.29,8.57,2.38,0.48,0
N00001140,137,53,37,24,11,9,2,0,1,2.26,38.69,27.01,17.52,8.03,6.57,1.46,0,0.73
N00001141,92,36,32,12,9,1,2,0,0,2.05,39.13,34.78,13.04,9.78,1.09,2.17,0,0
N00001142,109,62,22,17,7,1,0,0,0,1.74,56.88,20.18,15.60,6.42,0.92,0,0,0
N00001143,60,20,15,13,9,3,0,0,0,2.33,33.33,25.00,21.67,15.00,5.00,0,0,0
N00001144,109,50,27,13,10,6,2,0,1,2.14,45.87,24.77,11.93,9.17,5.50,1.83,0,0.92
N00001145,137,53,41,18,20,3,2,0,0,2.16,38.69,29.93,13.14,14.60,2.19,1.46,0,0
N00001146,133,54,35,20,14,9,1,0,0,2.19,40.60,26.32,15.04,10.53,6.77,0.75,0,0
N00001147,127,59,34,17,9,5,2,1,0,2.03,46.46,26.77,13.39,7.09,3.94,1.57,0.79,0
N00001148,112,46,23,21,12,4,5,1,0,2.32,41.07,20.54,18.75,10.71,3.57,4.46,0.89,0
N00001149,130,23,36,32,22,11,2,2,2,2.90,17.69,27.69,24.62,16.92,8.46,1.54,1.54,1.54
N00001150,123,27,36,26,20,8,5,1,0,2.72,21.95,29.27,21.14,16.26,6.50,4.07,0.81,0
N00001151,154,36,52,31,22,11,1,0,1,2.53,23.38,33.77,20.13,14.29,7.14,0.65,0,0.65
N00001152,148,38,52,20,19,12,6,1,0,2.57,25.68,35.14,13.51,12.84,8.11,4.05,0.68,0
N00001153,136,48,38,25,13,7,5,0,0,2.32,35.29,27.94,18.38,9.56,5.15,3.68,0,0
N00001154,114,38,29,25,8,10,3,1,0,2.44,33.33,25.44,21.93,7.02,8.77,2.63,0.88,0
N00001155,324,148,105,45,21,4,1,0,0,1.86,45.68,32.41,13.89,6.48,1.23,0.31,0,0
N00001156,624,284,158,88,54,30,8,1,1,2.08,45.51,25.32,14.10,8.65,4.81,1.28,0.16,0.16
N00001157,113,32,37,18,14,8,4,0,0,2.48,28.32,32.74,15.93,12.39,7.08,3.54,0,0
N00001158,112,42,32,12,14,5,6,1,0,2.38,37.50,28.57,10.71,12.50,4.46,5.36,0.89,0
N00001159,136,41,27,23,28,13,4,0,0,2.68,30.15,19.85,16.91,20.59,9.56,2.94,0,0
N00001160,171,77,47,23,12,10,0,1,1,2.09,45.03,27.49,13.45,7.02,5.85,0,0.58,0.58
N00001161,117,46,34,22,8,4,3,0,0,2.14,39.32,29.06,18.80,6.84,3.42,2.56,0,0
N00001162,84,37,23,14,7,2,1,0,0,2.01,44.05,27.38,16.67,8.33,2.38,1.19,0,0
N00001163,185,120,41,10,6,4,4,0,0,1.62,64.86,22.16,5.41,3.24,2.16,2.16,0,0
N00001164,120,34,18,29,20,14,2,2,1,2.85,28.33,15.00,24.17,16.67,11.67,1.67,1.67,0.83
N00001165,129,37,41,19,21,6,3,2,0,2.50,28.68,31.78,14.73,16.28,4.65,2.33,1.55,0
N00001166,255,94,62,48,32,16,3,0,0,2.31,36.86,24.31,18.82,12.55,6.27,1.18,0,0
N00001167,125,32,34,23,14,17,3,2,0,2.74,25.60,27.20,18.40,11.20,13.60,2.40,1.60,0
N00001168,126,32,28,25,23,12,4,2,0,2.80,25.40,22.22,19.84,18.25,9.52,3.17,1.59,0
N00001169,119,33,29,23,19,8,6,0,1,2.69,27.73,24.37,19.33,15.97,6.72,5.04,0,0.84
N00001170,128,31,37,23,29,5,3,0,0,2.60,24.22,28.91,17.97,22.66,3.91,2.34,0,0
N00001171,179,62,60,27,11,14,4,1,0,2.28,34.64,33.52,15.08,6.15,7.82,2.23,0.56,0
N00001172,109,33,24,23,11,13,3,0,2,2.71,30.28,22.02,21.10,10.09,11.93,2.75,0,1.83
N00001173,109,19,51,21,12,6,0,0,0,2.40,17.43,46.79,19.27,11.01,5.50,0,0,0
N00001174,117,14,44,19,24,9,6,1,0,2.93,11.97,37.61,16.24,20.51,7.69,5.13,0.85,0
N00001175,113,19,40,20,26,5,3,0,0,2.71,16.81,35.40,17.70,23.01,4.42,2.65,0,0
N00001176,111,26,59,14,7,3,2,0,0,2.17,23.42,53.15,12.61,6.31,2.70,1.80,0,0
N00001177,116,37,38,15,23,2,1,0,0,2.29,31.90,32.76,12.93,19.83,1.72,0.86,0,0
N00001178,146,36,40,20,29,14,5,2,0,2.78,24.66,27.40,13.70,19.86,9.59,3.42,1.37,0
N00001179,112,18,27,24,24,13,5,1,0,3.05,16.07,24.11,21.43,21.43,11.61,4.46,0.89,0
N00001180,97,62,17,13,4,0,1,0,0,1.62,63.92,17.53,13.40,4.12,0,1.03,0,0
