GeographyCode,KS102NI0001,KS102NI0002,KS102NI0003,KS102NI0004,KS102NI0005,KS102NI0006,KS102NI0007,KS102NI0008,KS102NI0009,KS102NI0010,KS102NI0011,KS102NI0012,KS102NI0013,KS102NI0014,KS102NI0015,KS102NI0016,KS102NI0017,KS102NI0018,KS102NI0019,KS102NI0020,KS102NI0021,KS102NI0022,KS102NI0023,KS102NI0024,KS102NI0025,KS102NI0026,KS102NI0027,KS102NI0028,KS102NI0029,KS102NI0030,KS102NI0031,KS102NI0032,KS102NI0033,KS102NI0034,KS102NI0035
N00003221,285,11,3,6,12,3,9,8,16,12,47,70,20,41,19,7,1,45.52,48,3.86,1.05,2.11,4.21,1.05,3.16,2.81,5.61,4.21,16.49,24.56,7.02,14.39,6.67,2.46,0.35
N00003222,329,12,7,3,17,5,10,11,22,19,60,69,28,37,26,2,1,43.34,44,3.65,2.13,0.91,5.17,1.52,3.04,3.34,6.69,5.78,18.24,20.97,8.51,11.25,7.90,0.61,0.30
N00003223,290,12,4,6,19,6,9,6,23,9,64,69,12,33,16,2,0,41.02,42,4.14,1.38,2.07,6.55,2.07,3.10,2.07,7.93,3.10,22.07,23.79,4.14,11.38,5.52,0.69,0
N00003224,257,11,7,0,10,4,3,10,17,14,43,64,31,34,8,0,1,43.55,48,4.28,2.72,0,3.89,1.56,1.17,3.89,6.61,5.45,16.73,24.90,12.06,13.23,3.11,0,0.39
N00003225,291,10,7,8,11,1,6,4,11,10,46,67,37,50,16,5,2,47.72,53,3.44,2.41,2.75,3.78,0.34,2.06,1.37,3.78,3.44,15.81,23.02,12.71,17.18,5.50,1.72,0.69
N00003226,269,12,5,8,15,3,10,5,9,8,35,57,23,51,21,7,0,46.84,54,4.46,1.86,2.97,5.58,1.12,3.72,1.86,3.35,2.97,13.01,21.19,8.55,18.96,7.81,2.60,0
N00003227,228,10,4,4,16,0,4,4,14,14,36,57,11,20,24,9,1,44.95,47,4.39,1.75,1.75,7.02,0,1.75,1.75,6.14,6.14,15.79,25.00,4.82,8.77,10.53,3.95,0.44
N00003228,318,13,12,9,6,2,6,8,24,30,58,66,12,31,26,11,4,42.93,42,4.09,3.77,2.83,1.89,0.63,1.89,2.52,7.55,9.43,18.24,20.75,3.77,9.75,8.18,3.46,1.26
N00003229,217,5,5,3,10,1,3,4,13,11,41,44,13,40,19,5,0,47.04,47,2.30,2.30,1.38,4.61,0.46,1.38,1.84,5.99,5.07,18.89,20.28,5.99,18.43,8.76,2.30,0
N00003230,218,10,6,3,6,1,4,8,13,6,40,56,14,28,13,7,3,45.68,47,4.59,2.75,1.38,2.75,0.46,1.83,3.67,5.96,2.75,18.35,25.69,6.42,12.84,5.96,3.21,1.38
N00003231,179,7,1,1,8,1,9,4,3,7,33,35,9,11,30,10,10,51.17,50,3.91,0.56,0.56,4.47,0.56,5.03,2.23,1.68,3.91,18.44,19.55,5.03,6.15,16.76,5.59,5.59
N00003232,480,23,23,16,35,7,15,13,30,27,119,84,23,44,15,5,1,36.74,37,4.79,4.79,3.33,7.29,1.46,3.13,2.71,6.25,5.63,24.79,17.50,4.79,9.17,3.13,1.04,0.21
N00003233,375,32,10,5,16,5,7,12,32,25,78,77,27,30,10,7,2,38.32,40,8.53,2.67,1.33,4.27,1.33,1.87,3.20,8.53,6.67,20.80,20.53,7.20,8.00,2.67,1.87,0.53
N00003234,546,46,21,10,30,12,19,23,42,47,111,103,24,41,13,4,0,34.34,33,8.42,3.85,1.83,5.49,2.20,3.48,4.21,7.69,8.61,20.33,18.86,4.40,7.51,2.38,0.73,0
N00003235,568,46,36,22,54,10,21,17,34,25,129,92,24,32,19,6,1,33.20,32,8.10,6.34,3.87,9.51,1.76,3.70,2.99,5.99,4.40,22.71,16.20,4.23,5.63,3.35,1.06,0.18
N00003236,456,48,20,17,36,14,12,21,32,27,128,52,17,23,7,2,0,30.15,30,10.53,4.39,3.73,7.89,3.07,2.63,4.61,7.02,5.92,28.07,11.40,3.73,5.04,1.54,0.44,0
N00003237,995,108,39,31,77,14,24,25,69,61,252,140,55,54,38,7,1,33.28,33,10.85,3.92,3.12,7.74,1.41,2.41,2.51,6.93,6.13,25.33,14.07,5.53,5.43,3.82,0.70,0.10
N00003238,569,42,19,13,49,14,25,19,44,37,125,105,25,38,14,0,0,33.77,32,7.38,3.34,2.28,8.61,2.46,4.39,3.34,7.73,6.50,21.97,18.45,4.39,6.68,2.46,0,0
N00003239,438,31,21,17,29,4,14,5,33,28,91,89,25,21,21,6,3,36.70,36,7.08,4.79,3.88,6.62,0.91,3.20,1.14,7.53,6.39,20.78,20.32,5.71,4.79,4.79,1.37,0.68
N00003240,792,18,19,14,36,6,16,14,61,69,237,183,51,41,18,7,2,38.99,39,2.27,2.40,1.77,4.55,0.76,2.02,1.77,7.70,8.71,29.92,23.11,6.44,5.18,2.27,0.88,0.25
N00003241,377,11,8,8,27,5,11,7,24,22,56,96,33,31,28,8,2,43.25,46,2.92,2.12,2.12,7.16,1.33,2.92,1.86,6.37,5.84,14.85,25.46,8.75,8.22,7.43,2.12,0.53
N00003242,319,7,7,6,28,2,7,9,16,17,39,90,22,54,10,3,2,43.80,47,2.19,2.19,1.88,8.78,0.63,2.19,2.82,5.02,5.33,12.23,28.21,6.90,16.93,3.13,0.94,0.63
N00003243,444,16,17,8,34,4,17,13,32,21,66,119,36,32,21,4,4,40.64,43,3.60,3.83,1.80,7.66,0.90,3.83,2.93,7.21,4.73,14.86,26.80,8.11,7.21,4.73,0.90,0.90
N00003244,331,18,7,7,10,7,12,12,27,14,43,87,27,28,26,3,3,42.66,46,5.44,2.11,2.11,3.02,2.11,3.63,3.63,8.16,4.23,12.99,26.28,8.16,8.46,7.85,0.91,0.91
N00003245,476,35,24,11,33,8,12,11,26,12,90,114,36,33,22,6,3,38.74,42,7.35,5.04,2.31,6.93,1.68,2.52,2.31,5.46,2.52,18.91,23.95,7.56,6.93,4.62,1.26,0.63
N00003246,810,48,35,25,74,13,26,10,32,51,203,188,31,47,17,9,1,35.90,38,5.93,4.32,3.09,9.14,1.60,3.21,1.23,3.95,6.30,25.06,23.21,3.83,5.80,2.10,1.11,0.12
N00003247,820,105,38,25,44,13,22,17,48,53,231,143,22,31,21,5,2,31.92,33,12.80,4.63,3.05,5.37,1.59,2.68,2.07,5.85,6.46,28.17,17.44,2.68,3.78,2.56,0.61,0.24
N00003248,347,26,7,11,31,2,7,10,14,23,77,77,19,25,10,7,1,37.99,40,7.49,2.02,3.17,8.93,0.58,2.02,2.88,4.03,6.63,22.19,22.19,5.48,7.20,2.88,2.02,0.29
N00003249,412,47,19,7,36,8,9,19,15,32,107,82,9,15,5,2,0,30.99,32,11.41,4.61,1.70,8.74,1.94,2.18,4.61,3.64,7.77,25.97,19.90,2.18,3.64,1.21,0.49,0
N00003250,309,4,6,3,22,0,9,8,14,10,49,70,30,69,13,2,0,46.91,50,1.29,1.94,0.97,7.12,0,2.91,2.59,4.53,3.24,15.86,22.65,9.71,22.33,4.21,0.65,0
N00003251,308,22,9,12,27,6,11,8,17,3,64,59,16,30,21,2,1,38.50,41,7.14,2.92,3.90,8.77,1.95,3.57,2.60,5.52,0.97,20.78,19.16,5.19,9.74,6.82,0.65,0.32
N00003252,346,64,19,12,30,3,13,9,25,30,70,32,16,19,2,2,0,26.98,24,18.50,5.49,3.47,8.67,0.87,3.76,2.60,7.23,8.67,20.23,9.25,4.62,5.49,0.58,0.58,0
N00003253,299,26,9,4,16,6,3,5,15,18,66,48,22,36,18,4,3,40.78,39,8.70,3.01,1.34,5.35,2.01,1.00,1.67,5.02,6.02,22.07,16.05,7.36,12.04,6.02,1.34,1.00
N00003254,247,15,6,8,11,1,3,2,8,15,24,60,22,32,23,10,7,48.38,54,6.07,2.43,3.24,4.45,0.40,1.21,0.81,3.24,6.07,9.72,24.29,8.91,12.96,9.31,4.05,2.83
N00003255,354,39,17,9,31,4,15,13,18,21,62,57,10,21,21,9,7,35.19,33,11.02,4.80,2.54,8.76,1.13,4.24,3.67,5.08,5.93,17.51,16.10,2.82,5.93,5.93,2.54,1.98
N00003256,370,18,14,10,21,4,13,9,17,14,68,81,30,46,23,1,1,41.71,44,4.86,3.78,2.70,5.68,1.08,3.51,2.43,4.59,3.78,18.38,21.89,8.11,12.43,6.22,0.27,0.27
N00003257,344,16,11,4,36,5,14,13,24,10,54,101,23,23,9,1,0,37.94,42,4.65,3.20,1.16,10.47,1.45,4.07,3.78,6.98,2.91,15.70,29.36,6.69,6.69,2.62,0.29,0
N00003258,547,43,16,18,49,13,24,18,31,29,110,154,14,16,9,2,1,33.10,34,7.86,2.93,3.29,8.96,2.38,4.39,3.29,5.67,5.30,20.11,28.15,2.56,2.93,1.65,0.37,0.18
N00003259,323,7,9,5,20,4,15,9,20,11,44,86,23,44,22,2,2,44.51,47,2.17,2.79,1.55,6.19,1.24,4.64,2.79,6.19,3.41,13.62,26.63,7.12,13.62,6.81,0.62,0.62
N00003260,384,14,7,7,23,8,8,11,17,15,70,78,30,42,22,19,13,46.26,46,3.65,1.82,1.82,5.99,2.08,2.08,2.86,4.43,3.91,18.23,20.31,7.81,10.94,5.73,4.95,3.39
N00003261,456,20,17,15,55,14,23,24,34,13,84,121,18,13,4,1,0,32.87,36,4.39,3.73,3.29,12.06,3.07,5.04,5.26,7.46,2.85,18.42,26.54,3.95,2.85,0.88,0.22,0
N00003262,364,18,12,6,18,8,11,8,12,20,48,84,34,53,27,3,2,44.35,48,4.95,3.30,1.65,4.95,2.20,3.02,2.20,3.30,5.49,13.19,23.08,9.34,14.56,7.42,0.82,0.55
N00003263,417,33,21,11,27,4,12,8,22,16,75,94,26,44,19,4,1,38.65,40,7.91,5.04,2.64,6.47,0.96,2.88,1.92,5.28,3.84,17.99,22.54,6.24,10.55,4.56,0.96,0.24
N00003264,418,22,14,3,41,5,23,15,19,15,49,117,22,42,25,6,0,40.36,45,5.26,3.35,0.72,9.81,1.20,5.50,3.59,4.55,3.59,11.72,27.99,5.26,10.05,5.98,1.44,0
N00003265,381,14,11,5,34,7,13,9,15,14,55,100,28,51,22,2,1,42.78,46,3.67,2.89,1.31,8.92,1.84,3.41,2.36,3.94,3.67,14.44,26.25,7.35,13.39,5.77,0.52,0.26
N00003266,356,20,7,4,15,8,18,12,15,20,53,71,29,56,26,2,0,43.22,46,5.62,1.97,1.12,4.21,2.25,5.06,3.37,4.21,5.62,14.89,19.94,8.15,15.73,7.30,0.56,0
N00003267,408,27,18,10,31,5,14,7,15,17,69,99,28,46,16,3,3,39.86,43,6.62,4.41,2.45,7.60,1.23,3.43,1.72,3.68,4.17,16.91,24.26,6.86,11.27,3.92,0.74,0.74
N00003268,344,16,14,3,23,4,8,6,29,18,59,79,22,38,18,5,2,41.11,43,4.65,4.07,0.87,6.69,1.16,2.33,1.74,8.43,5.23,17.15,22.97,6.40,11.05,5.23,1.45,0.58
N00003269,354,24,9,7,17,3,8,11,14,17,58,84,30,45,20,6,1,43.28,48,6.78,2.54,1.98,4.80,0.85,2.26,3.11,3.95,4.80,16.38,23.73,8.47,12.71,5.65,1.69,0.28
N00003270,330,12,6,5,22,5,7,12,18,6,49,90,34,40,18,4,2,44.48,48,3.64,1.82,1.52,6.67,1.52,2.12,3.64,5.45,1.82,14.85,27.27,10.30,12.12,5.45,1.21,0.61
N00003271,603,68,30,16,56,12,22,20,43,43,137,80,25,37,14,0,0,30.56,28,11.28,4.98,2.65,9.29,1.99,3.65,3.32,7.13,7.13,22.72,13.27,4.15,6.14,2.32,0,0
N00003272,613,37,29,21,57,10,23,19,33,38,149,103,19,34,31,8,2,35.24,35,6.04,4.73,3.43,9.30,1.63,3.75,3.10,5.38,6.20,24.31,16.80,3.10,5.55,5.06,1.31,0.33
N00003273,832,71,52,28,91,18,28,16,27,41,259,165,20,10,6,0,0,29.91,33,8.53,6.25,3.37,10.94,2.16,3.37,1.92,3.25,4.93,31.13,19.83,2.40,1.20,0.72,0,0
N00003274,277,13,12,3,15,2,8,12,12,13,62,62,21,23,15,2,2,40.50,41,4.69,4.33,1.08,5.42,0.72,2.89,4.33,4.33,4.69,22.38,22.38,7.58,8.30,5.42,0.72,0.72
N00003275,202,19,6,0,7,1,4,9,12,22,38,46,9,17,10,2,0,38.11,37,9.41,2.97,0,3.47,0.50,1.98,4.46,5.94,10.89,18.81,22.77,4.46,8.42,4.95,0.99,0
N00003276,557,52,13,12,28,10,10,13,39,112,152,69,18,18,9,1,1,30.88,29,9.34,2.33,2.15,5.03,1.80,1.80,2.33,7.00,20.11,27.29,12.39,3.23,3.23,1.62,0.18,0.18
N00003277,457,31,11,5,36,5,17,10,24,49,131,82,16,25,14,1,0,34.86,33,6.78,2.41,1.09,7.88,1.09,3.72,2.19,5.25,10.72,28.67,17.94,3.50,5.47,3.06,0.22,0
N00003278,430,21,20,16,17,5,17,15,35,20,102,76,41,30,13,1,1,36.77,36,4.88,4.65,3.72,3.95,1.16,3.95,3.49,8.14,4.65,23.72,17.67,9.53,6.98,3.02,0.23,0.23
N00003279,239,13,16,9,22,5,7,10,14,19,69,39,6,8,1,1,0,30.56,30,5.44,6.69,3.77,9.21,2.09,2.93,4.18,5.86,7.95,28.87,16.32,2.51,3.35,0.42,0.42,0
N00003280,895,98,42,14,53,13,18,17,74,73,233,154,34,49,13,7,3,32.92,32,10.95,4.69,1.56,5.92,1.45,2.01,1.90,8.27,8.16,26.03,17.21,3.80,5.47,1.45,0.78,0.34
N00003281,355,16,11,7,30,4,13,7,21,14,47,93,23,42,22,3,2,41.87,46,4.51,3.10,1.97,8.45,1.13,3.66,1.97,5.92,3.94,13.24,26.20,6.48,11.83,6.20,0.85,0.56
N00003282,2112,205,84,58,132,30,51,47,117,241,664,308,65,82,21,5,2,31.36,31,9.71,3.98,2.75,6.25,1.42,2.41,2.23,5.54,11.41,31.44,14.58,3.08,3.88,0.99,0.24,0.09
N00003283,253,9,7,2,6,4,6,5,12,18,54,54,13,36,22,0,5,45.65,45,3.56,2.77,0.79,2.37,1.58,2.37,1.98,4.74,7.11,21.34,21.34,5.14,14.23,8.70,0,1.98
N00003284,284,25,7,7,11,4,6,7,29,41,55,45,10,15,16,6,0,35.59,30,8.80,2.46,2.46,3.87,1.41,2.11,2.46,10.21,14.44,19.37,15.85,3.52,5.28,5.63,2.11,0
N00003285,241,19,2,4,11,3,2,2,19,25,37,63,29,11,8,6,0,40.21,42,7.88,0.83,1.66,4.56,1.24,0.83,0.83,7.88,10.37,15.35,26.14,12.03,4.56,3.32,2.49,0
N00003286,250,14,4,4,9,2,10,8,19,19,52,54,14,21,16,3,1,40.57,42,5.60,1.60,1.60,3.60,0.80,4.00,3.20,7.60,7.60,20.80,21.60,5.60,8.40,6.40,1.20,0.40
N00003287,257,14,5,0,9,4,3,1,16,12,40,48,18,44,30,12,1,49.18,53,5.45,1.95,0,3.50,1.56,1.17,0.39,6.23,4.67,15.56,18.68,7.00,17.12,11.67,4.67,0.39
N00003288,287,23,9,4,11,2,9,9,24,15,59,60,15,26,19,2,0,39.19,40,8.01,3.14,1.39,3.83,0.70,3.14,3.14,8.36,5.23,20.56,20.91,5.23,9.06,6.62,0.70,0
N00003289,311,8,3,4,12,3,16,2,15,23,47,68,21,45,33,6,5,47.81,50,2.57,0.96,1.29,3.86,0.96,5.14,0.64,4.82,7.40,15.11,21.86,6.75,14.47,10.61,1.93,1.61
N00003290,499,32,15,16,36,6,13,18,25,23,94,106,43,42,24,3,3,39.28,42,6.41,3.01,3.21,7.21,1.20,2.61,3.61,5.01,4.61,18.84,21.24,8.62,8.42,4.81,0.60,0.60
N00003291,694,60,12,12,36,7,17,14,31,45,164,140,36,69,44,6,1,39.30,38,8.65,1.73,1.73,5.19,1.01,2.45,2.02,4.47,6.48,23.63,20.17,5.19,9.94,6.34,0.86,0.14
N00003292,299,20,9,3,13,3,5,4,16,15,64,66,27,34,17,2,1,42.79,44,6.69,3.01,1.00,4.35,1.00,1.67,1.34,5.35,5.02,21.40,22.07,9.03,11.37,5.69,0.67,0.33
N00003293,350,17,9,10,36,4,13,14,25,25,47,90,19,25,12,3,1,37.24,40,4.86,2.57,2.86,10.29,1.14,3.71,4.00,7.14,7.14,13.43,25.71,5.43,7.14,3.43,0.86,0.29
N00003294,344,29,14,13,28,13,18,17,37,22,54,72,7,11,5,3,1,30.52,25,8.43,4.07,3.78,8.14,3.78,5.23,4.94,10.76,6.40,15.70,20.93,2.03,3.20,1.45,0.87,0.29
N00003295,871,78,44,27,112,25,55,45,88,71,142,142,11,23,7,1,0,26.69,22,8.96,5.05,3.10,12.86,2.87,6.31,5.17,10.10,8.15,16.30,16.30,1.26,2.64,0.80,0.11,0
N00003296,373,58,22,8,33,7,20,10,46,41,54,61,5,6,2,0,0,25.21,22,15.55,5.90,2.14,8.85,1.88,5.36,2.68,12.33,10.99,14.48,16.35,1.34,1.61,0.54,0,0
N00003297,402,45,17,13,51,5,29,21,42,24,74,57,11,12,1,0,0,26.45,22,11.19,4.23,3.23,12.69,1.24,7.21,5.22,10.45,5.97,18.41,14.18,2.74,2.99,0.25,0,0
N00003298,616,64,40,26,76,20,43,30,42,35,116,96,12,12,4,0,0,25.83,21,10.39,6.49,4.22,12.34,3.25,6.98,4.87,6.82,5.68,18.83,15.58,1.95,1.95,0.65,0,0
N00003299,720,71,65,32,101,17,43,32,66,53,119,96,10,10,4,1,0,24.14,19,9.86,9.03,4.44,14.03,2.36,5.97,4.44,9.17,7.36,16.53,13.33,1.39,1.39,0.56,0.14,0
N00003300,254,25,16,6,23,6,8,6,20,22,49,56,11,5,1,0,0,29.60,28,9.84,6.30,2.36,9.06,2.36,3.15,2.36,7.87,8.66,19.29,22.05,4.33,1.97,0.39,0,0
N00003301,308,13,9,4,14,7,15,11,26,18,47,88,20,26,7,3,0,39.41,42,4.22,2.92,1.30,4.55,2.27,4.87,3.57,8.44,5.84,15.26,28.57,6.49,8.44,2.27,0.97,0
N00003302,498,47,18,14,62,14,23,22,60,43,84,93,8,7,3,0,0,27.63,24,9.44,3.61,2.81,12.45,2.81,4.62,4.42,12.05,8.63,16.87,18.67,1.61,1.41,0.60,0,0
N00003303,396,39,22,13,44,8,25,16,47,32,75,55,12,6,0,2,0,26.24,23,9.85,5.56,3.28,11.11,2.02,6.31,4.04,11.87,8.08,18.94,13.89,3.03,1.52,0,0.51,0
N00003304,293,22,19,9,19,7,7,8,29,28,39,69,11,13,11,2,0,33.37,29,7.51,6.48,3.07,6.48,2.39,2.39,2.73,9.90,9.56,13.31,23.55,3.75,4.44,3.75,0.68,0
N00003305,474,54,21,21,58,14,21,25,50,40,71,74,12,8,4,1,0,26.20,21,11.39,4.43,4.43,12.24,2.95,4.43,5.27,10.55,8.44,14.98,15.61,2.53,1.69,0.84,0.21,0
N00003306,700,71,36,45,97,17,37,32,42,39,159,101,8,12,4,0,0,25.92,21,10.14,5.14,6.43,13.86,2.43,5.29,4.57,6.00,5.57,22.71,14.43,1.14,1.71,0.57,0,0
N00003307,562,50,26,22,35,12,16,15,26,32,154,109,19,30,12,2,2,33.51,35,8.90,4.63,3.91,6.23,2.14,2.85,2.67,4.63,5.69,27.40,19.40,3.38,5.34,2.14,0.36,0.36
N00003308,3075,455,229,115,291,52,101,82,192,321,848,300,43,31,14,1,0,24.39,25,14.80,7.45,3.74,9.46,1.69,3.28,2.67,6.24,10.44,27.58,9.76,1.40,1.01,0.46,0.03,0
N00003309,303,26,11,7,29,4,14,3,26,20,65,59,11,19,9,0,0,33.51,33,8.58,3.63,2.31,9.57,1.32,4.62,0.99,8.58,6.60,21.45,19.47,3.63,6.27,2.97,0,0
N00003310,321,34,11,13,18,5,7,7,22,25,63,59,15,26,13,1,2,35.13,34,10.59,3.43,4.05,5.61,1.56,2.18,2.18,6.85,7.79,19.63,18.38,4.67,8.10,4.05,0.31,0.62
N00003311,1274,122,70,68,161,12,53,50,70,86,376,166,18,12,9,1,0,26.91,26,9.58,5.49,5.34,12.64,0.94,4.16,3.92,5.49,6.75,29.51,13.03,1.41,0.94,0.71,0.08,0
N00003312,423,22,22,10,42,12,22,22,37,26,92,87,9,15,5,0,0,30.90,29,5.20,5.20,2.36,9.93,2.84,5.20,5.20,8.75,6.15,21.75,20.57,2.13,3.55,1.18,0,0
N00003313,1435,89,28,19,44,13,12,18,93,127,348,216,65,148,116,53,46,44.18,41,6.20,1.95,1.32,3.07,0.91,0.84,1.25,6.48,8.85,24.25,15.05,4.53,10.31,8.08,3.69,3.21
N00003314,777,93,28,23,43,8,18,23,42,53,211,111,34,50,29,6,5,33.97,33,11.97,3.60,2.96,5.53,1.03,2.32,2.96,5.41,6.82,27.16,14.29,4.38,6.44,3.73,0.77,0.64
N00003315,201,17,6,4,7,0,2,7,3,9,42,37,15,28,17,6,1,44.77,46,8.46,2.99,1.99,3.48,0,1.00,3.48,1.49,4.48,20.90,18.41,7.46,13.93,8.46,2.99,0.50
N00003316,393,33,15,14,27,9,9,11,18,15,113,56,12,26,26,6,3,36.76,36,8.40,3.82,3.56,6.87,2.29,2.29,2.80,4.58,3.82,28.75,14.25,3.05,6.62,6.62,1.53,0.76
N00003317,333,12,17,8,22,2,8,11,17,6,53,95,17,38,23,3,1,42.50,46,3.60,5.11,2.40,6.61,0.60,2.40,3.30,5.11,1.80,15.92,28.53,5.11,11.41,6.91,0.90,0.30
N00003318,965,57,57,32,71,25,35,22,45,40,186,245,54,72,18,5,1,36.42,40,5.91,5.91,3.32,7.36,2.59,3.63,2.28,4.66,4.15,19.27,25.39,5.60,7.46,1.87,0.52,0.10
N00003319,372,12,5,9,25,5,14,9,18,19,50,96,20,37,25,15,13,45.67,48,3.23,1.34,2.42,6.72,1.34,3.76,2.42,4.84,5.11,13.44,25.81,5.38,9.95,6.72,4.03,3.49
N00003320,304,12,5,15,32,5,13,15,14,4,54,87,18,15,15,0,0,37.67,42,3.95,1.64,4.93,10.53,1.64,4.28,4.93,4.61,1.32,17.76,28.62,5.92,4.93,4.93,0,0
N00003321,411,25,12,11,29,5,9,12,26,22,57,107,23,44,25,1,3,40.69,43,6.08,2.92,2.68,7.06,1.22,2.19,2.92,6.33,5.35,13.87,26.03,5.60,10.71,6.08,0.24,0.73
N00003322,410,23,14,4,23,9,11,7,29,17,72,95,34,34,29,4,5,42.10,44,5.61,3.41,0.98,5.61,2.20,2.68,1.71,7.07,4.15,17.56,23.17,8.29,8.29,7.07,0.98,1.22
N00003323,455,29,21,12,33,12,17,11,30,13,86,106,22,34,24,4,1,37.47,40,6.37,4.62,2.64,7.25,2.64,3.74,2.42,6.59,2.86,18.90,23.30,4.84,7.47,5.27,0.88,0.22
N00003324,358,28,16,6,20,6,8,7,23,16,69,89,10,34,23,3,0,38.95,40,7.82,4.47,1.68,5.59,1.68,2.23,1.96,6.42,4.47,19.27,24.86,2.79,9.50,6.42,0.84,0
N00003325,429,25,16,14,22,7,13,12,26,24,74,97,31,46,19,1,2,39.55,42,5.83,3.73,3.26,5.13,1.63,3.03,2.80,6.06,5.59,17.25,22.61,7.23,10.72,4.43,0.23,0.47
N00003326,661,86,45,24,28,5,10,5,33,59,197,76,17,42,29,0,5,32.43,32,13.01,6.81,3.63,4.24,0.76,1.51,0.76,4.99,8.93,29.80,11.50,2.57,6.35,4.39,0,0.76
N00003327,375,23,9,7,23,4,5,9,23,20,63,85,25,41,30,6,2,42.25,45,6.13,2.40,1.87,6.13,1.07,1.33,2.40,6.13,5.33,16.80,22.67,6.67,10.93,8.00,1.60,0.53
N00003328,214,17,7,2,7,1,3,0,13,21,72,38,9,8,8,1,7,38.14,37,7.94,3.27,0.93,3.27,0.47,1.40,0,6.07,9.81,33.64,17.76,4.21,3.74,3.74,0.47,3.27
N00003329,338,20,9,7,18,3,10,9,16,10,76,72,21,33,23,6,5,41.94,42,5.92,2.66,2.07,5.33,0.89,2.96,2.66,4.73,2.96,22.49,21.30,6.21,9.76,6.80,1.78,1.48
N00003330,328,9,11,7,27,4,8,9,8,13,55,86,34,38,15,2,2,43.87,49,2.74,3.35,2.13,8.23,1.22,2.44,2.74,2.44,3.96,16.77,26.22,10.37,11.59,4.57,0.61,0.61
N00003331,442,29,16,11,32,6,17,9,12,13,89,99,34,55,13,5,2,40.07,42,6.56,3.62,2.49,7.24,1.36,3.85,2.04,2.71,2.94,20.14,22.40,7.69,12.44,2.94,1.13,0.45
N00003332,395,22,21,13,27,10,11,13,16,13,62,81,33,41,27,3,2,39.89,43,5.57,5.32,3.29,6.84,2.53,2.78,3.29,4.05,3.29,15.70,20.51,8.35,10.38,6.84,0.76,0.51
N00003333,305,11,12,8,21,8,8,10,14,9,43,73,17,36,28,6,1,43.11,46,3.61,3.93,2.62,6.89,2.62,2.62,3.28,4.59,2.95,14.10,23.93,5.57,11.80,9.18,1.97,0.33
N00003334,321,10,10,5,22,5,7,10,18,10,50,75,24,39,28,5,3,44.67,46,3.12,3.12,1.56,6.85,1.56,2.18,3.12,5.61,3.12,15.58,23.36,7.48,12.15,8.72,1.56,0.93
N00003335,244,14,7,6,13,3,5,8,12,12,41,68,15,24,14,2,0,41.08,45,5.74,2.87,2.46,5.33,1.23,2.05,3.28,4.92,4.92,16.80,27.87,6.15,9.84,5.74,0.82,0
N00003336,402,14,12,5,35,9,11,12,24,19,63,111,26,29,25,3,4,40.99,44,3.48,2.99,1.24,8.71,2.24,2.74,2.99,5.97,4.73,15.67,27.61,6.47,7.21,6.22,0.75,1.00
N00003337,302,25,13,9,14,2,4,8,22,35,101,42,7,13,3,3,1,32.09,31,8.28,4.30,2.98,4.64,0.66,1.32,2.65,7.28,11.59,33.44,13.91,2.32,4.30,0.99,0.99,0.33
N00003338,248,27,13,4,9,0,6,6,14,26,76,47,8,7,3,2,0,32.23,32,10.89,5.24,1.61,3.63,0,2.42,2.42,5.65,10.48,30.65,18.95,3.23,2.82,1.21,0.81,0
N00003339,414,34,11,4,23,7,13,10,31,39,101,67,15,40,11,5,3,36.68,34,8.21,2.66,0.97,5.56,1.69,3.14,2.42,7.49,9.42,24.40,16.18,3.62,9.66,2.66,1.21,0.72
N00003340,272,22,11,7,15,4,6,6,8,14,61,32,22,13,29,11,11,42.53,38,8.09,4.04,2.57,5.51,1.47,2.21,2.21,2.94,5.15,22.43,11.76,8.09,4.78,10.66,4.04,4.04
N00003341,302,11,7,8,24,7,8,13,19,18,61,64,11,38,12,1,0,38.80,39,3.64,2.32,2.65,7.95,2.32,2.65,4.30,6.29,5.96,20.20,21.19,3.64,12.58,3.97,0.33,0
N00003342,367,31,13,7,22,7,14,9,32,17,82,77,16,19,17,2,2,35.75,36,8.45,3.54,1.91,5.99,1.91,3.81,2.45,8.72,4.63,22.34,20.98,4.36,5.18,4.63,0.54,0.54
N00003343,294,22,8,6,22,7,11,9,17,26,80,45,10,15,12,2,2,34.65,35,7.48,2.72,2.04,7.48,2.38,3.74,3.06,5.78,8.84,27.21,15.31,3.40,5.10,4.08,0.68,0.68
N00003344,288,12,11,7,13,2,6,4,18,19,66,53,7,37,25,5,3,43.09,42,4.17,3.82,2.43,4.51,0.69,2.08,1.39,6.25,6.60,22.92,18.40,2.43,12.85,8.68,1.74,1.04
N00003345,360,14,11,12,43,13,27,13,27,16,60,106,8,8,2,0,0,31.85,32,3.89,3.06,3.33,11.94,3.61,7.50,3.61,7.50,4.44,16.67,29.44,2.22,2.22,0.56,0,0
N00003346,480,12,13,17,56,10,28,25,50,27,65,149,11,12,2,3,0,32.84,30,2.50,2.71,3.54,11.67,2.08,5.83,5.21,10.42,5.63,13.54,31.04,2.29,2.50,0.42,0.63,0
N00003347,453,16,16,10,39,6,29,22,39,30,68,145,13,13,5,1,1,34.62,36,3.53,3.53,2.21,8.61,1.32,6.40,4.86,8.61,6.62,15.01,32.01,2.87,2.87,1.10,0.22,0.22
