GeographyCode,KS405NI0001,KS405NI0002,KS405NI0003,KS405NI0004,KS405NI0005,KS405NI0006,KS405NI0007,KS405NI0008,KS405NI0009,KS405NI0010,KS405NI0011,KS405NI0012
N00002449,134,43,50,38,3,0,135,32.09,37.31,28.36,2.24,0
N00002450,131,39,68,19,5,0,121,29.77,51.91,14.50,3.82,0
N00002451,284,170,97,14,2,1,135,59.86,34.15,4.93,0.70,0.35
N00002452,121,37,63,17,3,1,110,30.58,52.07,14.05,2.48,0.83
N00002453,157,48,75,21,4,9,174,30.57,47.77,13.38,2.55,5.73
N00002454,200,97,73,25,4,1,139,48.50,36.50,12.50,2.00,0.50
N00002455,128,8,47,53,14,6,223,6.25,36.72,41.41,10.94,4.69
N00002456,146,13,56,63,8,6,230,8.90,38.36,43.15,5.48,4.11
N00002457,202,24,85,76,16,1,289,11.88,42.08,37.62,7.92,0.50
N00002458,134,51,56,22,5,0,115,38.06,41.79,16.42,3.73,0
N00002459,296,70,113,78,27,8,382,23.65,38.18,26.35,9.12,2.70
N00002460,154,16,66,64,5,3,221,10.39,42.86,41.56,3.25,1.95
N00002461,180,15,67,70,21,7,299,8.33,37.22,38.89,11.67,3.89
N00002462,178,16,76,60,14,12,292,8.99,42.70,33.71,7.87,6.74
N00002463,136,14,40,48,23,11,257,10.29,29.41,35.29,16.91,8.09
N00002464,142,17,49,46,19,11,249,11.97,34.51,32.39,13.38,7.75
N00002465,270,163,88,18,1,0,127,60.37,32.59,6.67,0.37,0
N00002466,110,61,37,11,0,1,63,55.45,33.64,10.00,0,0.91
N00002467,115,64,43,7,1,0,60,55.65,37.39,6.09,0.87,0
N00002468,116,52,47,16,1,0,82,44.83,40.52,13.79,0.86,0
N00002469,232,97,114,16,4,1,162,41.81,49.14,6.90,1.72,0.43
N00002470,144,73,57,12,2,0,87,50.69,39.58,8.33,1.39,0
N00002471,118,58,52,6,2,0,70,49.15,44.07,5.08,1.69,0
N00002472,167,96,59,9,2,1,89,57.49,35.33,5.39,1.20,0.60
N00002473,125,74,40,11,0,0,62,59.20,32.00,8.80,0,0
N00002474,135,66,53,15,0,1,88,48.89,39.26,11.11,0,0.74
N00002475,164,91,60,12,0,1,88,55.49,36.59,7.32,0,0.61
N00002476,146,80,52,12,2,0,82,54.79,35.62,8.22,1.37,0
N00002477,115,39,54,15,5,2,111,33.91,46.96,13.04,4.35,1.74
N00002478,191,72,93,18,5,3,159,37.70,48.69,9.42,2.62,1.57
N00002479,140,7,41,62,20,10,271,5.00,29.29,44.29,14.29,7.14
N00002480,216,14,111,62,24,5,330,6.48,51.39,28.70,11.11,2.31
N00002481,127,81,38,6,0,2,59,63.78,29.92,4.72,0,1.57
N00002482,118,63,41,12,2,0,71,53.39,34.75,10.17,1.69,0
N00002483,125,70,50,5,0,0,60,56.00,40.00,4.00,0,0
N00002484,129,69,55,5,0,0,65,53.49,42.64,3.88,0,0
N00002485,103,53,42,8,0,0,58,51.46,40.78,7.77,0,0
N00002486,153,62,70,15,6,0,118,40.52,45.75,9.80,3.92,0
N00002487,142,26,60,46,9,1,183,18.31,42.25,32.39,6.34,0.70
N00002488,417,101,214,82,15,5,446,24.22,51.32,19.66,3.60,1.20
N00002489,263,12,100,115,29,7,445,4.56,38.02,43.73,11.03,2.66
N00002490,138,17,69,39,11,2,188,12.32,50.00,28.26,7.97,1.45
N00002491,138,71,54,13,0,0,80,51.45,39.13,9.42,0,0
N00002492,114,64,41,8,1,0,60,56.14,35.96,7.02,0.88,0
N00002493,136,68,56,7,5,0,85,50.00,41.18,5.15,3.68,0
N00002494,105,59,42,3,1,0,51,56.19,40.00,2.86,0.95,0
N00002495,208,55,98,46,8,1,219,26.44,47.12,22.12,3.85,0.48
N00002496,121,41,64,10,5,1,103,33.88,52.89,8.26,4.13,0.83
N00002497,222,89,96,30,3,4,182,40.09,43.24,13.51,1.35,1.80
N00002498,431,125,219,72,12,3,411,29.00,50.81,16.71,2.78,0.70
N00002499,239,31,121,73,12,2,319,12.97,50.63,30.54,5.02,0.84
N00002500,179,29,79,56,11,4,241,16.20,44.13,31.28,6.15,2.23
N00002501,523,40,189,238,42,14,857,7.65,36.14,45.51,8.03,2.68
N00002502,173,10,80,61,18,4,272,5.78,46.24,35.26,10.40,2.31
N00002503,106,19,34,39,8,6,162,17.92,32.08,36.79,7.55,5.66
N00002504,136,76,48,11,1,0,73,55.88,35.29,8.09,0.74,0
N00002505,129,58,58,11,2,0,86,44.96,44.96,8.53,1.55,0
N00002506,128,54,59,14,1,0,90,42.19,46.09,10.94,0.78,0
N00002507,114,57,44,7,3,3,84,50.00,38.60,6.14,2.63,2.63
N00002508,102,62,28,9,3,0,55,60.78,27.45,8.82,2.94,0
N00002509,151,85,59,3,4,0,77,56.29,39.07,1.99,2.65,0
N00002510,216,93,104,17,1,1,146,43.06,48.15,7.87,0.46,0.46
N00002511,94,66,28,0,0,0,28,70.21,29.79,0,0,0
N00002512,311,74,147,68,13,9,361,23.79,47.27,21.86,4.18,2.89
N00002513,116,6,40,52,10,8,206,5.17,34.48,44.83,8.62,6.90
N00002514,122,2,30,62,19,9,247,1.64,24.59,50.82,15.57,7.38
N00002515,107,9,35,48,13,2,180,8.41,32.71,44.86,12.15,1.87
N00002516,125,6,37,52,15,15,254,4.80,29.60,41.60,12.00,12.00
N00002517,133,28,48,42,10,5,183,21.05,36.09,31.58,7.52,3.76
N00002518,251,49,87,95,16,4,348,19.52,34.66,37.85,6.37,1.59
N00002519,131,29,52,37,10,3,176,22.14,39.69,28.24,7.63,2.29
N00002520,274,12,108,126,22,6,459,4.38,39.42,45.99,8.03,2.19
N00002521,505,127,223,129,18,8,575,25.15,44.16,25.54,3.56,1.58
N00002522,122,51,48,20,3,0,97,41.80,39.34,16.39,2.46,0
N00002523,123,25,71,22,4,1,131,20.33,57.72,17.89,3.25,0.81
N00002524,163,58,75,27,2,1,139,35.58,46.01,16.56,1.23,0.61
N00002525,634,75,259,225,50,25,972,11.83,40.85,35.49,7.89,3.94
N00002526,381,33,164,152,28,4,568,8.66,43.04,39.90,7.35,1.05
N00002527,151,3,50,79,15,4,269,1.99,33.11,52.32,9.93,2.65
N00002528,95,9,42,37,5,2,139,9.47,44.21,38.95,5.26,2.11
N00002529,124,10,42,53,13,6,213,8.06,33.87,42.74,10.48,4.84
N00002530,120,21,51,36,10,2,161,17.50,42.50,30.00,8.33,1.67
N00002531,152,9,62,67,11,3,243,5.92,40.79,44.08,7.24,1.97
N00002532,119,16,65,31,6,1,149,13.45,54.62,26.05,5.04,0.84
N00002533,408,194,158,48,7,1,279,47.55,38.73,11.76,1.72,0.25
N00002534,191,76,85,23,6,1,153,39.79,44.50,12.04,3.14,0.52
N00002535,138,7,61,52,11,7,230,5.07,44.20,37.68,7.97,5.07
N00002536,209,12,90,80,18,9,341,5.74,43.06,38.28,8.61,4.31
N00002537,575,93,256,161,52,13,791,16.17,44.52,28.00,9.04,2.26
N00002538,238,26,94,95,17,6,361,10.92,39.50,39.92,7.14,2.52
N00002539,115,60,40,12,3,0,73,52.17,34.78,10.43,2.61,0
N00002540,629,47,296,240,40,6,922,7.47,47.06,38.16,6.36,0.95
N00002541,522,88,247,145,33,9,674,16.86,47.32,27.78,6.32,1.72
N00002542,112,13,46,35,11,7,186,11.61,41.07,31.25,9.82,6.25
N00002543,115,29,60,23,1,2,117,25.22,52.17,20.00,0.87,1.74
N00002544,279,46,149,68,10,6,341,16.49,53.41,24.37,3.58,2.15
N00002545,127,27,78,18,4,0,126,21.26,61.42,14.17,3.15,0
N00002546,114,31,57,22,3,1,115,27.19,50.00,19.30,2.63,0.88
N00002547,437,88,228,99,13,9,502,20.14,52.17,22.65,2.97,2.06
N00002548,279,104,142,27,6,0,214,37.28,50.90,9.68,2.15,0
N00002549,114,26,60,22,4,2,124,22.81,52.63,19.30,3.51,1.75
N00002550,117,21,66,24,5,1,133,17.95,56.41,20.51,4.27,0.85
N00002551,146,49,68,27,2,0,128,33.56,46.58,18.49,1.37,0
N00002552,117,49,50,13,3,2,94,41.88,42.74,11.11,2.56,1.71
N00002553,125,45,61,18,1,0,100,36.00,48.80,14.40,0.80,0
N00002554,134,35,51,42,4,2,155,26.12,38.06,31.34,2.99,1.49
N00002555,128,12,58,40,12,6,199,9.38,45.31,31.25,9.38,4.69
N00002556,122,31,60,19,10,2,137,25.41,49.18,15.57,8.20,1.64
N00002557,130,21,59,38,11,1,172,16.15,45.38,29.23,8.46,0.77
N00002558,115,20,60,25,9,1,141,17.39,52.17,21.74,7.83,0.87
N00002559,116,45,50,15,4,2,100,38.79,43.10,12.93,3.45,1.72
N00002560,152,8,39,74,24,7,287,5.26,25.66,48.68,15.79,4.61
N00002561,120,7,57,41,12,3,187,5.83,47.50,34.17,10.00,2.50
N00002562,128,13,58,42,12,3,191,10.16,45.31,32.81,9.38,2.34
N00002563,131,13,64,41,13,0,185,9.92,48.85,31.30,9.92,0
N00002564,112,22,55,23,9,3,142,19.64,49.11,20.54,8.04,2.68
N00002565,116,52,45,13,3,3,92,44.83,38.79,11.21,2.59,2.59
N00002566,122,11,71,30,5,5,166,9.02,58.20,24.59,4.10,4.10
N00002567,120,32,53,30,1,4,136,26.67,44.17,25.00,0.83,3.33
N00002568,119,32,67,18,1,1,111,26.89,56.30,15.13,0.84,0.84
N00002569,121,9,62,36,10,4,183,7.44,51.24,29.75,8.26,3.31
N00002570,120,41,63,11,4,1,102,34.17,52.50,9.17,3.33,0.83
N00002571,126,18,51,49,7,1,174,14.29,40.48,38.89,5.56,0.79
N00002572,129,13,62,35,15,4,194,10.08,48.06,27.13,11.63,3.10
N00002573,136,51,72,11,2,0,100,37.50,52.94,8.09,1.47,0
N00002574,122,60,48,12,2,0,78,49.18,39.34,9.84,1.64,0
N00002575,126,75,43,6,2,0,61,59.52,34.13,4.76,1.59,0
N00002576,320,129,139,43,8,1,253,40.31,43.44,13.44,2.50,0.31
N00002577,241,121,98,15,4,3,152,50.21,40.66,6.22,1.66,1.24
N00002578,129,70,45,13,1,0,74,54.26,34.88,10.08,0.78,0
N00002579,131,60,59,9,3,0,86,45.80,45.04,6.87,2.29,0
N00002580,113,32,50,24,6,1,120,28.32,44.25,21.24,5.31,0.88
N00002581,129,18,69,32,9,1,164,13.95,53.49,24.81,6.98,0.78
N00002582,519,263,211,29,13,3,321,50.67,40.66,5.59,2.50,0.58
N00002583,113,62,42,6,2,1,64,54.87,37.17,5.31,1.77,0.88
N00002584,127,63,54,7,0,3,82,49.61,42.52,5.51,0,2.36
N00002585,108,57,42,8,1,0,61,52.78,38.89,7.41,0.93,0
N00002586,126,61,46,11,7,1,93,48.41,36.51,8.73,5.56,0.79
N00002587,288,146,116,23,2,1,176,50.69,40.28,7.99,0.69,0.35
N00002588,110,53,47,9,1,0,68,48.18,42.73,8.18,0.91,0
N00002589,106,40,54,9,2,1,82,37.74,50.94,8.49,1.89,0.94
N00002590,528,171,257,79,17,4,482,32.39,48.67,14.96,3.22,0.76
N00002591,396,85,197,91,21,2,450,21.46,49.75,22.98,5.30,0.51
N00002592,149,7,54,62,21,5,263,4.70,36.24,41.61,14.09,3.36
N00002593,137,54,53,22,7,1,124,39.42,38.69,16.06,5.11,0.73
N00002594,127,64,49,10,3,1,82,50.39,38.58,7.87,2.36,0.79
N00002595,139,48,68,18,5,0,119,34.53,48.92,12.95,3.60,0
N00002596,120,20,51,30,16,3,171,16.67,42.50,25.00,13.33,2.50
N00002597,107,25,47,24,5,6,134,23.36,43.93,22.43,4.67,5.61
N00002598,104,48,45,10,0,1,69,46.15,43.27,9.62,0,0.96
N00002599,127,11,65,41,9,1,178,8.66,51.18,32.28,7.09,0.79
N00002600,101,13,47,36,5,0,134,12.87,46.53,35.64,4.95,0
N00002601,124,13,56,44,9,2,179,10.48,45.16,35.48,7.26,1.61
N00002602,107,9,49,32,10,7,176,8.41,45.79,29.91,9.35,6.54
N00002603,443,305,110,23,3,2,181,68.85,24.83,5.19,0.68,0.45
N00002604,138,62,51,21,3,1,106,44.93,36.96,15.22,2.17,0.72
N00002605,162,117,40,5,0,0,50,72.22,24.69,3.09,0,0
N00002606,195,127,58,8,0,2,86,65.13,29.74,4.10,0,1.03
N00002607,107,71,29,7,0,0,43,66.36,27.10,6.54,0,0
N00002608,137,59,52,24,2,0,106,43.07,37.96,17.52,1.46,0
N00002609,123,13,65,33,11,1,169,10.57,52.85,26.83,8.94,0.81
N00002610,122,53,50,10,5,4,101,43.44,40.98,8.20,4.10,3.28
N00002611,64,27,32,5,0,0,42,42.19,50.00,7.81,0,0
N00002612,123,62,44,15,2,0,80,50.41,35.77,12.20,1.63,0
N00002613,391,275,103,11,1,1,132,70.33,26.34,2.81,0.26,0.26
N00002614,153,74,70,8,1,0,89,48.37,45.75,5.23,0.65,0
N00002615,112,54,41,13,4,0,79,48.21,36.61,11.61,3.57,0
N00002616,169,108,51,10,0,0,71,63.91,30.18,5.92,0,0
N00002617,164,66,81,14,2,1,119,40.24,49.39,8.54,1.22,0.61
N00002618,106,73,29,3,1,0,38,68.87,27.36,2.83,0.94,0
N00002619,311,180,106,18,7,0,163,57.88,34.08,5.79,2.25,0
N00002620,241,119,87,31,3,1,163,49.38,36.10,12.86,1.24,0.41
N00002621,119,61,47,8,2,1,73,51.26,39.50,6.72,1.68,0.84
N00002622,145,73,45,23,3,1,104,50.34,31.03,15.86,2.07,0.69
N00002623,115,42,60,13,0,0,86,36.52,52.17,11.30,0,0
N00002624,127,78,40,6,2,1,62,61.42,31.50,4.72,1.57,0.79
N00002625,138,76,52,8,2,0,74,55.07,37.68,5.80,1.45,0
N00002626,294,56,138,90,9,1,349,19.05,46.94,30.61,3.06,0.34
N00002627,150,88,53,8,1,0,72,58.67,35.33,5.33,0.67,0
N00002628,398,174,161,54,6,3,299,43.72,40.45,13.57,1.51,0.75
N00002629,122,83,35,4,0,0,43,68.03,28.69,3.28,0,0
N00002630,108,56,41,7,1,3,70,51.85,37.96,6.48,0.93,2.78
N00002631,125,71,43,8,0,3,71,56.80,34.40,6.40,0,2.40
N00002632,148,35,78,31,3,1,153,23.65,52.70,20.95,2.03,0.68
N00002633,177,34,99,34,6,4,201,19.21,55.93,19.21,3.39,2.26
N00002634,122,8,53,35,20,6,212,6.56,43.44,28.69,16.39,4.92
N00002635,137,44,65,21,5,2,132,32.12,47.45,15.33,3.65,1.46
N00002636,138,22,64,34,10,8,194,15.94,46.38,24.64,7.25,5.80
N00002637,170,8,60,68,27,7,313,4.71,35.29,40.00,15.88,4.12
N00002638,165,15,74,54,15,7,258,9.09,44.85,32.73,9.09,4.24
N00002639,144,27,81,32,2,2,159,18.75,56.25,22.22,1.39,1.39
N00002640,133,13,61,41,13,5,203,9.77,45.86,30.83,9.77,3.76
N00002641,132,9,53,58,10,2,209,6.82,40.15,43.94,7.58,1.52
N00002642,172,8,76,71,15,2,271,4.65,44.19,41.28,8.72,1.16
N00002643,131,4,34,65,23,5,254,3.05,25.95,49.62,17.56,3.82
N00002644,134,51,56,23,4,0,114,38.06,41.79,17.16,2.99,0
N00002645,134,43,52,33,6,0,136,32.09,38.81,24.63,4.48,0
N00002646,173,49,76,37,10,1,184,28.32,43.93,21.39,5.78,0.58
N00002647,299,40,120,100,32,7,448,13.38,40.13,33.44,10.70,2.34
N00002648,94,23,40,25,5,1,109,24.47,42.55,26.60,5.32,1.06
N00002649,145,10,44,67,19,5,256,6.90,30.34,46.21,13.10,3.45
N00002650,124,36,61,22,5,0,120,29.03,49.19,17.74,4.03,0
N00002651,167,6,58,91,6,6,288,3.59,34.73,54.49,3.59,3.59
N00002652,131,55,48,21,6,1,113,41.98,36.64,16.03,4.58,0.76
N00002653,184,39,90,49,5,1,207,21.20,48.91,26.63,2.72,0.54
N00002654,109,33,52,16,7,1,109,30.28,47.71,14.68,6.42,0.92
N00002655,155,92,53,9,1,0,74,59.35,34.19,5.81,0.65,0
N00002656,261,85,106,58,10,2,260,32.57,40.61,22.22,3.83,0.77
N00002657,146,51,76,13,3,3,123,34.93,52.05,8.90,2.05,2.05
N00002658,169,46,88,30,4,1,164,27.22,52.07,17.75,2.37,0.59
N00002659,151,76,65,8,2,0,87,50.33,43.05,5.30,1.32,0
N00002660,164,18,78,51,12,5,243,10.98,47.56,31.10,7.32,3.05
N00002661,232,78,111,33,6,4,214,33.62,47.84,14.22,2.59,1.72
N00002662,185,52,91,33,3,6,190,28.11,49.19,17.84,1.62,3.24
N00002663,127,15,62,40,10,0,172,11.81,48.82,31.50,7.87,0
N00002664,144,66,60,16,2,0,98,45.83,41.67,11.11,1.39,0
N00002665,114,9,60,37,8,0,158,7.89,52.63,32.46,7.02,0
N00002666,109,11,52,34,9,3,159,10.09,47.71,31.19,8.26,2.75
N00002667,334,124,129,59,17,5,319,37.13,38.62,17.66,5.09,1.50
N00002668,116,29,55,24,7,1,128,25.00,47.41,20.69,6.03,0.86
N00002669,187,14,81,57,27,8,310,7.49,43.32,30.48,14.44,4.28
N00002670,600,80,270,178,54,18,866,13.33,45.00,29.67,9.00,3.00
N00002671,466,59,227,150,21,9,627,12.66,48.71,32.19,4.51,1.93
N00002672,129,64,53,10,2,0,79,49.61,41.09,7.75,1.55,0
N00002673,536,181,225,105,16,9,522,33.77,41.98,19.59,2.99,1.68
N00002674,115,44,50,17,3,1,97,38.26,43.48,14.78,2.61,0.87
N00002675,131,9,35,58,16,13,255,6.87,26.72,44.27,12.21,9.92
N00002676,283,55,114,89,16,9,378,19.43,40.28,31.45,5.65,3.18
N00002677,152,7,46,64,26,9,289,4.61,30.26,42.11,17.11,5.92
N00002678,139,19,63,39,13,5,202,13.67,45.32,28.06,9.35,3.60
N00002679,199,41,96,51,7,4,241,20.60,48.24,25.63,3.52,2.01
N00002680,138,10,37,55,21,15,275,7.25,26.81,39.86,15.22,10.87
N00002681,154,11,32,77,27,7,296,7.14,20.78,50.00,17.53,4.55
N00002682,160,7,52,78,17,6,284,4.38,32.50,48.75,10.63,3.75
N00002683,136,6,35,54,27,14,283,4.41,25.74,39.71,19.85,10.29
N00002684,165,12,52,68,21,12,303,7.27,31.52,41.21,12.73,7.27
N00002685,126,5,24,61,23,13,277,3.97,19.05,48.41,18.25,10.32
N00002686,130,5,31,56,24,14,279,3.85,23.85,43.08,18.46,10.77
N00002687,120,23,35,44,13,5,183,19.17,29.17,36.67,10.83,4.17
N00002688,129,13,37,46,22,11,248,10.08,28.68,35.66,17.05,8.53
N00002689,126,36,51,30,7,2,140,28.57,40.48,23.81,5.56,1.59
N00002690,97,25,38,26,5,3,117,25.77,39.18,26.80,5.15,3.09
N00002691,125,8,64,38,11,4,189,6.40,51.20,30.40,8.80,3.20
N00002692,133,27,60,40,3,3,161,20.30,45.11,30.08,2.26,2.26
N00002693,190,79,86,15,4,6,160,41.58,45.26,7.89,2.11,3.16
N00002694,124,15,59,37,10,3,176,12.10,47.58,29.84,8.06,2.42
N00002695,145,11,59,60,12,3,227,7.59,40.69,41.38,8.28,2.07
N00002696,129,18,57,44,6,4,180,13.95,44.19,34.11,4.65,3.10
N00002697,139,13,66,46,11,3,204,9.35,47.48,33.09,7.91,2.16
N00002698,208,15,108,68,13,4,300,7.21,51.92,32.69,6.25,1.92
N00002699,136,31,56,38,8,3,169,22.79,41.18,27.94,5.88,2.21
N00002700,191,29,71,74,9,8,279,15.18,37.17,38.74,4.71,4.19
N00002701,174,9,57,69,30,9,324,5.17,32.76,39.66,17.24,5.17
N00002702,136,23,66,41,4,2,168,16.91,48.53,30.15,2.94,1.47
N00002703,189,10,44,89,29,17,382,5.29,23.28,47.09,15.34,8.99
N00002704,173,12,44,74,27,16,340,6.94,25.43,42.77,15.61,9.25
N00002705,150,6,51,66,17,10,277,4.00,34.00,44.00,11.33,6.67
N00002706,148,8,42,67,20,11,284,5.41,28.38,45.27,13.51,7.43
N00002707,192,16,65,83,20,8,324,8.33,33.85,43.23,10.42,4.17
N00002708,118,48,52,16,2,0,90,40.68,44.07,13.56,1.69,0
N00002709,185,13,82,77,11,2,277,7.03,44.32,41.62,5.95,1.08
N00002710,177,38,74,53,12,0,216,21.47,41.81,29.94,6.78,0
N00002711,327,61,155,86,14,11,415,18.65,47.40,26.30,4.28,3.36
N00002712,129,14,51,36,21,7,218,10.85,39.53,27.91,16.28,5.43
N00002713,143,7,46,66,19,5,255,4.90,32.17,46.15,13.29,3.50
N00002714,155,3,29,81,27,15,336,1.94,18.71,52.26,17.42,9.68
N00002715,150,4,33,90,17,6,290,2.67,22.00,60.00,11.33,4.00
N00002716,136,3,57,57,15,4,235,2.21,41.91,41.91,11.03,2.94
N00002717,181,4,58,79,26,14,361,2.21,32.04,43.65,14.36,7.73
N00002718,173,3,67,84,13,6,306,1.73,38.73,48.55,7.51,3.47
N00002719,126,3,43,59,11,10,235,2.38,34.13,46.83,8.73,7.94
N00002720,128,18,57,39,6,8,186,14.06,44.53,30.47,4.69,6.25
N00002721,126,13,42,43,18,10,225,10.32,33.33,34.13,14.29,7.94
N00002722,137,4,49,56,20,8,254,2.92,35.77,40.88,14.60,5.84
N00002723,154,26,73,40,14,1,199,16.88,47.40,25.97,9.09,0.65
N00002724,107,34,50,18,4,1,103,31.78,46.73,16.82,3.74,0.93
N00002725,139,14,42,62,16,5,235,10.07,30.22,44.60,11.51,3.60
N00002726,414,68,191,120,25,10,555,16.43,46.14,28.99,6.04,2.42
N00002727,129,5,52,55,11,6,223,3.88,40.31,42.64,8.53,4.65
N00002728,411,84,170,123,27,7,526,20.44,41.36,29.93,6.57,1.70
N00002729,122,48,55,15,2,2,100,39.34,45.08,12.30,1.64,1.64
N00002730,125,37,59,24,5,0,122,29.60,47.20,19.20,4.00,0
N00002731,126,53,54,16,3,0,95,42.06,42.86,12.70,2.38,0
N00002732,121,33,61,23,4,0,119,27.27,50.41,19.01,3.31,0
N00002733,196,57,85,48,5,1,200,29.08,43.37,24.49,2.55,0.51
N00002734,156,9,53,73,16,5,268,5.77,33.97,46.79,10.26,3.21
N00002735,137,6,36,62,25,8,268,4.38,26.28,45.26,18.25,5.84
N00002736,126,4,37,48,23,14,263,3.17,29.37,38.10,18.25,11.11
N00002737,128,3,37,58,20,10,255,2.34,28.91,45.31,15.63,7.81
N00002738,148,12,34,57,22,23,315,8.11,22.97,38.51,14.86,15.54
N00002739,138,5,37,56,28,12,287,3.62,26.81,40.58,20.29,8.70
N00002740,136,9,50,51,14,12,246,6.62,36.76,37.50,10.29,8.82
N00002741,159,12,60,64,13,10,269,7.55,37.74,40.25,8.18,6.29
N00002742,148,42,64,28,10,4,168,28.38,43.24,18.92,6.76,2.70
N00002743,159,38,75,27,11,8,199,23.90,47.17,16.98,6.92,5.03
N00002744,121,60,42,16,3,0,83,49.59,34.71,13.22,2.48,0
N00002745,136,56,55,19,5,1,112,41.18,40.44,13.97,3.68,0.74
N00002746,115,23,63,25,3,1,127,20.00,54.78,21.74,2.61,0.87
N00002747,121,32,56,27,5,1,129,26.45,46.28,22.31,4.13,0.83
N00002748,128,11,58,44,8,7,202,8.59,45.31,34.38,6.25,5.47
N00002749,138,41,67,24,4,2,135,29.71,48.55,17.39,2.90,1.45
N00002750,119,46,57,12,3,1,94,38.66,47.90,10.08,2.52,0.84
N00002751,154,72,62,15,2,3,110,46.75,40.26,9.74,1.30,1.95
N00002752,123,17,58,32,9,7,179,13.82,47.15,26.02,7.32,5.69
N00002753,181,11,65,80,19,6,307,6.08,35.91,44.20,10.50,3.31
N00002754,140,8,53,58,11,10,246,5.71,37.86,41.43,7.86,7.14
N00002755,168,10,61,70,20,7,290,5.95,36.31,41.67,11.90,4.17
N00002756,131,3,54,56,15,3,223,2.29,41.22,42.75,11.45,2.29
N00002757,203,40,83,68,8,4,262,19.70,40.89,33.50,3.94,1.97
N00002758,115,30,52,26,7,0,125,26.09,45.22,22.61,6.09,0
N00002759,125,20,43,48,11,3,184,16.00,34.40,38.40,8.80,2.40
N00002760,112,8,37,47,14,6,200,7.14,33.04,41.96,12.50,5.36
N00002761,380,25,147,155,36,17,640,6.58,38.68,40.79,9.47,4.47
N00002762,132,5,38,60,22,7,252,3.79,28.79,45.45,16.67,5.30
N00002763,138,3,47,51,27,10,273,2.17,34.06,36.96,19.57,7.25
N00002764,160,14,60,57,17,12,273,8.75,37.50,35.63,10.63,7.50
N00002765,148,20,52,51,18,7,237,13.51,35.14,34.46,12.16,4.73
N00002766,162,13,38,67,29,15,329,8.02,23.46,41.36,17.90,9.26
N00002767,135,13,31,64,17,10,253,9.63,22.96,47.41,12.59,7.41
N00002768,146,32,57,43,11,3,188,21.92,39.04,29.45,7.53,2.05
N00002769,173,11,61,74,17,10,303,6.36,35.26,42.77,9.83,5.78
N00002770,149,9,34,64,26,16,312,6.04,22.82,42.95,17.45,10.74
N00002771,124,48,62,11,3,0,93,38.71,50.00,8.87,2.42,0
N00002772,140,25,77,29,6,3,165,17.86,55.00,20.71,4.29,2.14
N00002773,107,61,32,10,4,0,64,57.01,29.91,9.35,3.74,0
N00002774,220,7,76,101,23,13,406,3.18,34.55,45.91,10.45,5.91
N00002775,186,17,80,66,17,6,290,9.14,43.01,35.48,9.14,3.23
N00002776,124,19,63,29,11,2,162,15.32,50.81,23.39,8.87,1.61
N00002777,100,37,52,8,3,0,77,37.00,52.00,8.00,3.00,0
N00002778,150,63,72,11,4,0,106,42.00,48.00,7.33,2.67,0
N00002779,165,14,48,70,20,13,305,8.48,29.09,42.42,12.12,7.88
N00002780,165,31,86,34,11,3,200,18.79,52.12,20.61,6.67,1.82
N00002781,168,12,79,55,15,7,272,7.14,47.02,32.74,8.93,4.17
N00002782,174,8,58,81,20,7,314,4.60,33.33,46.55,11.49,4.02
N00002783,144,2,61,56,17,8,257,1.39,42.36,38.89,11.81,5.56
N00002784,187,12,78,69,17,11,319,6.42,41.71,36.90,9.09,5.88
N00002785,222,24,101,69,22,6,331,10.81,45.50,31.08,9.91,2.70
N00002786,154,14,45,70,12,13,285,9.09,29.22,45.45,7.79,8.44
N00002787,137,5,50,51,14,17,268,3.65,36.50,37.23,10.22,12.41
N00002788,132,11,45,57,13,6,223,8.33,34.09,43.18,9.85,4.55
N00002789,193,40,81,58,10,4,246,20.73,41.97,30.05,5.18,2.07
N00002790,163,21,65,47,24,6,259,12.88,39.88,28.83,14.72,3.68
N00002791,158,14,53,73,13,5,259,8.86,33.54,46.20,8.23,3.16
N00002792,147,8,36,60,28,15,311,5.44,24.49,40.82,19.05,10.20
N00002793,164,24,60,58,10,12,258,14.63,36.59,35.37,6.10,7.32
N00002794,165,6,75,50,20,14,293,3.64,45.45,30.30,12.12,8.48
N00002795,159,11,55,65,16,12,289,6.92,34.59,40.88,10.06,7.55
N00002796,174,20,61,58,22,13,306,11.49,35.06,33.33,12.64,7.47
N00002797,159,10,41,55,29,24,345,6.29,25.79,34.59,18.24,15.09
N00002798,133,8,40,48,22,15,266,6.02,30.08,36.09,16.54,11.28
N00002799,122,33,38,38,10,3,156,27.05,31.15,31.15,8.20,2.46
N00002800,134,19,38,43,18,16,251,14.18,28.36,32.09,13.43,11.94
N00002801,155,13,43,65,23,11,295,8.39,27.74,41.94,14.84,7.10
N00002802,143,10,41,56,22,14,282,6.99,28.67,39.16,15.38,9.79
N00002803,174,22,67,57,21,7,278,12.64,38.51,32.76,12.07,4.02
N00002804,153,30,74,43,2,4,185,19.61,48.37,28.10,1.31,2.61
N00002805,161,28,85,34,10,4,199,17.39,52.80,21.12,6.21,2.48
N00002806,157,4,50,69,21,13,306,2.55,31.85,43.95,13.38,8.28
N00002807,126,7,36,51,24,8,242,5.56,28.57,40.48,19.05,6.35
N00002808,166,16,49,72,20,9,291,9.64,29.52,43.37,12.05,5.42
N00002809,155,12,48,57,21,17,299,7.74,30.97,36.77,13.55,10.97
