GeographyCode,KS801NI0001,KS801NI0002,KS801NI0003,KS801NI0004,KS801NI0005,KS801NI0006,KS801NI0007,KS801NI0008,KS801NI0009,KS801NI0010
N00001460,528,472,12,16,28,2,89.39,2.27,3.03,5.30
N00001461,269,244,6,4,15,0,90.71,2.23,1.49,5.58
N00001462,295,235,15,8,37,0,79.66,5.08,2.71,12.54
N00001463,328,289,11,4,24,0,88.11,3.35,1.22,7.32
N00001464,270,232,9,7,22,0,85.93,3.33,2.59,8.15
N00001465,361,297,11,11,42,1,82.27,3.05,3.05,11.63
N00001466,209,182,9,9,9,27,87.08,4.31,4.31,4.31
N00001467,1034,963,34,5,32,173,93.13,3.29,0.48,3.09
N00001468,204,188,6,6,4,5,92.16,2.94,2.94,1.96
N00001469,179,163,5,5,6,9,91.06,2.79,2.79,3.35
N00001470,258,237,13,3,5,12,91.86,5.04,1.16,1.94
N00001471,373,356,11,3,3,14,95.44,2.95,0.80,0.80
N00001472,758,684,13,24,37,8,90.24,1.72,3.17,4.88
N00001473,309,267,19,11,12,2,86.41,6.15,3.56,3.88
N00001474,309,260,13,8,28,0,84.14,4.21,2.59,9.06
N00001475,234,208,9,9,8,1,88.89,3.85,3.85,3.42
N00001476,217,195,11,8,3,4,89.86,5.07,3.69,1.38
N00001477,207,176,10,5,16,0,85.02,4.83,2.42,7.73
N00001478,248,219,9,8,12,4,88.31,3.63,3.23,4.84
N00001479,268,223,12,6,27,3,83.21,4.48,2.24,10.07
N00001480,422,391,8,9,14,0,92.65,1.90,2.13,3.32
N00001481,210,197,1,7,5,0,93.81,0.48,3.33,2.38
N00001482,259,244,5,3,7,0,94.21,1.93,1.16,2.70
N00001483,212,199,1,4,8,0,93.87,0.47,1.89,3.77
N00001484,187,167,3,7,10,0,89.30,1.60,3.74,5.35
N00001485,202,187,2,4,9,0,92.57,0.99,1.98,4.46
N00001486,299,267,4,5,23,0,89.30,1.34,1.67,7.69
N00001487,275,258,4,6,7,0,93.82,1.45,2.18,2.55
N00001488,249,235,6,4,4,0,94.38,2.41,1.61,1.61
N00001489,267,247,10,0,10,0,92.51,3.75,0,3.75
N00001490,172,159,5,4,4,0,92.44,2.91,2.33,2.33
N00001491,219,199,7,4,9,0,90.87,3.20,1.83,4.11
N00001492,207,199,2,5,1,0,96.14,0.97,2.42,0.48
N00001493,227,199,9,7,12,0,87.67,3.96,3.08,5.29
N00001494,170,160,3,3,4,0,94.12,1.76,1.76,2.35
N00001495,245,233,3,2,7,0,95.10,1.22,0.82,2.86
N00001496,223,201,3,11,8,0,90.13,1.35,4.93,3.59
N00001497,186,171,5,6,4,1,91.94,2.69,3.23,2.15
N00001498,366,352,7,2,5,0,96.17,1.91,0.55,1.37
N00001499,264,234,12,11,7,0,88.64,4.55,4.17,2.65
N00001500,172,157,2,6,7,0,91.28,1.16,3.49,4.07
N00001501,440,416,4,7,13,1,94.55,0.91,1.59,2.95
N00001502,342,322,6,7,7,2,94.15,1.75,2.05,2.05
N00001503,177,161,3,9,4,0,90.96,1.69,5.08,2.26
N00001504,249,240,3,3,3,0,96.39,1.20,1.20,1.20
N00001505,326,293,11,13,9,3,89.88,3.37,3.99,2.76
N00001506,190,180,3,1,6,1,94.74,1.58,0.53,3.16
N00001507,238,227,2,2,7,0,95.38,0.84,0.84,2.94
N00001508,345,329,6,4,6,0,95.36,1.74,1.16,1.74
N00001509,332,309,7,8,8,2,93.07,2.11,2.41,2.41
N00001510,182,168,5,3,6,0,92.31,2.75,1.65,3.30
N00001511,556,526,7,10,13,3,94.60,1.26,1.80,2.34
N00001512,227,201,15,7,4,2,88.55,6.61,3.08,1.76
N00001513,203,189,4,2,8,1,93.10,1.97,0.99,3.94
N00001514,205,181,3,5,16,0,88.29,1.46,2.44,7.80
N00001515,313,285,7,5,16,1,91.05,2.24,1.60,5.11
N00001516,242,204,8,3,27,0,84.30,3.31,1.24,11.16
N00001517,312,256,8,9,39,4,82.05,2.56,2.88,12.50
N00001518,350,299,15,9,27,1,85.43,4.29,2.57,7.71
N00001519,263,246,8,5,4,0,93.54,3.04,1.90,1.52
N00001520,243,233,3,2,5,0,95.88,1.23,0.82,2.06
N00001521,222,205,6,4,7,0,92.34,2.70,1.80,3.15
N00001522,251,229,3,2,17,0,91.24,1.20,0.80,6.77
N00001523,190,178,5,4,3,0,93.68,2.63,2.11,1.58
N00001524,225,213,2,4,6,1,94.67,0.89,1.78,2.67
N00001525,208,200,4,0,4,1,96.15,1.92,0,1.92
N00001526,208,194,5,4,5,0,93.27,2.40,1.92,2.40
N00001527,186,171,7,3,5,0,91.94,3.76,1.61,2.69
N00001528,192,162,9,4,17,2,84.38,4.69,2.08,8.85
N00001529,253,232,7,7,7,3,91.70,2.77,2.77,2.77
N00001530,340,302,10,12,16,2,88.82,2.94,3.53,4.71
N00001531,303,295,2,1,5,0,97.36,0.66,0.33,1.65
N00001532,411,399,2,3,7,0,97.08,0.49,0.73,1.70
N00001533,606,585,8,3,10,5,96.53,1.32,0.50,1.65
N00001534,316,308,1,2,5,0,97.47,0.32,0.63,1.58
N00001535,369,360,2,2,5,0,97.56,0.54,0.54,1.36
N00001536,385,372,6,0,7,0,96.62,1.56,0,1.82
N00001537,347,340,3,1,3,0,97.98,0.86,0.29,0.86
N00001538,372,359,5,1,7,0,96.51,1.34,0.27,1.88
N00001539,339,330,3,1,5,0,97.35,0.88,0.29,1.47
N00001540,385,374,4,2,5,0,97.14,1.04,0.52,1.30
N00001541,261,250,5,1,5,0,95.79,1.92,0.38,1.92
N00001542,317,315,0,0,2,0,99.37,0,0,0.63
N00001543,354,347,3,1,3,0,98.02,0.85,0.28,0.85
N00001544,269,260,4,0,5,0,96.65,1.49,0,1.86
N00001545,283,265,2,3,13,4,93.64,0.71,1.06,4.59
N00001546,334,319,3,5,7,0,95.51,0.90,1.50,2.10
N00001547,288,268,9,5,6,5,93.06,3.13,1.74,2.08
N00001548,270,250,8,6,6,0,92.59,2.96,2.22,2.22
N00001549,335,319,8,2,6,1,95.22,2.39,0.60,1.79
N00001550,181,170,5,0,6,0,93.92,2.76,0,3.31
N00001551,338,320,5,8,5,0,94.67,1.48,2.37,1.48
N00001552,346,316,14,7,9,1,91.33,4.05,2.02,2.60
N00001553,204,183,7,3,11,1,89.71,3.43,1.47,5.39
N00001554,269,252,2,4,11,0,93.68,0.74,1.49,4.09
N00001555,253,244,4,2,3,0,96.44,1.58,0.79,1.19
N00001556,192,181,5,2,4,0,94.27,2.60,1.04,2.08
N00001557,249,244,2,1,2,0,97.99,0.80,0.40,0.80
N00001558,210,197,3,3,7,0,93.81,1.43,1.43,3.33
N00001559,273,239,17,4,13,0,87.55,6.23,1.47,4.76
N00001560,228,209,9,4,6,1,91.67,3.95,1.75,2.63
N00001561,181,163,5,4,9,0,90.06,2.76,2.21,4.97
N00001562,200,184,7,3,6,0,92.00,3.50,1.50,3.00
N00001563,159,140,3,2,14,0,88.05,1.89,1.26,8.81
N00001564,325,314,2,3,6,0,96.62,0.62,0.92,1.85
N00001565,338,322,2,4,10,0,95.27,0.59,1.18,2.96
N00001566,375,369,3,2,1,0,98.40,0.80,0.53,0.27
N00001567,240,229,4,2,5,0,95.42,1.67,0.83,2.08
N00001568,275,267,3,1,4,0,97.09,1.09,0.36,1.45
N00001569,297,290,1,1,5,0,97.64,0.34,0.34,1.68
N00001570,1068,1049,7,4,8,0,98.22,0.66,0.37,0.75
N00001571,468,448,8,1,11,0,95.73,1.71,0.21,2.35
N00001572,343,323,3,3,14,0,94.17,0.87,0.87,4.08
N00001573,430,421,2,1,6,0,97.91,0.47,0.23,1.40
N00001574,299,290,5,0,4,0,96.99,1.67,0,1.34
N00001575,304,297,4,0,3,1,97.70,1.32,0,0.99
N00001576,353,347,3,0,3,0,98.30,0.85,0,0.85
N00001577,351,347,3,1,0,0,98.86,0.85,0.28,0
N00001578,304,292,7,2,3,0,96.05,2.30,0.66,0.99
N00001579,240,211,11,10,8,7,87.92,4.58,4.17,3.33
N00001580,238,195,15,12,16,5,81.93,6.30,5.04,6.72
N00001581,259,216,8,3,32,2,83.40,3.09,1.16,12.36
N00001582,232,182,13,12,25,0,78.45,5.60,5.17,10.78
N00001583,173,150,12,4,7,1,86.71,6.94,2.31,4.05
N00001584,145,123,7,5,10,0,84.83,4.83,3.45,6.90
N00001585,295,273,15,5,2,7,92.54,5.08,1.69,0.68
N00001586,156,127,9,4,16,5,81.41,5.77,2.56,10.26
N00001587,232,205,13,9,5,7,88.36,5.60,3.88,2.16
N00001588,215,192,15,6,2,2,89.30,6.98,2.79,0.93
N00001589,241,206,13,7,15,7,85.48,5.39,2.90,6.22
N00001590,240,202,15,13,10,8,84.17,6.25,5.42,4.17
N00001591,188,169,13,2,4,5,89.89,6.91,1.06,2.13
N00001592,220,204,8,1,7,2,92.73,3.64,0.45,3.18
N00001593,356,314,20,14,8,9,88.20,5.62,3.93,2.25
N00001594,247,225,7,6,9,12,91.09,2.83,2.43,3.64
N00001595,200,189,4,2,5,17,94.50,2.00,1.00,2.50
N00001596,271,255,7,7,2,21,94.10,2.58,2.58,0.74
N00001597,163,151,6,4,2,12,92.64,3.68,2.45,1.23
N00001598,306,289,8,5,4,7,94.44,2.61,1.63,1.31
N00001599,321,298,13,2,8,5,92.83,4.05,0.62,2.49
N00001600,233,218,11,0,4,6,93.56,4.72,0,1.72
N00001601,211,196,6,6,3,5,92.89,2.84,2.84,1.42
N00001602,230,201,7,6,16,6,87.39,3.04,2.61,6.96
N00001603,246,213,10,4,19,10,86.59,4.07,1.63,7.72
N00001604,219,201,4,7,7,0,91.78,1.83,3.20,3.20
N00001605,243,231,4,4,4,1,95.06,1.65,1.65,1.65
N00001606,156,143,5,5,3,1,91.67,3.21,3.21,1.92
N00001607,210,189,13,3,5,2,90.00,6.19,1.43,2.38
N00001608,195,173,7,5,10,0,88.72,3.59,2.56,5.13
N00001609,170,155,3,5,7,0,91.18,1.76,2.94,4.12
N00001610,175,164,2,2,7,0,93.71,1.14,1.14,4.00
N00001611,251,234,4,0,13,1,93.23,1.59,0,5.18
N00001612,254,245,1,0,8,0,96.46,0.39,0,3.15
N00001613,530,505,9,6,10,0,95.28,1.70,1.13,1.89
N00001614,184,177,5,1,1,0,96.20,2.72,0.54,0.54
N00001615,251,231,8,6,6,1,92.03,3.19,2.39,2.39
N00001616,247,231,6,3,7,1,93.52,2.43,1.21,2.83
N00001617,187,164,4,11,8,0,87.70,2.14,5.88,4.28
N00001618,189,184,3,0,2,0,97.35,1.59,0,1.06
N00001619,244,230,5,3,6,1,94.26,2.05,1.23,2.46
N00001620,243,230,9,3,1,3,94.65,3.70,1.23,0.41
N00001621,205,191,7,4,3,0,93.17,3.41,1.95,1.46
N00001622,189,172,4,7,6,0,91.01,2.12,3.70,3.17
N00001623,271,256,3,1,11,0,94.46,1.11,0.37,4.06
N00001624,135,127,2,2,4,0,94.07,1.48,1.48,2.96
N00001625,222,215,0,0,7,0,96.85,0,0,3.15
N00001626,223,214,5,4,0,0,95.96,2.24,1.79,0
N00001627,163,153,4,3,3,0,93.87,2.45,1.84,1.84
N00001628,230,218,3,0,9,0,94.78,1.30,0,3.91
N00001629,290,275,0,3,12,0,94.83,0,1.03,4.14
N00001630,195,186,4,1,4,0,95.38,2.05,0.51,2.05
N00001631,212,204,6,0,2,0,96.23,2.83,0,0.94
N00001632,236,220,8,3,5,0,93.22,3.39,1.27,2.12
N00001633,173,161,1,3,8,0,93.06,0.58,1.73,4.62
N00001634,206,198,2,4,2,1,96.12,0.97,1.94,0.97
N00001635,283,270,3,1,9,0,95.41,1.06,0.35,3.18
N00001636,154,142,5,0,7,0,92.21,3.25,0,4.55
N00001637,207,197,3,0,7,0,95.17,1.45,0,3.38
N00001638,230,224,3,0,3,0,97.39,1.30,0,1.30
N00001639,165,158,2,2,3,0,95.76,1.21,1.21,1.82
N00001640,203,197,1,3,2,0,97.04,0.49,1.48,0.99
N00001641,228,208,2,5,13,0,91.23,0.88,2.19,5.70
N00001642,256,215,9,5,27,0,83.98,3.52,1.95,10.55
N00001643,506,452,10,17,27,0,89.33,1.98,3.36,5.34
N00001644,293,261,4,5,23,0,89.08,1.37,1.71,7.85
N00001645,215,194,2,6,13,0,90.23,0.93,2.79,6.05
N00001646,308,268,11,6,23,0,87.01,3.57,1.95,7.47
N00001647,270,261,2,1,6,0,96.67,0.74,0.37,2.22
N00001648,288,250,7,12,19,0,86.81,2.43,4.17,6.60
N00001649,411,382,7,3,19,0,92.94,1.70,0.73,4.62
N00001650,276,265,3,6,2,0,96.01,1.09,2.17,0.72
N00001651,354,332,8,1,13,0,93.79,2.26,0.28,3.67
N00001652,351,329,4,3,15,0,93.73,1.14,0.85,4.27
N00001653,413,395,6,3,9,0,95.64,1.45,0.73,2.18
N00001654,354,337,1,4,12,0,95.20,0.28,1.13,3.39
N00001655,344,318,13,4,9,0,92.44,3.78,1.16,2.62
N00001656,213,201,1,2,9,0,94.37,0.47,0.94,4.23
N00001657,251,224,6,1,20,0,89.24,2.39,0.40,7.97
N00001658,180,162,7,3,8,0,90.00,3.89,1.67,4.44
N00001659,232,214,1,2,15,0,92.24,0.43,0.86,6.47
N00001660,264,243,3,5,13,0,92.05,1.14,1.89,4.92
N00001661,339,323,2,4,10,1,95.28,0.59,1.18,2.95
N00001662,307,293,3,3,8,0,95.44,0.98,0.98,2.61
N00001663,296,278,1,6,11,0,93.92,0.34,2.03,3.72
N00001664,294,275,1,2,16,1,93.54,0.34,0.68,5.44
N00001665,335,312,6,4,13,0,93.13,1.79,1.19,3.88
N00001666,319,296,5,7,11,0,92.79,1.57,2.19,3.45
N00001667,281,262,4,1,14,0,93.24,1.42,0.36,4.98
N00001668,369,349,1,1,18,1,94.58,0.27,0.27,4.88
N00001669,292,265,6,1,20,0,90.75,2.05,0.34,6.85
N00001670,246,230,5,3,8,0,93.50,2.03,1.22,3.25
N00001671,284,275,1,0,8,0,96.83,0.35,0,2.82
N00001672,328,317,3,1,7,0,96.65,0.91,0.30,2.13
N00001673,406,383,4,6,13,0,94.33,0.99,1.48,3.20
N00001674,219,216,0,2,1,0,98.63,0,0.91,0.46
N00001675,255,242,4,1,8,0,94.90,1.57,0.39,3.14
N00001676,250,242,5,1,2,0,96.80,2.00,0.40,0.80
N00001677,522,501,7,2,12,0,95.98,1.34,0.38,2.30
N00001678,415,399,6,1,9,0,96.14,1.45,0.24,2.17
N00001679,377,356,4,3,14,0,94.43,1.06,0.80,3.71
N00001680,493,475,5,4,9,0,96.35,1.01,0.81,1.83
N00001681,271,254,3,1,13,1,93.73,1.11,0.37,4.80
N00001682,297,281,3,5,8,0,94.61,1.01,1.68,2.69
N00001683,347,324,5,6,12,0,93.37,1.44,1.73,3.46
N00001684,842,800,7,10,25,0,95.01,0.83,1.19,2.97
N00001685,312,293,5,1,13,0,93.91,1.60,0.32,4.17
N00001686,246,221,12,4,9,0,89.84,4.88,1.63,3.66
N00001687,282,268,5,3,6,0,95.04,1.77,1.06,2.13
N00001688,333,315,5,1,12,1,94.59,1.50,0.30,3.60
N00001689,215,197,6,2,10,0,91.63,2.79,0.93,4.65
N00001690,318,296,5,6,11,0,93.08,1.57,1.89,3.46
N00001691,257,241,3,3,10,0,93.77,1.17,1.17,3.89
N00001692,233,224,3,1,5,0,96.14,1.29,0.43,2.15
N00001693,282,257,9,2,14,0,91.13,3.19,0.71,4.96
N00001694,264,244,4,1,15,0,92.42,1.52,0.38,5.68
N00001695,375,344,5,4,22,0,91.73,1.33,1.07,5.87
N00001696,328,302,3,9,14,0,92.07,0.91,2.74,4.27
N00001697,254,234,4,6,10,0,92.13,1.57,2.36,3.94
N00001698,243,220,4,6,13,0,90.53,1.65,2.47,5.35
N00001699,341,306,4,12,19,0,89.74,1.17,3.52,5.57
N00001700,231,205,6,5,15,0,88.74,2.60,2.16,6.49
N00001701,179,164,2,4,9,0,91.62,1.12,2.23,5.03
N00001702,297,267,4,7,19,0,89.90,1.35,2.36,6.40
N00001703,888,798,19,23,48,2,89.86,2.14,2.59,5.41
N00001704,712,635,24,12,41,4,89.19,3.37,1.69,5.76
N00001705,184,168,3,1,12,0,91.30,1.63,0.54,6.52
N00001706,428,395,8,8,17,0,92.29,1.87,1.87,3.97
N00001707,359,331,6,12,10,0,92.20,1.67,3.34,2.79
N00001708,613,562,7,15,29,0,91.68,1.14,2.45,4.73
N00001709,226,206,1,5,14,0,91.15,0.44,2.21,6.19
N00001710,313,281,6,2,24,0,89.78,1.92,0.64,7.67
N00001711,312,281,3,10,18,0,90.06,0.96,3.21,5.77
N00001712,349,322,6,7,14,0,92.26,1.72,2.01,4.01
N00001713,194,182,1,0,11,0,93.81,0.52,0,5.67
N00001714,494,461,7,5,21,0,93.32,1.42,1.01,4.25
N00001715,270,259,1,1,9,0,95.93,0.37,0.37,3.33
N00001716,286,264,1,1,20,0,92.31,0.35,0.35,6.99
N00001717,313,294,1,7,11,0,93.93,0.32,2.24,3.51
N00001718,266,240,7,6,13,0,90.23,2.63,2.26,4.89
N00001719,284,273,2,4,5,0,96.13,0.70,1.41,1.76
N00001720,264,244,4,2,14,0,92.42,1.52,0.76,5.30
N00001721,265,252,5,2,6,0,95.09,1.89,0.75,2.26
N00001722,311,305,0,1,5,0,98.07,0,0.32,1.61
N00001723,265,259,1,1,4,0,97.74,0.38,0.38,1.51
N00001724,227,221,1,3,2,0,97.36,0.44,1.32,0.88
N00001725,248,237,3,2,6,0,95.56,1.21,0.81,2.42
N00001726,243,237,0,1,5,0,97.53,0,0.41,2.06
N00001727,199,194,0,2,3,0,97.49,0,1.01,1.51
N00001728,274,257,6,3,8,0,93.80,2.19,1.09,2.92
N00001729,290,273,3,5,9,0,94.14,1.03,1.72,3.10
N00001730,192,165,9,7,11,0,85.94,4.69,3.65,5.73
N00001731,205,189,1,4,11,0,92.20,0.49,1.95,5.37
N00001732,977,906,20,10,41,0,92.73,2.05,1.02,4.20
N00001733,266,250,7,4,5,0,93.98,2.63,1.50,1.88
N00001734,262,253,1,2,6,0,96.56,0.38,0.76,2.29
N00001735,250,238,6,1,5,0,95.20,2.40,0.40,2.00
N00001736,316,291,3,4,18,0,92.09,0.95,1.27,5.70
N00001737,311,283,10,5,13,0,91.00,3.22,1.61,4.18
N00001738,260,228,8,3,21,0,87.69,3.08,1.15,8.08
N00001739,300,264,9,6,21,0,88.00,3.00,2.00,7.00
N00001740,610,563,17,5,25,0,92.30,2.79,0.82,4.10
N00001741,239,216,6,2,15,0,90.38,2.51,0.84,6.28
N00001742,200,178,3,3,16,0,89.00,1.50,1.50,8.00
N00001743,230,189,11,14,16,0,82.17,4.78,6.09,6.96
N00001744,286,263,8,6,9,0,91.96,2.80,2.10,3.15
N00001745,305,286,1,14,4,0,93.77,0.33,4.59,1.31
N00001746,275,257,1,3,14,0,93.45,0.36,1.09,5.09
N00001747,689,660,5,5,19,0,95.79,0.73,0.73,2.76
N00001748,420,403,4,3,10,0,95.95,0.95,0.71,2.38
N00001749,312,299,6,2,5,0,95.83,1.92,0.64,1.60
N00001750,234,210,4,6,14,0,89.74,1.71,2.56,5.98
N00001751,279,255,5,2,17,0,91.40,1.79,0.72,6.09
N00001752,273,261,0,3,9,0,95.60,0,1.10,3.30
N00001753,285,274,2,1,8,0,96.14,0.70,0.35,2.81
N00001754,319,302,4,2,11,0,94.67,1.25,0.63,3.45
N00001755,354,322,8,3,21,0,90.96,2.26,0.85,5.93
N00001756,300,286,4,0,10,0,95.33,1.33,0,3.33
N00001757,209,194,2,1,12,0,92.82,0.96,0.48,5.74
N00001758,248,236,2,0,10,0,95.16,0.81,0,4.03
N00001759,294,275,7,2,10,0,93.54,2.38,0.68,3.40
N00001760,1134,1036,22,24,52,2,91.36,1.94,2.12,4.59
N00001761,452,412,5,6,29,0,91.15,1.11,1.33,6.42
N00001762,239,233,1,3,2,1,97.49,0.42,1.26,0.84
N00001763,1287,1159,31,26,71,2,90.05,2.41,2.02,5.52
N00001764,218,209,3,2,4,0,95.87,1.38,0.92,1.83
N00001765,866,790,23,13,40,0,91.22,2.66,1.50,4.62
N00001766,234,215,6,1,12,0,91.88,2.56,0.43,5.13
N00001767,268,254,5,2,7,0,94.78,1.87,0.75,2.61
N00001768,265,241,1,6,17,0,90.94,0.38,2.26,6.42
N00001769,323,302,5,3,13,0,93.50,1.55,0.93,4.02
N00001770,314,297,8,0,9,0,94.59,2.55,0,2.87
N00001771,377,355,6,4,12,0,94.16,1.59,1.06,3.18
N00001772,261,247,4,4,6,1,94.64,1.53,1.53,2.30
N00001773,260,245,3,2,10,0,94.23,1.15,0.77,3.85
N00001774,247,218,4,3,22,0,88.26,1.62,1.21,8.91
N00001775,262,243,7,6,6,0,92.75,2.67,2.29,2.29
N00001776,270,246,6,7,11,0,91.11,2.22,2.59,4.07
N00001777,313,284,2,10,17,0,90.73,0.64,3.19,5.43
N00001778,279,263,3,3,10,0,94.27,1.08,1.08,3.58
N00001779,270,256,2,2,10,0,94.81,0.74,0.74,3.70
N00001780,568,532,9,7,20,2,93.66,1.58,1.23,3.52
N00001781,393,373,3,0,17,0,94.91,0.76,0,4.33
N00001782,328,314,1,0,13,1,95.73,0.30,0,3.96
N00001783,314,296,3,5,10,0,94.27,0.96,1.59,3.18
N00001784,236,225,3,2,6,0,95.34,1.27,0.85,2.54
N00001785,327,312,2,3,10,0,95.41,0.61,0.92,3.06
N00001786,303,288,3,2,10,0,95.05,0.99,0.66,3.30
N00001787,257,247,3,1,6,0,96.11,1.17,0.39,2.33
N00001788,306,290,3,4,9,1,94.77,0.98,1.31,2.94
N00001789,387,357,6,14,10,0,92.25,1.55,3.62,2.58
N00001790,343,324,2,8,9,0,94.46,0.58,2.33,2.62
N00001791,437,408,12,5,12,0,93.36,2.75,1.14,2.75
N00001792,311,289,8,5,9,0,92.93,2.57,1.61,2.89
N00001793,411,372,11,13,15,0,90.51,2.68,3.16,3.65
N00001794,826,771,20,7,28,0,93.34,2.42,0.85,3.39
N00001795,290,278,5,1,6,0,95.86,1.72,0.34,2.07
N00001796,297,270,5,12,10,2,90.91,1.68,4.04,3.37
N00001797,300,277,5,3,15,2,92.33,1.67,1.00,5.00
N00001798,379,351,1,9,18,0,92.61,0.26,2.37,4.75
N00001799,283,263,4,0,16,0,92.93,1.41,0,5.65
N00001800,321,301,1,0,19,0,93.77,0.31,0,5.92
N00001801,400,377,6,4,13,0,94.25,1.50,1.00,3.25
N00001802,300,281,6,6,7,0,93.67,2.00,2.00,2.33
N00001803,274,255,7,4,8,0,93.07,2.55,1.46,2.92
N00001804,330,316,4,4,6,0,95.76,1.21,1.21,1.82
N00001805,795,730,20,12,33,1,91.82,2.52,1.51,4.15
N00001806,293,275,6,0,12,0,93.86,2.05,0,4.10
N00001807,219,189,9,7,14,0,86.30,4.11,3.20,6.39
N00001808,235,222,3,1,9,0,94.47,1.28,0.43,3.83
N00001809,233,229,0,0,4,0,98.28,0,0,1.72
N00001810,210,199,2,1,8,0,94.76,0.95,0.48,3.81
N00001811,222,210,2,4,6,0,94.59,0.90,1.80,2.70
N00001812,308,288,5,4,11,0,93.51,1.62,1.30,3.57
N00001813,166,154,3,2,7,0,92.77,1.81,1.20,4.22
N00001814,563,520,6,11,26,1,92.36,1.07,1.95,4.62
N00001815,312,288,7,4,13,0,92.31,2.24,1.28,4.17
N00001816,444,411,8,8,17,0,92.57,1.80,1.80,3.83
N00001817,256,243,4,1,8,0,94.92,1.56,0.39,3.13
N00001818,255,242,0,2,11,0,94.90,0,0.78,4.31
N00001819,340,319,6,6,9,0,93.82,1.76,1.76,2.65
N00001820,273,258,2,2,11,0,94.51,0.73,0.73,4.03
N00001821,480,437,12,9,22,1,91.04,2.50,1.88,4.58
N00001822,245,226,2,4,13,1,92.24,0.82,1.63,5.31
N00001823,338,314,2,4,18,2,92.90,0.59,1.18,5.33
N00001824,334,324,3,0,7,0,97.01,0.90,0,2.10
N00001825,210,198,5,1,6,2,94.29,2.38,0.48,2.86
N00001826,325,305,7,3,10,0,93.85,2.15,0.92,3.08
N00001827,306,287,7,1,11,0,93.79,2.29,0.33,3.59
N00001828,221,207,9,1,4,1,93.67,4.07,0.45,1.81
N00001829,203,192,4,1,6,0,94.58,1.97,0.49,2.96
N00001830,359,349,2,3,5,0,97.21,0.56,0.84,1.39
N00001831,313,299,1,3,10,0,95.53,0.32,0.96,3.19
N00001832,232,215,8,3,6,0,92.67,3.45,1.29,2.59
N00001833,297,287,7,1,2,0,96.63,2.36,0.34,0.67
N00001834,217,206,1,1,9,0,94.93,0.46,0.46,4.15
N00001835,266,258,3,1,4,0,96.99,1.13,0.38,1.50
N00001836,266,254,3,3,6,0,95.49,1.13,1.13,2.26
N00001837,222,210,2,4,6,0,94.59,0.90,1.80,2.70
N00001838,211,199,2,4,6,0,94.31,0.95,1.90,2.84
N00001839,349,302,10,3,34,1,86.53,2.87,0.86,9.74
N00001840,342,311,6,7,18,0,90.94,1.75,2.05,5.26
N00001841,302,276,6,6,14,0,91.39,1.99,1.99,4.64
N00001842,235,212,1,12,10,0,90.21,0.43,5.11,4.26
N00001843,297,277,2,2,16,0,93.27,0.67,0.67,5.39
N00001844,266,245,4,4,13,0,92.11,1.50,1.50,4.89
N00001845,247,228,4,2,13,0,92.31,1.62,0.81,5.26
N00001846,249,226,5,5,13,0,90.76,2.01,2.01,5.22
N00001847,263,242,2,2,17,0,92.02,0.76,0.76,6.46
N00001848,275,255,5,0,15,0,92.73,1.82,0,5.45
N00001849,281,273,1,4,3,0,97.15,0.36,1.42,1.07
N00001850,568,511,9,9,39,0,89.96,1.58,1.58,6.87
N00001851,259,237,4,1,17,1,91.51,1.54,0.39,6.56
N00001852,309,273,5,4,27,0,88.35,1.62,1.29,8.74
N00001853,310,282,3,3,22,0,90.97,0.97,0.97,7.10
N00001854,214,201,1,3,9,0,93.93,0.47,1.40,4.21
N00001855,251,234,6,2,9,0,93.23,2.39,0.80,3.59
N00001856,239,227,1,2,9,0,94.98,0.42,0.84,3.77
N00001857,239,217,7,8,7,1,90.79,2.93,3.35,2.93
N00001858,213,200,2,0,11,0,93.90,0.94,0,5.16
N00001859,250,243,4,0,3,0,97.20,1.60,0,1.20
N00001860,194,186,1,2,5,0,95.88,0.52,1.03,2.58
N00001861,249,233,9,2,5,0,93.57,3.61,0.80,2.01
N00001862,324,305,5,4,10,0,94.14,1.54,1.23,3.09
N00001863,237,222,2,4,9,2,93.67,0.84,1.69,3.80
N00001864,318,289,5,2,22,0,90.88,1.57,0.63,6.92
N00001865,501,456,9,6,30,0,91.02,1.80,1.20,5.99
N00001866,226,209,2,8,7,1,92.48,0.88,3.54,3.10
N00001867,324,292,6,11,15,0,90.12,1.85,3.40,4.63
N00001868,346,327,3,2,14,0,94.51,0.87,0.58,4.05
N00001869,324,297,5,3,19,0,91.67,1.54,0.93,5.86
N00001870,287,267,5,4,11,0,93.03,1.74,1.39,3.83
N00001871,303,280,3,8,12,1,92.41,0.99,2.64,3.96
N00001872,211,191,6,5,9,1,90.52,2.84,2.37,4.27
N00001873,703,632,23,23,25,0,89.90,3.27,3.27,3.56
N00001874,324,305,3,3,13,0,94.14,0.93,0.93,4.01
N00001875,253,224,4,4,21,1,88.54,1.58,1.58,8.30
N00001876,285,256,7,6,16,1,89.82,2.46,2.11,5.61
N00001877,252,230,7,1,14,1,91.27,2.78,0.40,5.56
N00001878,269,246,3,5,15,0,91.45,1.12,1.86,5.58
N00001879,293,268,2,8,15,1,91.47,0.68,2.73,5.12
N00001880,289,279,1,3,6,0,96.54,0.35,1.04,2.08
N00001881,927,896,10,4,17,0,96.66,1.08,0.43,1.83
N00001882,258,239,3,3,13,0,92.64,1.16,1.16,5.04
N00001883,279,265,2,2,10,0,94.98,0.72,0.72,3.58
