GeographyCode,DC2421NI0001,DC2421NI0002,DC2421NI0003,DC2421NI0004,DC2421NI0005,DC2421NI0006,DC2421NI0007,DC2421NI0008,DC2421NI0009,DC2421NI0010,DC2421NI0011,DC2421NI0012,DC2421NI0013,DC2421NI0014,DC2421NI0015,DC2421NI0016,DC2421NI0017,DC2421NI0018,DC2421NI0019,DC2421NI0020,DC2421NI0021,DC2421NI0022,DC2421NI0023,DC2421NI0024,DC2421NI0025,DC2421NI0026,DC2421NI0027,DC2421NI0028,DC2421NI0029,DC2421NI0030,DC2421NI0031,DC2421NI0032,DC2421NI0033,DC2421NI0034,DC2421NI0035
95VV08,1006,941,57,1,7,233,220,10,0,3,245,227,15,0,3,164,155,9,0,0,139,129,9,1,0,225,210,14,0,1,3.03,3.03,3.21,4.00,2.14
95VV09,967,928,34,1,4,252,246,5,0,1,283,273,8,0,2,155,145,10,0,0,116,109,5,1,1,161,155,6,0,0,2.76,2.73,3.38,4.00,2.25
95VV10,1186,1099,48,13,26,280,260,12,4,4,377,350,15,2,10,217,203,10,2,2,173,161,4,4,4,139,125,7,1,6,2.66,2.65,2.69,2.77,3.00
95VV11,1484,1264,191,10,19,281,235,40,1,5,403,354,44,1,4,250,205,37,2,6,276,236,35,3,2,274,234,35,3,2,2.98,2.98,2.97,3.80,2.63
95VV12,1164,1035,108,6,15,283,235,43,2,3,333,303,21,2,7,211,193,14,0,4,176,155,20,0,1,161,149,10,2,0,2.73,2.77,2.42,2.67,2.20
95VV13,1054,634,396,7,17,171,88,79,2,2,232,130,96,3,3,187,99,80,1,7,202,131,66,0,5,262,186,75,1,0,3.29,3.47,3.02,2.57,2.88
95VV14,1287,1194,64,9,20,360,344,13,2,1,345,318,19,1,7,256,230,18,2,6,187,174,6,3,4,139,128,8,1,2,2.59,2.57,2.75,3.11,3.05
95VV15,1140,978,127,7,28,288,242,40,0,6,301,250,35,2,14,219,184,27,4,4,186,168,14,1,3,146,134,11,0,1,2.71,2.76,2.41,2.86,2.25
95VV16,1043,995,37,3,8,218,209,7,0,2,264,252,7,2,3,178,168,8,0,2,183,178,5,0,0,200,188,10,1,1,2.98,2.98,3.27,3.00,2.38
95VV17,1410,1334,57,4,15,270,251,13,1,5,364,351,8,0,5,228,211,12,2,3,245,232,11,1,1,303,289,13,0,1,3.09,3.09,3.35,2.75,2.20
95VV18,1402,393,947,9,53,401,118,271,2,10,384,112,252,2,18,234,81,140,4,9,224,54,159,0,11,159,28,125,1,5,2.60,2.42,2.66,2.56,2.85
95VV19,1172,668,472,7,25,333,179,147,1,6,361,210,141,3,7,210,131,73,2,4,128,68,55,0,5,140,80,56,1,3,2.53,2.55,2.50,2.57,2.76
95VV20,925,593,317,1,14,166,107,56,1,2,228,143,81,0,4,160,90,64,0,6,149,104,44,0,1,222,149,72,0,1,3.23,3.27,3.18,1.00,3.07
95VV21,1253,1048,183,4,18,216,186,25,2,3,291,240,47,0,4,189,153,32,0,4,268,217,46,2,3,289,252,33,0,4,3.22,3.23,3.17,2.50,3.17
95VV22,956,613,326,6,11,227,157,66,2,2,236,146,87,1,2,168,107,56,3,2,128,85,41,0,2,197,118,76,0,3,2.97,2.90,3.06,2.17,4.09
95VV23,1123,971,119,10,23,320,279,37,1,3,347,289,47,3,8,160,140,14,1,5,157,135,12,5,5,139,128,9,0,2,2.56,2.58,2.30,3.00,2.78
95VV24,1258,1071,156,5,26,440,385,49,1,5,335,289,38,2,6,200,163,31,2,4,155,130,20,0,5,128,104,18,0,6,2.40,2.36,2.55,2.20,3.04
95VV25,1227,1163,41,2,21,261,247,9,1,4,295,287,5,0,3,190,174,7,1,8,214,205,8,0,1,267,250,12,0,5,3.07,3.06,3.41,2.00,3.38
95VV26,1172,986,173,1,12,237,202,32,0,3,285,235,46,1,3,205,175,29,0,1,206,160,42,0,4,239,214,24,0,1,3.06,3.08,2.97,2.00,2.83
95VV27,912,832,57,7,16,292,271,16,0,5,246,221,17,2,6,175,157,12,3,3,118,109,7,0,2,81,74,5,2,0,2.45,2.45,2.44,3.43,2.13
95VV28,1343,1183,132,5,23,394,336,52,1,5,366,330,28,1,7,243,211,29,0,3,194,172,13,3,6,146,134,10,0,2,2.56,2.58,2.32,3.00,2.78
95VV29,1071,633,427,4,7,194,114,77,1,2,272,158,111,1,2,181,106,73,1,1,173,92,80,0,1,251,163,86,1,1,3.14,3.20,3.07,2.75,2.57
95VV30,1098,785,277,13,23,272,181,82,5,4,330,227,93,1,9,198,148,46,0,4,166,122,37,4,3,132,107,19,3,3,2.65,2.73,2.37,3.15,2.70
95WW01,1257,247,891,25,94,457,77,346,7,27,412,72,306,8,26,174,47,104,4,19,149,33,96,3,17,65,18,39,3,5,2.18,2.38,2.09,2.56,2.45
95WW02,1533,66,1381,9,77,413,13,379,3,18,488,20,443,1,24,283,17,247,3,16,247,9,223,1,14,102,7,89,1,5,2.46,2.71,2.45,2.56,2.55
95WW03,1583,102,1373,10,98,513,31,462,4,16,502,32,432,3,35,277,15,235,2,25,209,17,173,0,19,82,7,71,1,3,2.29,2.43,2.26,2.10,2.58
95WW04,1098,114,898,7,79,200,15,171,1,13,405,44,337,1,23,235,23,190,2,20,166,19,129,2,16,92,13,71,1,7,2.61,2.75,2.57,3.14,2.77
95WW05,1157,322,759,21,55,354,81,257,3,13,360,100,241,5,14,202,61,127,4,10,158,51,88,5,14,83,29,46,4,4,2.38,2.57,2.26,3.10,2.69
95WW06,1198,49,1090,7,52,244,10,216,2,16,413,17,382,2,12,224,9,206,2,7,224,6,206,1,11,93,7,80,0,6,2.61,2.69,2.61,2.29,2.60
95WW07,1602,86,1440,7,69,337,14,310,1,12,541,31,489,3,18,290,12,261,2,15,308,18,272,1,17,126,11,108,0,7,2.61,2.84,2.59,2.43,2.87
95WW08,1037,194,785,8,50,232,41,185,1,5,405,66,321,2,16,174,43,116,1,14,151,23,115,2,11,75,21,48,2,4,2.47,2.59,2.40,3.38,2.86
95WW09,1111,122,924,14,51,313,22,274,4,13,441,41,372,7,21,165,23,133,0,9,138,26,105,2,5,54,10,40,1,3,2.28,2.69,2.23,2.36,2.29
95WW10,1176,82,1019,13,62,291,13,262,4,12,386,18,350,3,15,220,17,191,3,9,197,18,156,3,20,82,16,60,0,6,2.51,3.15,2.43,2.38,2.89
95WW11,1106,789,276,12,29,203,126,65,4,8,358,233,117,3,5,215,166,41,1,7,186,146,32,2,6,144,118,21,2,3,2.78,2.93,2.38,2.75,2.69
95WW12,1100,37,969,14,80,395,6,357,8,24,371,12,325,2,32,176,10,148,4,14,99,6,85,0,8,59,3,54,0,2,2.16,2.73,2.15,1.71,2.16
95WW13,1433,43,1316,5,69,318,10,301,1,6,477,12,434,1,30,285,14,259,1,11,249,4,227,2,16,104,3,95,0,6,2.56,2.51,2.55,2.80,2.84
95WW14,1043,30,928,7,78,400,15,357,5,23,326,8,288,1,29,172,2,154,1,15,86,2,77,0,7,59,3,52,0,4,2.14,2.03,2.14,1.43,2.23
95WW15,1229,751,406,20,52,253,138,95,6,14,401,229,153,5,14,242,155,75,4,8,220,150,57,1,12,113,79,26,4,4,2.65,2.77,2.43,2.65,2.58
95WW16,1260,478,711,10,61,385,96,274,6,9,427,159,240,0,28,218,90,115,1,12,146,79,55,3,9,84,54,27,0,3,2.33,2.70,2.07,2.10,2.52
95WW17,991,85,848,6,52,308,27,267,4,10,357,19,320,1,17,148,20,116,0,12,112,12,92,1,7,66,7,53,0,6,2.29,2.52,2.24,1.67,2.67
95WW18,1000,289,642,15,54,349,96,233,7,13,330,91,223,3,13,153,40,96,2,15,112,38,62,2,10,56,24,28,1,3,2.23,2.36,2.14,2.20,2.57
95WW19,2204,269,1773,33,129,374,29,321,9,15,693,65,584,8,36,389,47,297,5,40,500,78,389,8,25,248,50,182,3,13,2.82,3.26,2.76,2.67,2.90
95WW20,2974,1261,1540,39,134,513,198,285,7,23,941,358,532,14,37,581,258,288,4,31,593,274,283,8,28,346,173,152,6,15,2.80,2.93,2.69,2.85,2.89
95WW21,1481,130,1217,21,113,485,22,420,5,38,417,45,347,4,21,269,28,211,7,23,205,18,162,4,21,105,17,77,1,10,2.37,2.75,2.31,2.62,2.52
95WW22,1228,82,1060,12,74,330,13,301,6,10,402,31,342,3,26,232,15,204,1,12,189,19,151,1,18,75,4,62,1,8,2.43,2.67,2.39,2.00,2.85
95WW23,1455,391,920,42,102,439,114,291,12,22,477,127,308,10,32,240,65,140,6,29,191,49,118,9,15,108,36,63,5,4,2.36,2.42,2.31,2.67,2.49
95WW24,1578,741,754,11,72,584,231,326,7,20,510,222,256,2,30,241,145,83,2,11,159,88,63,0,8,84,55,26,0,3,2.17,2.38,1.97,1.55,2.25
95WW25,1137,63,990,14,70,575,30,509,6,30,338,17,292,6,23,120,9,100,2,9,76,5,65,0,6,28,2,24,0,2,1.82,1.97,1.80,1.71,1.99
95XX01,1849,170,1539,19,121,271,20,228,2,21,573,51,487,9,26,411,42,335,3,31,405,32,337,3,33,189,25,152,2,10,2.84,2.99,2.82,2.68,2.93
95XX02,1066,102,899,9,56,303,22,272,1,8,363,36,310,4,13,170,23,132,3,12,147,14,123,0,10,83,7,62,1,13,2.41,2.53,2.35,2.56,3.16
95XX03,1057,108,868,15,66,204,24,164,5,11,404,32,350,5,17,183,20,145,2,16,194,22,160,2,10,72,10,49,1,12,2.57,2.69,2.54,2.27,2.97
95XX04,1402,140,1159,13,90,306,32,253,4,17,469,36,400,3,30,271,31,213,4,23,249,28,206,1,14,107,13,87,1,6,2.58,2.69,2.57,2.38,2.61
95XX05,1238,135,998,11,94,436,42,369,2,23,467,44,378,6,39,170,23,129,2,16,124,21,89,0,14,41,5,33,1,2,2.09,2.28,2.04,2.55,2.30
95XX06,1598,141,1275,11,171,495,45,403,4,43,482,43,381,2,56,291,25,231,2,33,232,22,184,2,24,98,6,76,1,15,2.36,2.32,2.35,2.64,2.51
95XX07,1278,131,1063,7,77,419,34,365,2,18,461,40,400,3,18,166,27,122,0,17,165,19,127,1,18,67,11,49,1,6,2.23,2.51,2.15,2.57,2.70
95XX08,1173,290,825,13,45,395,85,294,4,12,424,88,315,4,17,150,52,87,4,7,140,39,94,0,7,64,26,35,1,2,2.21,2.46,2.11,2.23,2.33
95XX09,1255,127,1057,8,63,454,41,394,4,15,420,38,358,3,21,180,18,154,0,8,141,19,105,0,17,60,11,46,1,2,2.16,2.39,2.11,1.88,2.52
95XX10,1842,164,1487,18,173,424,37,350,0,37,557,47,458,5,47,358,35,278,5,40,350,26,283,4,37,153,19,118,4,12,2.62,2.73,2.59,3.39,2.68
95XX11,2621,208,2090,32,291,733,55,600,13,65,912,70,737,11,94,442,35,335,4,68,376,30,299,0,47,158,18,119,4,17,2.38,2.53,2.35,2.13,2.54
95XX12,1002,138,792,7,65,238,30,196,1,11,408,40,339,4,25,138,26,100,1,11,143,25,102,1,15,75,17,55,0,3,2.43,2.72,2.36,2.29,2.62
95XX13,1176,128,953,14,81,297,22,253,2,20,496,40,426,9,21,165,25,121,0,19,153,24,108,3,18,65,17,45,0,3,2.33,2.84,2.24,2.29,2.56
95XX14,955,171,714,15,55,222,39,172,3,8,364,51,283,5,25,145,23,115,1,6,135,32,91,2,10,89,26,53,4,6,2.52,2.81,2.42,3.07,2.67
95XX15,1192,89,995,12,96,481,32,410,6,33,383,30,319,4,30,186,14,154,0,18,103,12,79,2,10,39,1,33,0,5,2.04,2.10,2.02,1.83,2.21
95XX16,1392,100,1210,11,71,420,40,365,6,9,610,28,545,0,37,160,19,128,3,10,147,5,130,0,12,55,8,42,2,3,2.15,2.16,2.13,2.36,2.52
95XX17,1425,299,930,32,164,583,120,389,13,61,424,86,280,11,47,214,48,132,3,31,127,29,85,3,10,77,16,44,2,15,2.10,2.13,2.07,2.09,2.23
95XX18,1348,383,839,16,110,553,141,365,10,37,414,117,257,3,37,165,52,95,2,16,139,46,83,0,10,77,27,39,1,10,2.11,2.24,2.03,1.81,2.31
95XX19,1106,223,792,12,79,340,65,242,8,25,361,53,283,0,25,164,38,114,1,11,141,35,93,2,11,100,32,60,1,7,2.38,2.63,2.31,2.00,2.39
95XX20,1363,286,932,21,124,480,100,358,6,16,389,80,268,7,34,235,52,152,2,29,170,30,107,2,31,89,24,47,4,14,2.28,2.31,2.17,2.67,2.95
95XX21,1176,163,922,16,75,339,24,291,6,18,471,59,380,3,29,141,31,98,3,9,137,20,102,1,14,88,29,51,3,5,2.31,2.88,2.19,2.63,2.45
95XX22,1010,123,801,8,78,328,40,259,2,27,374,36,313,1,24,148,20,110,3,15,114,19,83,2,10,46,8,36,0,2,2.19,2.35,2.17,2.63,2.18
95XX23,1451,224,1081,18,128,536,69,427,4,36,474,72,345,6,51,241,40,170,2,29,148,34,100,5,9,52,9,39,1,3,2.11,2.29,2.06,2.61,2.16
95XX24,1184,144,957,13,70,329,43,270,2,14,447,44,370,6,27,221,29,173,2,17,134,14,110,1,9,53,14,34,2,3,2.28,2.41,2.25,2.77,2.43
95XX25,1096,121,855,13,107,406,44,330,6,26,313,31,246,4,32,181,20,140,0,21,134,16,100,1,17,62,10,39,2,11,2.23,2.33,2.17,2.31,2.60
95YY01,861,367,469,10,15,195,82,105,2,6,231,102,124,3,2,129,46,77,2,4,160,62,93,3,2,146,75,70,0,1,2.91,3.00,2.86,2.60,2.33
95YY02,883,454,389,15,25,275,120,143,5,7,264,137,118,5,4,142,79,56,0,7,125,69,47,5,4,77,49,25,0,3,2.44,2.59,2.24,2.33,2.76
95YY03,991,621,351,7,12,187,103,79,4,1,224,126,94,1,3,165,104,59,1,1,202,129,68,1,4,213,159,51,0,3,3.14,3.31,2.86,1.86,3.42
95YY04,1270,1052,183,9,26,295,246,44,2,3,377,320,50,3,4,233,191,32,2,8,208,167,36,0,5,157,128,21,2,6,2.70,2.68,2.70,2.67,3.46
95YY05,745,461,252,6,26,281,186,86,2,7,244,138,97,1,8,93,46,40,0,7,79,55,20,1,3,48,36,9,2,1,2.19,2.21,2.10,3.17,2.35
95YY06,858,673,160,7,18,234,172,53,4,5,220,170,45,1,4,132,107,20,1,4,128,102,21,0,5,144,122,21,1,0,2.78,2.86,2.51,2.00,2.50
95YY07,912,726,179,2,5,169,131,37,0,1,208,159,46,0,3,143,112,30,0,1,185,150,34,1,0,207,174,32,1,0,3.20,3.25,3.00,4.50,2.00
95YY08,789,536,239,2,12,215,138,71,0,6,184,134,48,2,0,119,85,31,0,3,131,88,40,0,3,140,91,49,0,0,2.83,2.82,2.88,2.00,2.25
95YY09,1014,249,722,16,27,363,104,244,7,8,304,68,223,3,10,168,47,113,2,6,128,20,105,2,1,51,10,37,2,2,2.22,2.06,2.27,2.31,2.26
95YY10,705,311,388,0,6,124,70,53,0,1,205,67,135,0,3,101,36,65,0,0,136,61,74,0,1,139,77,61,0,1,3.04,3.18,2.91,0,3.17
95YY11,820,561,249,3,7,273,179,91,1,2,227,154,70,1,2,110,67,41,1,1,104,76,26,0,2,106,85,21,0,0,2.50,2.58,2.31,2.00,2.43
95YY12,932,508,408,4,12,203,117,84,0,2,246,134,105,0,7,147,74,68,2,3,163,86,75,2,0,173,97,76,0,0,2.95,2.93,2.99,3.50,2.08
95YY13,1118,1003,97,2,16,315,292,20,0,3,323,291,26,0,6,207,175,26,0,6,162,144,16,1,1,111,101,9,1,0,2.53,2.51,2.74,4.50,2.31
95YY14,1147,1000,128,6,13,305,264,37,2,2,299,260,34,1,4,194,166,25,1,2,194,170,19,2,3,155,140,13,0,2,2.70,2.71,2.58,2.50,3.00
95YY15,889,662,203,1,23,354,265,84,0,5,218,151,57,0,10,141,109,25,0,7,105,83,20,1,1,71,54,17,0,0,2.29,2.31,2.21,4.00,2.17
95YY16,798,491,298,2,7,164,102,58,0,4,207,113,94,0,0,125,79,44,2,0,142,85,55,0,2,160,112,47,0,1,2.99,3.08,2.87,3.00,2.43
95YY17,746,677,58,1,10,143,129,11,0,3,175,163,12,0,0,128,111,13,1,3,124,115,8,0,1,176,159,14,0,3,3.15,3.15,3.16,3.00,3.20
95YY18,746,554,186,0,6,168,120,46,0,2,153,111,41,0,1,102,75,25,0,2,129,92,37,0,0,194,156,37,0,1,3.18,3.26,2.97,0,2.67
95YY19,707,515,178,3,11,300,221,74,2,3,204,140,58,1,5,96,74,20,0,2,62,48,14,0,0,45,32,12,0,1,2.09,2.10,2.07,1.33,2.18
95YY20,721,680,37,0,4,149,135,12,0,2,161,153,7,0,1,98,93,4,0,1,124,116,8,0,0,189,183,6,0,0,3.23,3.26,2.78,0,1.75
95YY21,791,518,258,8,7,180,113,63,2,2,167,103,58,5,1,126,84,41,0,1,139,88,50,0,1,179,130,46,1,2,3.08,3.18,2.91,2.13,3.14
95ZZ01,994,417,560,6,11,221,88,131,1,1,288,94,185,1,8,175,65,107,2,1,179,88,90,0,1,131,82,47,2,0,2.78,3.07,2.57,3.33,2.18
95ZZ02,751,711,37,1,2,194,184,10,0,0,250,235,14,0,1,173,166,5,1,1,82,78,4,0,0,52,48,4,0,0,2.43,2.43,2.51,3.00,2.50
95ZZ03,884,536,340,0,8,332,194,133,0,5,238,136,101,0,1,130,83,47,0,0,92,60,32,0,0,92,63,27,0,2,2.35,2.43,2.21,0,2.13
95ZZ04,911,234,668,5,4,209,57,151,0,1,230,56,170,2,2,157,49,107,1,0,159,38,120,0,1,156,34,120,2,0,2.88,2.82,2.91,3.60,2.25
95ZZ05,769,346,417,3,3,210,97,111,1,1,167,70,96,1,0,126,53,73,0,0,142,62,78,1,1,124,64,59,0,1,2.84,2.91,2.79,2.33,3.33
95ZZ06,786,744,37,1,4,318,304,13,0,1,224,211,11,0,2,106,104,2,0,0,86,78,7,0,1,52,47,4,1,0,2.18,2.16,2.49,6.00,2.25
95ZZ07,1010,718,277,0,15,247,181,64,0,2,253,161,86,0,6,181,137,44,0,0,186,139,40,0,7,143,100,43,0,0,2.78,2.80,2.73,0,2.80
95ZZ08,934,627,295,3,9,270,182,82,1,5,230,156,71,1,2,139,82,57,0,0,140,95,45,0,0,155,112,40,1,2,2.77,2.81,2.70,2.67,2.11
95ZZ09,881,391,478,2,10,252,109,137,0,6,256,112,142,2,0,149,68,79,0,2,126,50,75,0,1,98,52,45,0,1,2.55,2.58,2.53,2.00,2.20
95ZZ10,1262,1092,156,5,9,398,349,47,1,1,325,271,50,2,2,222,190,31,0,1,182,164,15,1,2,135,118,13,1,3,2.51,2.52,2.37,3.20,3.44
95ZZ11,745,491,246,2,6,183,126,57,0,0,174,102,70,1,1,95,53,39,0,3,141,93,46,1,1,152,117,34,0,1,2.98,3.08,2.77,3.00,3.50
95ZZ12,868,502,362,2,2,242,145,96,0,1,269,147,121,1,0,154,84,70,0,0,113,65,46,1,1,90,61,29,0,0,2.52,2.55,2.48,3.00,2.50
95ZZ13,879,162,703,2,12,182,27,152,1,2,264,49,208,1,6,133,25,106,0,2,153,27,125,0,1,147,34,112,0,1,2.88,3.11,2.84,1.50,2.42
95ZZ14,1111,1031,68,5,7,215,194,19,1,1,327,303,22,1,1,211,196,11,2,2,209,195,10,1,3,149,143,6,0,0,2.82,2.84,2.53,2.60,3.00
95ZZ15,804,393,399,3,9,165,73,89,0,3,235,107,124,1,3,125,58,64,1,2,165,92,71,1,1,114,63,51,0,0,2.85,2.99,2.72,3.00,2.11
95ZZ16,1228,1101,111,5,11,343,305,35,0,3,310,273,36,0,1,228,210,15,1,2,199,182,13,2,2,148,131,12,2,3,2.63,2.64,2.41,4.20,3.09
