GeographyCode,DC6607NI0001,DC6607NI0002,DC6607NI0003,DC6607NI0004,DC6607NI0005,DC6607NI0006,DC6607NI0007,DC6607NI0008,DC6607NI0009,DC6607NI0010,DC6607NI0011,DC6607NI0012,DC6607NI0013,DC6607NI0014,DC6607NI0015,DC6607NI0016,DC6607NI0017,DC6607NI0018,DC6607NI0019,DC6607NI0020,DC6607NI0021,DC6607NI0022,DC6607NI0023,DC6607NI0024,DC6607NI0025,DC6607NI0026,DC6607NI0027,DC6607NI0028,DC6607NI0029,DC6607NI0030,DC6607NI0031,DC6607NI0032,DC6607NI0033,DC6607NI0034,DC6607NI0035,DC6607NI0036,DC6607NI0037,DC6607NI0038,DC6607NI0039,DC6607NI0040,DC6607NI0041,DC6607NI0042
95SS29,1837,132,1705,945,97,848,240,33,207,410,44,366,15,0,15,60,5,55,156,6,150,64,9,55,892,35,857,237,7,230,146,11,135,139,6,133,291,11,280,79,0,79
95SS30,2519,512,2007,1783,349,1434,315,86,229,1164,183,981,45,17,28,122,25,97,40,10,30,97,28,69,736,163,573,457,104,353,106,33,73,71,18,53,63,4,59,39,4,35
95TT01,1920,336,1584,1363,249,1114,246,46,200,681,119,562,56,16,40,237,41,196,76,10,66,67,17,50,557,87,470,191,24,167,153,46,107,78,6,72,76,5,71,59,6,53
95TT02,1876,269,1607,1245,203,1042,221,48,173,644,100,544,37,5,32,215,31,184,78,7,71,50,12,38,631,66,565,182,20,162,159,31,128,110,7,103,114,5,109,66,3,63
95TT03,2347,333,2014,1614,255,1359,275,46,229,927,138,789,53,7,46,186,35,151,109,12,97,64,17,47,733,78,655,240,23,217,143,33,110,106,8,98,167,8,159,77,6,71
95TT04,2059,300,1759,1368,226,1142,229,43,186,729,125,604,39,6,33,230,29,201,93,11,82,48,12,36,691,74,617,193,25,168,146,26,120,114,12,102,158,9,149,80,2,78
95TT05,2220,363,1857,1454,258,1196,283,56,227,767,117,650,35,9,26,164,35,129,128,20,108,77,21,56,766,105,661,240,40,200,168,34,134,125,14,111,166,10,156,67,7,60
95TT06,1917,293,1624,1300,216,1084,179,31,148,724,122,602,56,10,46,221,33,188,72,9,63,48,11,37,617,77,540,226,31,195,126,27,99,79,8,71,126,8,118,60,3,57
95TT07,1959,330,1629,1400,246,1154,253,44,209,726,127,599,55,8,47,229,37,192,70,5,65,67,25,42,559,84,475,200,28,172,151,36,115,70,10,60,88,4,84,50,6,44
95TT08,1981,341,1640,1398,247,1151,264,58,206,686,106,580,56,20,36,264,41,223,62,5,57,66,17,49,583,94,489,173,19,154,160,36,124,101,18,83,112,12,100,37,9,28
95TT09,2081,343,1738,1435,250,1185,257,54,203,749,124,625,54,8,46,243,41,202,84,9,75,48,14,34,646,93,553,213,36,177,166,43,123,102,7,95,102,4,98,63,3,60
95TT10,2104,221,1883,1336,161,1175,228,36,192,734,79,655,35,7,28,145,23,122,141,9,132,53,7,46,768,60,708,227,24,203,146,16,130,115,11,104,183,6,177,97,3,94
95TT11,2246,435,1811,1518,310,1208,260,45,215,777,172,605,48,8,40,318,58,260,68,9,59,47,18,29,728,125,603,233,34,199,183,48,135,122,24,98,131,9,122,59,10,49
95TT12,1824,279,1545,1233,208,1025,240,37,203,664,107,557,33,6,27,198,32,166,59,16,43,39,10,29,591,71,520,209,18,191,120,31,89,82,11,71,110,4,106,70,7,63
95TT13,2142,261,1881,1412,193,1219,287,41,246,795,112,683,13,3,10,118,15,103,131,9,122,68,13,55,730,68,662,226,18,208,148,27,121,101,9,92,179,4,175,76,10,66
95TT14,1627,217,1410,1053,138,915,216,36,180,595,68,527,19,8,11,92,12,80,74,10,64,57,4,53,574,79,495,223,44,179,95,10,85,77,11,66,125,10,115,54,4,50
95TT15,1695,228,1467,1104,154,950,185,27,158,583,82,501,34,5,29,189,27,162,71,5,66,42,8,34,591,74,517,210,28,182,126,27,99,99,9,90,112,5,107,44,5,39
95TT16,1961,283,1678,1272,192,1080,211,33,178,654,108,546,38,6,32,231,24,207,81,5,76,57,16,41,689,91,598,233,31,202,174,38,136,105,13,92,111,1,110,66,8,58
95UU01,806,111,695,520,84,436,108,17,91,229,37,192,16,6,10,100,19,81,52,3,49,15,2,13,286,27,259,101,9,92,44,9,35,47,5,42,60,1,59,34,3,31
95UU02,735,76,659,469,52,417,109,11,98,210,20,190,19,4,15,64,7,57,52,7,45,15,3,12,266,24,242,138,15,123,21,4,17,32,1,31,52,1,51,23,3,20
95UU03,615,181,434,372,112,260,66,25,41,159,40,119,21,13,8,77,20,57,36,9,27,13,5,8,243,69,174,142,46,96,31,13,18,15,3,12,38,5,33,17,2,15
95UU04,535,74,461,300,48,252,57,12,45,144,24,120,10,1,9,33,8,25,52,2,50,4,1,3,235,26,209,97,15,82,28,4,24,29,1,28,47,1,46,34,5,29
95UU05,693,123,570,464,97,367,89,19,70,213,48,165,15,3,12,95,20,75,35,5,30,17,2,15,229,26,203,94,10,84,42,10,32,30,1,29,47,2,45,16,3,13
95UU06,1094,206,888,672,131,541,137,25,112,339,72,267,27,2,25,84,19,65,61,8,53,24,5,19,422,75,347,190,44,146,99,22,77,47,5,42,63,2,61,23,2,21
95UU07,612,125,487,420,93,327,68,18,50,179,36,143,29,7,22,108,22,86,20,8,12,16,2,14,192,32,160,90,16,74,23,6,17,32,5,27,35,4,31,12,1,11
95UU08,899,159,740,573,109,464,92,21,71,305,57,248,24,7,17,81,16,65,56,6,50,15,2,13,326,50,276,145,27,118,47,13,34,39,4,35,61,2,59,34,4,30
95UU09,1191,225,966,783,164,619,155,37,118,358,80,278,24,5,19,137,28,109,77,6,71,32,8,24,408,61,347,161,33,128,91,17,74,53,4,49,72,5,67,31,2,29
95UU10,874,167,707,565,119,446,107,19,88,271,68,203,21,6,15,100,16,84,38,4,34,28,6,22,309,48,261,131,31,100,59,7,52,44,5,39,56,3,53,19,2,17
95UU11,720,143,577,498,107,391,91,11,80,199,52,147,19,6,13,125,23,102,38,7,31,26,8,18,222,36,186,92,19,73,54,12,42,26,3,23,27,1,26,23,1,22
95UU12,941,128,813,577,95,482,135,24,111,267,42,225,17,6,11,69,8,61,68,9,59,21,6,15,364,33,331,137,13,124,58,10,48,46,4,42,85,5,80,38,1,37
95UU13,676,131,545,424,97,327,80,22,58,166,34,132,31,8,23,105,23,82,28,3,25,14,7,7,252,34,218,100,16,84,42,9,33,28,2,26,57,3,54,25,4,21
95UU14,1285,159,1126,761,107,654,160,27,133,354,57,297,25,4,21,92,6,86,116,12,104,14,1,13,524,52,472,192,21,171,93,18,75,73,4,69,129,4,125,37,5,32
95UU15,699,101,598,439,73,366,78,19,59,193,25,168,20,6,14,88,15,73,48,4,44,12,4,8,260,28,232,90,9,81,41,13,28,35,1,34,65,3,62,29,2,27
95VV01,2313,396,1917,1557,288,1269,308,70,238,734,131,603,56,13,43,284,45,239,119,10,109,56,19,37,756,108,648,301,44,257,108,26,82,123,16,107,157,12,145,67,10,57
95VV02,1570,175,1395,862,130,732,184,27,157,459,69,390,14,2,12,45,8,37,118,8,110,42,16,26,708,45,663,207,12,195,76,13,63,99,8,91,241,7,234,85,5,80
95VV03,1790,189,1601,1063,146,917,232,33,199,509,65,444,28,5,23,104,23,81,126,9,117,64,11,53,727,43,684,224,13,211,89,10,79,123,5,118,212,8,204,79,7,72
95VV04,2183,362,1821,1515,287,1228,278,60,218,686,129,557,44,9,35,343,63,280,107,12,95,57,14,43,668,75,593,228,26,202,131,31,100,127,7,120,128,7,121,54,4,50
95VV05,3072,585,2487,2174,430,1744,410,73,337,1060,205,855,97,31,66,340,70,270,150,18,132,117,33,84,898,155,743,281,52,229,226,57,169,169,25,144,137,11,126,85,10,75
95VV06,2422,372,2050,1600,281,1319,289,44,245,744,126,618,62,11,51,218,41,177,181,22,159,106,37,69,822,91,731,238,28,210,151,25,126,140,14,126,181,9,172,112,15,97
95VV07,3161,528,2633,2043,373,1670,408,81,327,1025,171,854,55,13,42,232,51,181,212,29,183,111,28,83,1118,155,963,347,66,281,226,42,184,167,23,144,268,15,253,110,9,101
95VV08,2119,324,1795,1293,233,1060,278,56,222,521,95,426,53,8,45,199,35,164,201,27,174,41,12,29,826,91,735,197,19,178,179,34,145,168,19,149,197,6,191,85,13,72
95VV09,1962,264,1698,1173,203,970,234,34,200,494,98,396,35,6,29,135,28,107,207,18,189,68,19,49,789,61,728,199,13,186,127,21,106,120,7,113,235,12,223,108,8,100
95VV10,2297,297,2000,1399,210,1189,314,49,265,709,94,615,25,4,21,70,13,57,203,27,176,78,23,55,898,87,811,221,23,198,153,32,121,151,12,139,273,13,260,100,7,93
95VV11,3169,584,2585,2245,445,1800,436,89,347,1202,229,973,82,18,64,243,50,193,147,18,129,135,41,94,924,139,785,304,52,252,213,46,167,154,27,127,166,7,159,87,7,80
95VV12,2258,256,2002,1446,178,1268,311,19,292,749,96,653,42,9,33,122,16,106,138,17,121,84,21,63,812,78,734,245,15,230,128,21,107,145,8,137,211,21,190,83,13,70
95VV13,2402,428,1974,1690,338,1352,334,72,262,786,150,636,72,22,50,314,62,252,94,9,85,90,23,67,712,90,622,231,31,200,153,31,122,142,15,127,145,10,135,41,3,38
95VV14,2496,389,2107,1664,292,1372,289,50,239,933,160,773,45,8,37,166,36,130,148,17,131,83,21,62,832,97,735,292,39,253,127,29,98,121,4,117,206,11,195,86,14,72
95VV15,2298,254,2044,1435,176,1259,292,38,254,775,91,684,29,3,26,87,13,74,162,14,148,90,17,73,863,78,785,219,20,199,167,27,140,127,8,119,268,13,255,82,10,72
95VV16,2274,322,1952,1487,234,1253,308,44,264,718,107,611,67,12,55,194,39,155,123,14,109,77,18,59,787,88,699,234,22,212,170,29,141,126,11,115,159,15,144,98,11,87
95VV17,2985,484,2501,1994,378,1616,426,81,345,905,167,738,80,18,62,261,63,198,196,19,177,126,30,96,991,106,885,281,34,247,210,38,172,186,15,171,229,12,217,85,7,78
95VV18,2648,415,2233,1746,290,1456,349,72,277,899,142,757,45,15,30,270,37,233,129,11,118,54,13,41,902,125,777,314,41,273,157,44,113,138,19,119,216,14,202,77,7,70
95VV19,2107,298,1809,1313,207,1106,256,44,212,638,96,542,26,3,23,203,28,175,137,16,121,53,20,33,794,91,703,273,31,242,114,26,88,147,11,136,179,8,171,81,15,66
95VV20,2105,401,1704,1400,286,1114,259,57,202,612,114,498,48,13,35,341,74,267,86,12,74,54,16,38,705,115,590,213,31,182,120,35,85,120,22,98,160,9,151,92,18,74
95VV21,2772,443,2329,1983,333,1650,388,67,321,927,161,766,87,14,73,359,48,311,120,14,106,102,29,73,789,110,679,209,28,181,172,29,143,163,28,135,172,15,157,73,10,63
95VV22,1954,317,1637,1294,246,1048,273,61,212,565,104,461,59,7,52,224,47,177,119,11,108,54,16,38,660,71,589,168,14,154,131,30,101,117,8,109,162,14,148,82,5,77
95VV23,2100,382,1718,1304,238,1066,230,43,187,640,112,528,69,14,55,210,45,165,108,14,94,47,10,37,796,144,652,268,63,205,158,34,124,120,15,105,159,10,149,91,22,69
95VV24,2230,370,1860,1360,237,1123,256,46,210,660,101,559,56,11,45,201,44,157,135,20,115,52,15,37,870,133,737,334,55,279,140,33,107,119,16,103,218,22,196,59,7,52
95VV25,2540,443,2097,1592,320,1272,309,60,249,761,162,599,68,16,52,211,44,167,176,21,155,67,17,50,948,123,825,266,37,229,190,54,136,178,19,159,207,8,199,107,5,102
95VV26,2480,420,2060,1663,299,1364,330,60,270,752,145,607,68,8,60,310,48,262,135,20,115,68,18,50,817,121,696,213,31,182,177,45,132,152,18,134,191,14,177,84,13,71
95VV27,1727,201,1526,1077,137,940,226,24,202,569,70,499,28,4,24,53,8,45,155,17,138,46,14,32,650,64,586,239,18,221,70,9,61,89,9,80,185,14,171,67,14,53
95VV28,2590,345,2245,1722,259,1463,344,57,287,934,130,804,33,4,29,137,24,113,176,21,155,98,23,75,868,86,782,324,35,289,140,25,115,138,14,124,205,5,200,61,7,54
95VV29,2285,369,1916,1632,295,1337,321,63,258,750,132,618,65,15,50,301,47,254,113,19,94,82,19,63,653,74,579,214,21,193,135,26,109,112,13,99,132,7,125,60,7,53
95VV30,2251,370,1881,1481,254,1227,296,47,249,819,125,694,39,10,29,128,24,104,94,15,79,105,33,72,770,116,654,288,65,223,124,22,102,100,15,85,180,7,173,78,7,71
95WW01,1976,308,1668,1345,242,1103,261,49,212,814,126,688,25,5,20,71,25,46,112,16,96,62,21,41,631,66,565,292,33,259,106,21,85,80,6,74,117,4,113,36,2,34
95WW02,2728,387,2341,1842,295,1547,405,63,342,1094,173,921,30,9,21,103,12,91,111,12,99,99,26,73,886,92,794,383,44,339,136,31,105,131,9,122,177,5,172,59,3,56
95WW03,2606,314,2292,1899,245,1654,349,44,305,1210,149,1061,52,11,41,109,16,93,110,14,96,69,11,58,707,69,638,328,27,301,97,25,72,88,3,85,146,12,134,48,2,46
95WW04,2130,251,1879,1443,169,1274,275,32,243,914,108,806,28,2,26,54,6,48,90,7,83,82,14,68,687,82,605,365,42,323,88,23,65,85,8,77,104,5,99,45,4,41
95WW05,2052,281,1771,1424,216,1208,299,38,261,854,130,724,30,1,29,99,19,80,68,8,60,74,20,54,628,65,563,331,40,291,87,13,74,59,5,54,114,4,110,37,3,34
95WW06,2322,480,1842,1682,361,1321,309,64,245,967,202,765,65,19,46,249,52,197,34,5,29,58,19,39,640,119,521,341,55,286,123,44,79,77,10,67,69,4,65,30,6,24
95WW07,3042,585,2457,2246,436,1810,449,94,355,1337,238,1099,70,18,52,221,51,170,68,10,58,101,25,76,796,149,647,407,78,329,154,43,111,93,17,76,103,7,96,39,4,35
95WW08,1880,274,1606,1257,195,1062,282,50,232,756,113,643,30,12,18,84,5,79,51,4,47,54,11,43,623,79,544,364,45,319,96,11,85,55,9,46,72,8,64,36,6,30
95WW09,1855,254,1601,1094,172,922,214,34,180,639,96,543,29,8,21,57,8,49,88,9,79,67,17,50,761,82,679,434,55,379,71,11,60,84,5,79,122,5,117,50,6,44
95WW10,2080,283,1797,1411,225,1186,303,47,256,844,128,716,29,7,22,74,13,61,92,10,82,69,20,49,669,58,611,299,20,279,96,20,76,86,7,79,148,9,139,40,2,38
95WW11,2255,380,1875,1617,281,1336,317,64,253,935,154,781,42,7,35,134,16,118,63,10,53,126,30,96,638,99,539,322,49,273,147,35,112,57,8,49,84,4,80,28,3,25
95WW12,1687,144,1543,1056,109,947,263,35,228,559,44,515,15,3,12,55,8,47,124,12,112,40,7,33,631,35,596,237,16,221,58,6,52,88,3,85,197,5,192,51,5,46
95WW13,2710,459,2251,2024,339,1685,391,75,316,1209,187,1022,67,21,46,232,34,198,63,7,56,62,15,47,686,120,566,353,67,286,133,33,100,78,7,71,82,5,77,40,8,32
95WW14,1578,111,1467,957,90,867,238,24,214,524,43,481,17,1,16,32,2,30,108,12,96,38,8,30,621,21,600,184,3,181,72,6,66,109,4,105,198,5,193,58,3,55
95WW15,2401,329,2072,1732,252,1480,398,56,342,1001,130,871,34,7,27,111,19,92,80,12,68,108,28,80,669,77,592,329,36,293,125,25,100,73,5,68,111,8,103,31,3,28
95WW16,2084,240,1844,1476,181,1295,319,35,284,872,103,769,24,1,23,71,12,59,95,11,84,95,19,76,608,59,549,274,24,250,94,16,78,69,7,62,135,9,126,36,3,33
95WW17,1702,234,1468,1090,157,933,268,30,238,621,87,534,26,6,20,71,11,60,58,11,47,46,12,34,612,77,535,346,55,291,66,10,56,54,4,50,106,4,102,40,4,36
95WW18,1573,221,1352,1039,150,889,213,39,174,640,80,560,23,1,22,65,5,60,56,10,46,42,15,27,534,71,463,302,50,252,65,7,58,52,1,51,75,7,68,40,6,34
95WW19,4467,932,3535,3260,687,2573,653,153,500,1949,375,1574,102,32,70,248,47,201,111,20,91,197,60,137,1207,245,962,591,121,470,316,84,232,114,20,94,121,9,112,65,11,54
95WW20,6084,939,5145,4857,751,4106,880,128,752,3043,443,2600,131,35,96,391,71,320,151,24,127,261,50,211,1227,188,1039,472,68,404,342,72,270,147,25,122,186,13,173,80,10,70
95WW21,2506,325,2181,1713,252,1461,389,53,336,988,155,833,32,3,29,84,9,75,149,14,135,71,18,53,793,73,720,287,23,264,135,24,111,97,10,87,204,13,191,70,3,67
95WW22,2222,302,1920,1470,221,1249,347,50,297,845,123,722,30,2,28,73,16,57,99,11,88,76,19,57,752,81,671,309,26,283,114,26,88,93,11,82,179,11,168,57,7,50
95WW23,3853,952,2901,2428,618,1810,329,73,256,1061,201,860,59,12,47,130,22,108,84,18,66,765,292,473,1425,334,1091,363,78,285,814,238,576,94,9,85,100,4,96,54,5,49
95WW24,2480,269,2211,1599,195,1404,336,33,303,903,116,787,24,1,23,65,10,55,181,20,161,90,15,75,881,74,807,324,37,287,111,10,101,119,12,107,232,11,221,95,4,91
95WW25,1518,168,1350,898,123,775,176,22,154,527,66,461,28,7,21,38,5,33,100,13,87,29,10,19,620,45,575,278,17,261,52,12,40,73,8,65,184,6,178,33,2,31
95XX01,3966,693,3273,2998,509,2489,633,127,506,1723,253,1470,110,22,88,226,37,189,109,24,85,197,46,151,968,184,784,487,92,395,223,66,157,111,13,98,110,7,103,37,6,31
95XX02,1848,483,1365,1291,323,968,246,65,181,650,143,507,89,31,58,196,50,146,55,13,42,55,21,34,557,160,397,335,93,242,109,48,61,51,10,41,31,4,27,31,5,26
95XX03,2072,376,1696,1385,251,1134,305,49,256,777,142,635,53,11,42,111,20,91,61,6,55,78,23,55,687,125,562,439,91,348,102,23,79,67,4,63,59,4,55,20,3,17
95XX04,2731,447,2284,1991,297,1694,422,77,345,1188,154,1034,50,12,38,126,16,110,97,10,87,108,28,80,740,150,590,399,82,317,132,46,86,77,13,64,88,4,84,44,5,39
95XX05,1949,341,1608,1226,215,1011,273,60,213,665,98,567,48,8,40,99,17,82,81,15,66,60,17,43,723,126,597,440,78,362,75,17,58,58,15,43,117,10,107,33,6,27
95XX06,2734,391,2343,1907,285,1622,461,75,386,1055,140,915,53,13,40,111,20,91,133,18,115,94,19,75,827,106,721,383,49,334,130,27,103,106,14,92,152,11,141,56,5,51
95XX07,2013,439,1574,1296,270,1026,286,70,216,701,136,565,76,18,58,106,22,84,70,8,62,57,16,41,717,169,548,472,116,356,95,27,68,59,13,46,61,6,55,30,7,23
95XX08,1876,362,1514,1235,245,990,284,52,232,700,138,562,42,16,26,98,20,78,50,6,44,61,13,48,641,117,524,432,69,363,94,32,62,36,11,25,48,2,46,31,3,28
95XX09,1901,373,1528,1243,257,986,244,57,187,724,145,579,56,5,51,110,26,84,62,13,49,47,11,36,658,116,542,433,84,349,76,18,58,51,6,45,65,6,59,33,2,31
95XX10,3437,481,2956,2567,379,2188,579,85,494,1472,210,1262,75,20,55,168,23,145,150,17,133,123,24,99,870,102,768,343,31,312,166,38,128,144,18,126,166,8,158,51,7,44
95XX11,4600,635,3965,3388,502,2886,694,85,609,2027,299,1728,86,15,71,259,40,219,199,27,172,123,36,87,1212,133,1079,425,40,385,193,47,146,179,19,160,321,21,300,94,6,88
95XX12,1927,548,1379,1136,309,827,193,59,134,527,117,410,61,24,37,231,60,171,52,19,33,72,30,42,791,239,552,419,109,310,141,45,96,81,30,51,68,12,56,82,43,39
95XX13,1970,456,1514,1215,267,948,231,66,165,643,123,520,78,23,55,198,39,159,37,9,28,28,7,21,755,189,566,523,135,388,83,22,61,82,17,65,40,5,35,27,10,17
95XX14,1792,468,1324,1166,273,893,199,52,147,605,133,472,72,26,46,198,37,161,36,11,25,56,14,42,626,195,431,385,116,269,102,34,68,80,28,52,23,2,21,36,15,21
95XX15,1859,208,1651,1180,148,1032,241,33,208,668,65,603,32,9,23,69,9,60,117,22,95,53,10,43,679,60,619,327,33,294,58,8,50,68,5,63,179,8,171,47,6,41
95XX16,2296,404,1892,1368,232,1136,291,56,235,736,109,627,66,20,46,166,20,146,61,11,50,48,16,32,928,172,756,669,122,547,69,23,46,74,15,59,80,5,75,36,7,29
95XX17,2383,399,1984,1690,279,1411,275,58,217,975,136,839,61,15,46,141,24,117,166,21,145,72,25,47,693,120,573,315,52,263,104,32,72,69,14,55,132,10,122,73,12,61
95XX18,2239,477,1762,1603,336,1267,259,55,204,1018,190,828,54,20,34,142,40,102,67,9,58,63,22,41,636,141,495,294,62,232,112,33,79,86,29,57,109,11,98,35,6,29
95XX19,1935,524,1411,1260,333,927,240,74,166,654,153,501,73,27,46,184,55,129,58,13,45,51,11,40,675,191,484,382,102,280,105,42,63,76,28,48,77,8,69,35,11,24
95XX20,2448,349,2099,1767,273,1494,317,49,268,1161,169,992,46,10,36,71,14,57,119,19,100,53,12,41,681,76,605,220,27,193,85,16,69,137,13,124,152,11,141,87,9,78
95XX21,2007,507,1500,1169,291,878,230,63,167,580,137,443,74,24,50,175,37,138,47,11,36,63,19,44,838,216,622,506,144,362,121,42,79,57,15,42,113,5,108,41,10,31
95XX22,1711,244,1467,1175,178,997,261,38,223,707,104,603,31,5,26,61,9,52,60,10,50,55,12,43,536,66,470,326,35,291,63,17,46,35,4,31,85,6,79,27,4,23
95XX23,2390,313,2077,1765,228,1537,337,33,304,1108,147,961,41,4,37,101,10,91,121,22,99,57,12,45,625,85,540,258,32,226,107,25,82,63,9,54,146,8,138,51,11,40
95XX24,2010,352,1658,1298,243,1055,321,59,262,738,133,605,35,9,26,101,20,81,54,7,47,49,15,34,712,109,603,477,65,412,81,27,54,60,7,53,69,6,63,25,4,21
95XX25,1754,205,1549,1150,146,1004,255,36,219,609,65,544,21,3,18,85,9,76,126,19,107,54,14,40,604,59,545,259,28,231,83,13,70,89,8,81,130,9,121,43,1,42
95YY01,1730,369,1361,1147,256,891,192,42,150,570,128,442,37,9,28,238,51,187,66,9,57,44,17,27,583,113,470,199,45,154,137,42,95,67,7,60,126,8,118,54,11,43
95YY02,1648,276,1372,971,183,788,179,38,141,557,95,462,18,4,14,79,16,63,81,13,68,57,17,40,677,93,584,225,39,186,110,21,89,88,11,77,203,17,186,51,5,46
95YY03,2206,397,1809,1508,288,1220,222,45,177,747,146,601,81,21,60,326,47,279,72,7,65,60,22,38,698,109,589,223,36,187,138,30,108,107,12,95,157,11,146,73,20,53
95YY04,2509,383,2126,1637,270,1367,337,49,288,930,145,785,39,6,33,134,28,106,131,19,112,66,23,43,872,113,759,299,46,253,145,36,109,110,7,103,247,21,226,71,3,68
95YY05,1210,217,993,730,136,594,149,43,106,393,66,327,27,2,25,86,13,73,58,8,50,17,4,13,480,81,399,225,46,179,62,18,44,42,5,37,116,7,109,35,5,30
95YY06,1696,240,1456,1058,174,884,189,33,156,499,71,428,49,12,37,178,38,140,89,5,84,54,15,39,638,66,572,188,25,163,117,30,87,78,2,76,181,4,177,74,5,69
95YY07,2047,365,1682,1285,266,1019,219,44,175,628,130,498,41,8,33,219,39,180,107,18,89,71,27,44,762,99,663,222,28,194,179,45,134,89,6,83,189,10,179,83,10,73
95YY08,1604,251,1353,1049,193,856,177,42,135,505,84,421,38,7,31,191,34,157,105,12,93,33,14,19,555,58,497,180,16,164,105,26,79,76,4,72,135,8,127,59,4,55
95YY09,1779,346,1433,1078,215,863,217,46,171,622,105,517,32,7,25,85,22,63,81,15,66,41,20,21,701,131,570,291,63,228,111,39,72,62,8,54,176,15,161,61,6,55
95YY10,1587,372,1215,1109,265,844,183,56,127,563,114,449,41,17,24,218,46,172,59,12,47,45,20,25,478,107,371,196,31,165,120,58,62,42,7,35,78,7,71,42,4,38
95YY11,1508,220,1288,915,169,746,175,32,143,441,84,357,27,7,20,140,23,117,95,11,84,37,12,25,593,51,542,184,9,175,92,23,69,80,8,72,153,7,146,84,4,80
95YY12,1932,432,1500,1330,322,1008,222,60,162,702,152,550,54,12,42,237,54,183,64,15,49,51,29,22,602,110,492,197,35,162,149,51,98,85,9,76,114,9,105,57,6,51
95YY13,2106,238,1868,1239,155,1084,257,26,231,693,94,599,35,4,31,101,12,89,112,6,106,41,13,28,867,83,784,296,30,266,135,23,112,122,11,111,226,12,214,88,7,81
95YY14,2251,349,1902,1516,251,1265,273,37,236,815,118,697,43,14,29,169,29,140,121,17,104,95,36,59,735,98,637,197,30,167,162,36,126,120,11,109,181,12,169,75,9,66
95YY15,1439,182,1257,797,124,673,196,27,169,384,64,320,23,2,21,50,9,41,115,14,101,29,8,21,642,58,584,176,21,155,90,14,76,108,6,102,198,12,186,70,5,65
95YY16,1711,340,1371,1179,267,912,207,46,161,568,140,428,51,13,38,243,41,202,60,10,50,50,17,33,532,73,459,179,21,158,123,37,86,74,6,68,102,6,96,54,3,51
95YY17,1648,325,1323,1132,252,880,188,47,141,503,110,393,40,8,32,262,52,210,92,14,78,47,21,26,516,73,443,140,17,123,113,30,83,77,14,63,123,2,121,63,10,53
95YY18,1641,296,1345,1082,223,859,172,43,129,491,96,395,41,12,29,224,46,178,92,11,81,62,15,47,559,73,486,145,10,135,141,38,103,84,10,74,117,8,109,72,7,65
95YY19,1086,148,938,671,100,571,133,20,113,362,46,316,21,4,17,67,13,54,57,3,54,31,14,17,415,48,367,149,23,126,49,12,37,54,7,47,120,3,117,43,3,40
95YY20,1692,331,1361,1065,238,827,180,44,136,505,113,392,42,11,31,218,52,166,79,9,70,41,9,32,627,93,534,159,23,136,161,44,117,84,11,73,151,9,142,72,6,66
95YY21,1693,281,1412,1195,208,987,173,27,146,615,114,501,51,9,42,237,36,201,72,8,64,47,14,33,498,73,425,171,17,154,109,34,75,69,8,61,96,7,89,53,7,46
95ZZ01,1999,297,1702,1277,217,1060,231,43,188,655,106,549,40,6,34,176,32,144,121,15,106,54,15,39,722,80,642,259,26,233,128,27,101,104,7,97,157,9,148,74,11,63
95ZZ02,1315,149,1166,670,97,573,178,16,162,293,51,242,15,0,15,25,3,22,123,16,107,36,11,25,645,52,593,162,18,144,105,14,91,105,7,98,205,10,195,68,3,65
95ZZ03,1533,178,1355,784,111,673,158,31,127,357,45,312,12,1,11,110,13,97,122,11,111,25,10,15,749,67,682,239,24,215,115,26,89,110,7,103,226,6,220,59,4,55
95ZZ04,1911,281,1630,1260,218,1042,257,60,197,567,94,473,42,9,33,240,35,205,106,10,96,48,10,38,651,63,588,214,14,200,124,31,93,103,10,93,152,5,147,58,3,55
95ZZ05,1559,239,1320,970,191,779,170,35,135,477,104,373,31,10,21,178,25,153,89,14,75,25,3,22,589,48,541,170,15,155,121,17,104,100,7,93,132,4,128,66,5,61
95ZZ06,1231,142,1089,560,96,464,140,21,119,201,32,169,7,3,4,33,10,23,159,22,137,20,8,12,671,46,625,200,16,184,80,12,68,81,7,74,204,4,200,106,7,99
95ZZ07,2038,262,1776,1248,199,1049,244,47,197,583,92,491,40,5,35,157,26,131,164,12,152,60,17,43,790,63,727,239,25,214,141,24,117,134,4,130,190,6,184,86,4,82
95ZZ08,1878,230,1648,1062,159,903,206,43,163,457,63,394,49,8,41,182,27,155,139,11,128,29,7,22,816,71,745,212,15,197,161,28,133,134,17,117,229,6,223,80,5,75
95ZZ09,1605,237,1368,961,175,786,192,39,153,446,76,370,23,6,17,135,27,108,131,16,115,34,11,23,644,62,582,204,25,179,93,16,77,105,9,96,179,8,171,63,4,59
95ZZ10,2300,282,2018,1420,185,1235,297,29,268,672,103,569,34,8,26,148,14,134,189,14,175,80,17,63,880,97,783,302,41,261,139,28,111,116,10,106,227,12,215,96,6,90
95ZZ11,1566,333,1233,1032,254,778,178,33,145,476,125,351,47,10,37,208,42,166,75,12,63,48,32,16,534,79,455,174,16,158,108,31,77,76,15,61,116,11,105,60,6,54
95ZZ12,1590,193,1397,906,133,773,164,19,145,463,76,387,26,2,24,103,22,81,114,7,107,36,7,29,684,60,624,224,25,199,85,12,73,96,7,89,207,9,198,72,7,65
95ZZ13,1826,277,1549,1196,211,985,219,47,172,606,109,497,31,3,28,211,31,180,77,10,67,52,11,41,630,66,564,191,23,168,104,24,80,99,7,92,157,2,155,79,10,69
