GeographyCode,QS605NI0001,QS605NI0002,QS605NI0003,QS605NI0004,QS605NI0005,QS605NI0006,QS605NI0007,QS605NI0008,QS605NI0009,QS605NI0010,QS605NI0011,QS605NI0012,QS605NI0013,QS605NI0014,QS605NI0015,QS605NI0016,QS605NI0017,QS605NI0018,QS605NI0019,QS605NI0020,QS605NI0021,QS605NI0022,QS605NI0023,QS605NI0024,QS605NI0025,QS605NI0026,QS605NI0027,QS605NI0028,QS605NI0029,QS605NI0030,QS605NI0031,QS605NI0032,QS605NI0033,QS605NI0034,QS605NI0035
N00003385,222,26,15,11,77,9,28,24,16,18,2,2,0,5,9,40,33,7,22,5,11,1,5,7,5,2,13,12,1,8,4,4,11,2,9
N00003386,157,19,16,3,24,2,8,5,9,15,1,0,0,1,13,21,17,4,14,1,2,8,3,16,10,6,18,14,4,14,5,9,16,0,16
N00003387,151,33,19,14,41,6,11,8,16,21,2,3,1,2,13,27,23,4,7,1,4,1,1,5,4,1,9,8,1,2,1,1,6,0,6
N00003388,150,24,17,7,43,8,16,7,12,11,1,1,1,1,7,28,25,3,8,3,2,2,1,6,4,2,17,13,4,5,3,2,8,0,8
N00003389,191,28,16,12,76,14,26,21,15,29,6,0,0,2,21,28,26,2,6,1,0,2,3,8,7,1,7,7,0,1,1,0,8,0,8
N00003390,168,17,12,5,46,9,16,9,12,9,0,1,0,0,8,34,30,4,14,1,3,5,5,15,11,4,18,16,2,5,1,4,10,0,10
N00003391,180,20,10,10,44,4,18,9,13,16,1,1,2,5,7,28,22,6,15,0,7,6,2,13,8,5,13,11,2,15,2,13,16,5,11
N00003392,205,32,23,9,46,5,19,6,16,21,1,1,1,5,13,30,29,1,34,14,12,7,1,14,12,2,12,11,1,4,0,4,12,4,8
N00003393,193,33,22,11,41,7,8,12,14,18,1,2,1,1,13,26,21,5,25,7,8,6,4,19,15,4,14,12,2,8,4,4,9,1,8
N00003394,192,27,21,6,54,3,20,12,19,23,2,1,1,3,16,30,23,7,22,7,5,9,1,12,12,0,11,11,0,3,0,3,10,4,6
N00003395,133,22,19,3,37,6,8,5,18,19,1,2,0,11,5,11,10,1,11,1,3,4,3,9,6,3,10,9,1,6,1,5,8,3,5
N00003396,211,49,36,13,61,9,18,13,21,17,1,2,0,4,10,24,18,6,21,6,5,6,4,12,10,2,10,10,0,8,5,3,9,2,7
N00003397,103,13,8,5,13,2,6,1,4,10,0,2,1,1,6,17,12,5,11,0,2,4,5,6,4,2,16,11,5,8,5,3,9,0,9
N00003398,198,14,10,4,36,7,8,13,8,16,2,1,0,2,11,39,37,2,17,0,8,4,5,15,11,4,31,26,5,12,3,9,18,0,18
N00003399,179,16,11,5,27,3,8,11,5,19,3,4,2,2,8,28,24,4,16,2,6,5,3,21,17,4,21,18,3,11,3,8,20,0,20
N00003400,209,19,10,9,50,4,10,23,13,25,4,4,0,4,13,42,29,13,18,0,6,9,3,19,17,2,19,14,5,9,3,6,8,0,8
N00003401,184,17,13,4,46,7,12,16,11,17,2,3,1,4,7,36,30,6,12,0,6,3,3,14,10,4,21,20,1,10,3,7,11,0,11
N00003402,107,4,3,1,4,1,0,2,1,7,1,2,0,1,3,18,17,1,15,0,8,5,2,18,15,3,15,13,2,8,2,6,18,1,17
N00003403,71,6,2,4,3,0,1,0,2,3,0,0,0,0,3,9,6,3,9,2,2,5,0,10,6,4,10,9,1,7,3,4,14,1,13
N00003404,73,4,3,1,4,0,2,2,0,6,3,1,0,1,1,9,5,4,8,0,0,5,3,15,11,4,9,9,0,10,2,8,8,0,8
N00003405,106,5,4,1,12,2,3,4,3,7,0,4,0,0,3,10,9,1,13,0,3,6,4,8,7,1,20,17,3,11,6,5,20,0,20
N00003406,140,6,5,1,12,5,4,2,1,14,3,2,1,0,8,24,20,4,12,0,5,3,4,17,9,8,14,14,0,20,8,12,21,5,16
N00003407,299,28,16,12,59,9,24,13,13,37,4,5,3,2,23,53,45,8,34,5,7,9,13,21,13,8,30,27,3,15,4,11,22,4,18
N00003408,243,24,14,10,33,5,12,7,9,29,2,0,1,3,23,52,43,9,27,1,10,10,6,14,10,4,12,11,1,27,10,17,25,5,20
N00003409,175,13,9,4,19,7,6,4,2,11,3,3,2,0,3,24,20,4,28,2,12,5,9,17,11,6,21,19,2,25,9,16,17,2,15
N00003410,352,31,19,12,48,15,14,6,13,32,6,6,2,5,13,52,41,11,36,2,13,11,10,33,20,13,49,43,6,36,22,14,35,6,29
N00003411,156,11,8,3,25,10,9,3,3,15,3,1,1,0,10,33,30,3,18,0,9,6,3,13,7,6,12,12,0,13,6,7,16,0,16
N00003412,121,5,3,2,12,4,3,2,3,8,2,0,2,1,3,17,11,6,8,1,3,3,1,16,10,6,14,13,1,13,3,10,28,3,25
N00003413,141,11,10,1,3,2,1,0,0,8,1,2,0,0,5,18,17,1,16,2,4,6,4,17,14,3,31,28,3,13,7,6,24,0,24
N00003414,172,16,10,6,23,10,6,2,5,19,0,2,8,2,7,43,36,7,15,0,5,6,4,20,13,7,13,11,2,6,3,3,17,0,17
N00003415,142,9,6,3,6,3,0,1,2,15,4,2,1,2,6,22,17,5,14,1,6,5,2,15,9,6,24,20,4,20,11,9,17,3,14
N00003416,128,12,6,6,6,3,0,2,1,8,3,2,0,0,3,13,7,6,14,0,6,3,5,24,21,3,21,19,2,11,6,5,19,1,18
N00003417,87,8,6,2,6,0,2,2,2,9,2,0,1,1,5,13,11,2,10,0,3,4,3,8,7,1,9,8,1,7,2,5,17,2,15
N00003418,102,3,3,0,9,2,4,0,3,6,1,1,0,1,3,15,14,1,15,0,6,6,3,9,7,2,10,9,1,18,10,8,17,2,15
N00003419,145,15,11,4,23,6,9,1,7,14,4,2,2,2,4,27,23,4,15,1,5,7,2,12,7,5,20,18,2,10,4,6,9,0,9
N00003420,121,10,6,4,10,1,5,0,4,11,3,3,0,0,5,7,7,0,9,0,3,3,3,21,18,3,24,22,2,7,6,1,22,2,20
N00003421,122,5,4,1,7,3,2,0,2,9,2,0,1,2,4,10,9,1,17,0,7,4,6,23,18,5,14,11,3,12,9,3,25,4,21
N00003422,209,13,9,4,51,8,20,7,16,20,3,2,2,4,9,33,26,7,11,0,5,4,2,19,14,5,32,27,5,8,3,5,22,2,20
N00003423,200,13,4,9,30,8,13,3,6,9,1,1,0,1,6,16,14,2,22,1,9,5,7,28,19,9,22,19,3,18,11,7,42,5,37
N00003424,140,8,6,2,13,2,7,3,1,11,2,3,0,1,5,17,15,2,22,0,7,6,9,10,8,2,15,12,3,15,8,7,29,5,24
N00003425,75,6,3,3,8,2,5,0,1,8,3,2,0,1,2,7,7,0,9,0,2,0,7,6,4,2,10,9,1,7,5,2,14,1,13
N00003426,360,35,23,12,67,15,21,13,18,48,7,4,4,8,25,50,45,5,34,4,13,10,7,28,21,7,38,34,4,22,10,12,38,3,35
N00003427,164,14,10,4,23,3,11,5,4,18,5,2,0,1,10,21,15,6,19,1,6,7,5,18,13,5,19,18,1,12,6,6,20,2,18
N00003428,166,12,6,6,24,4,10,6,4,14,2,2,1,1,8,28,22,6,23,0,10,4,9,18,16,2,18,17,1,11,3,8,18,1,17
N00003429,111,4,3,1,11,0,4,3,4,2,1,0,0,1,0,14,14,0,14,1,10,1,2,24,18,6,12,10,2,17,8,9,13,1,12
N00003430,116,11,6,5,3,0,0,0,3,5,0,1,1,0,3,13,12,1,11,2,5,3,1,23,17,6,16,14,2,11,3,8,23,3,20
N00003431,119,4,3,1,10,2,4,3,1,5,0,0,0,2,3,17,13,4,22,0,8,7,7,12,8,4,18,17,1,9,6,3,22,2,20
N00003432,163,13,11,2,29,6,8,6,9,28,1,1,1,7,18,20,16,4,20,2,5,9,4,14,10,4,17,13,4,9,3,6,13,5,8
N00003433,130,13,8,5,13,0,7,4,2,12,3,1,0,2,6,16,11,5,13,1,6,2,4,16,11,5,20,17,3,11,2,9,16,6,10
N00003434,127,17,12,5,14,1,4,3,6,13,4,1,0,1,7,15,12,3,16,1,11,1,3,12,9,3,16,12,4,12,6,6,12,1,11
N00003435,78,6,2,4,6,0,2,2,2,5,0,1,1,1,2,7,6,1,10,0,4,2,4,8,5,3,7,5,2,10,4,6,19,0,19
N00003436,174,11,5,6,30,9,10,4,7,12,2,0,2,2,6,41,27,14,22,0,10,4,8,10,7,3,20,18,2,13,9,4,15,1,14
N00003437,150,14,10,4,22,5,8,5,4,16,5,1,0,3,7,29,24,5,13,2,7,3,1,11,10,1,17,15,2,16,9,7,12,1,11
N00003438,190,11,7,4,36,4,10,9,13,14,2,1,0,2,9,36,30,6,19,0,6,10,3,13,6,7,25,25,0,15,5,10,21,2,19
N00003439,94,7,4,3,22,3,8,6,5,10,2,0,1,2,5,22,17,5,8,0,5,1,2,5,4,1,15,13,2,1,1,0,4,1,3
N00003440,117,11,4,7,23,3,5,9,6,9,3,0,0,2,4,23,19,4,11,1,1,5,4,13,11,2,10,7,3,8,2,6,9,2,7
N00003441,177,9,6,3,27,6,9,4,8,17,0,2,3,2,10,36,29,7,21,1,9,5,6,16,9,7,23,21,2,11,3,8,17,2,15
N00003442,84,3,2,1,10,4,2,1,3,6,1,0,1,0,4,17,14,3,13,1,3,7,2,9,7,2,7,7,0,6,3,3,13,0,13
N00003443,412,42,24,18,67,16,13,23,15,38,7,4,3,6,18,83,73,10,49,2,22,12,13,37,21,16,37,34,3,29,12,17,30,4,26
N00003444,227,22,16,6,50,9,12,12,17,19,5,1,0,3,10,43,37,6,36,9,13,5,9,17,13,4,20,19,1,12,5,7,8,2,6
N00003445,284,23,16,7,48,13,15,13,7,33,7,6,1,3,16,66,58,8,27,1,14,9,3,22,16,6,24,20,4,21,7,14,20,4,16
N00003446,228,21,15,6,46,9,11,9,17,17,3,1,2,0,11,38,35,3,26,2,10,8,6,23,14,9,26,25,1,11,5,6,20,1,19
N00003447,129,7,5,2,5,1,3,1,0,12,6,0,3,1,2,33,26,7,21,1,11,7,2,9,6,3,12,8,4,10,4,6,20,2,18
N00003448,281,26,19,7,53,13,12,12,16,26,4,1,1,5,15,42,32,10,49,13,18,12,6,22,14,8,26,24,2,17,9,8,20,3,17
N00003449,193,27,15,12,46,8,14,7,17,16,0,0,2,0,14,22,15,7,30,15,7,5,3,16,12,4,10,8,2,8,4,4,18,6,12
N00003450,175,26,21,5,33,1,17,5,10,14,4,2,3,0,5,31,19,12,27,6,10,7,4,10,7,3,11,9,2,9,4,5,14,4,10
N00003451,361,28,22,6,49,10,10,12,17,42,3,8,6,6,19,72,59,13,45,5,19,14,7,41,32,9,35,28,7,19,6,13,30,2,28
N00003452,231,24,16,8,45,12,11,8,14,23,4,0,1,3,15,26,20,6,44,16,13,11,4,17,11,6,24,22,2,10,6,4,18,8,10
N00003453,177,10,4,6,16,5,3,4,4,34,4,3,22,2,3,61,57,4,11,2,5,2,2,8,7,1,19,16,3,8,2,6,10,0,10
N00003454,138,9,6,3,25,2,8,11,4,24,0,5,4,4,11,19,17,2,14,0,10,3,1,11,8,3,20,18,2,4,3,1,12,2,10
N00003455,148,12,5,7,32,8,9,11,4,14,0,2,3,0,9,28,22,6,14,3,5,2,4,11,9,2,17,16,1,7,2,5,13,1,12
N00003456,150,9,6,3,23,6,9,5,3,39,5,2,26,1,5,29,28,1,8,0,3,3,2,12,10,2,13,8,5,9,4,5,8,0,8
N00003457,134,6,4,2,15,1,6,4,4,16,1,1,6,1,7,26,24,2,13,1,7,2,3,11,10,1,20,20,0,10,4,6,17,1,16
N00003458,161,6,4,2,27,4,10,7,6,23,6,0,1,2,14,33,28,5,15,0,10,3,2,14,12,2,19,16,3,6,2,4,18,2,16
N00003459,94,8,5,3,13,2,6,3,2,8,2,0,1,1,4,22,18,4,8,1,2,1,4,15,11,4,4,3,1,10,4,6,6,3,3
N00003460,202,15,10,5,45,17,6,11,11,29,5,3,1,1,19,44,37,7,16,1,8,5,2,17,15,2,18,17,1,10,3,7,8,0,8
N00003461,110,10,6,4,21,6,5,4,6,11,4,1,0,1,5,27,23,4,10,4,3,2,1,9,7,2,12,10,2,5,2,3,5,1,4
N00003462,191,13,10,3,63,14,16,15,18,23,2,1,4,2,14,29,24,5,13,1,6,3,3,12,11,1,26,21,5,7,4,3,5,0,5
N00003463,236,32,22,10,55,6,18,14,17,24,3,1,2,1,17,33,30,3,30,6,15,7,2,14,12,2,16,13,3,15,5,10,17,1,16
N00003464,197,20,14,6,62,10,25,11,16,26,2,2,2,7,13,37,31,6,14,2,6,4,2,12,9,3,6,6,0,9,1,8,11,4,7
N00003465,116,5,4,1,10,4,1,1,4,10,1,1,2,0,6,12,10,2,14,0,5,7,2,15,11,4,17,14,3,14,2,12,19,1,18
N00003466,155,21,16,5,46,14,15,11,6,14,3,1,0,2,8,28,19,9,16,1,5,4,6,10,10,0,8,8,0,5,3,2,7,2,5
N00003467,206,44,30,14,61,8,23,9,21,30,0,3,0,6,21,29,25,4,15,0,4,7,4,11,5,6,6,6,0,4,0,4,6,1,5
N00003468,168,18,16,2,56,9,15,11,21,28,3,0,1,8,16,26,21,5,14,2,4,5,3,6,1,5,10,8,2,6,2,4,4,2,2
N00003469,199,17,12,5,31,6,12,7,6,18,2,3,1,1,11,27,21,6,33,2,9,13,9,21,15,6,13,13,0,14,8,6,25,5,20
N00003470,165,14,9,5,28,3,12,7,6,11,1,2,1,1,6,30,28,2,20,2,10,7,1,17,15,2,18,16,2,10,4,6,17,2,15
N00003471,123,8,7,1,11,0,5,2,4,6,2,0,1,1,2,15,14,1,19,1,9,5,4,15,10,5,17,16,1,11,3,8,21,2,19
N00003472,166,12,9,3,37,6,14,8,9,16,4,1,1,5,5,31,27,4,29,5,15,6,3,11,9,2,13,10,3,10,3,7,7,2,5
N00003473,173,18,12,6,29,4,13,5,7,13,2,0,1,0,10,24,22,2,17,2,7,5,3,18,14,4,18,18,0,17,4,13,19,4,15
N00003474,206,25,18,7,59,12,23,15,9,34,4,3,3,4,20,36,29,7,11,2,5,2,2,10,10,0,16,13,3,6,0,6,9,1,8
N00003475,596,63,43,20,172,44,48,38,42,68,6,4,5,7,46,93,72,21,60,18,18,15,9,34,28,6,43,43,0,26,12,14,37,5,32
N00003476,407,51,31,20,93,17,25,19,32,53,8,6,4,4,31,54,48,6,36,9,13,6,8,28,18,10,39,35,4,24,9,15,29,2,27
N00003477,243,20,10,10,47,12,13,12,10,35,3,6,4,4,18,41,36,5,26,9,8,4,5,29,24,5,15,12,3,16,8,8,14,1,13
N00003478,412,38,23,15,95,21,33,23,18,46,7,2,2,4,31,76,65,11,27,2,13,8,4,34,28,6,48,43,5,16,9,7,32,2,30
N00003479,427,62,44,18,155,27,52,30,46,65,5,1,1,8,50,60,50,10,21,3,8,4,6,19,15,4,19,14,5,11,7,4,15,1,14
N00003480,90,3,1,2,8,1,4,1,2,6,0,1,2,0,3,12,9,3,11,0,6,1,4,9,5,4,10,10,0,10,6,4,21,4,17
N00003481,91,14,10,4,27,5,11,1,10,8,0,0,0,1,7,15,13,2,11,2,5,1,3,9,8,1,1,1,0,4,1,3,2,0,2
N00003482,118,7,1,6,22,4,8,5,5,8,3,1,1,1,2,11,8,3,19,1,9,4,5,8,6,2,12,11,1,16,5,11,15,0,15
N00003483,131,7,5,2,5,0,2,0,3,9,0,1,2,2,4,17,15,2,21,3,10,3,5,18,12,6,18,16,2,12,4,8,24,0,24
N00003484,115,6,6,0,7,2,3,1,1,7,1,1,1,1,3,8,8,0,14,2,5,6,1,11,9,2,9,9,0,21,10,11,32,3,29
N00003485,104,0,0,0,7,2,3,2,0,7,2,0,0,0,5,12,7,5,12,2,3,1,6,12,10,2,18,17,1,12,4,8,24,4,20
N00003486,125,6,2,4,8,1,5,2,0,7,0,2,1,0,4,12,10,2,19,1,6,4,8,14,11,3,10,8,2,15,12,3,34,2,32
N00003487,123,4,2,2,6,2,2,2,0,9,0,0,2,2,5,8,7,1,16,1,6,4,5,13,9,4,22,22,0,13,5,8,32,4,28
N00003488,81,3,1,2,4,0,2,0,2,5,1,1,1,0,2,3,1,2,12,0,5,2,5,12,10,2,14,14,0,11,8,3,17,2,15
N00003489,217,10,5,5,11,3,1,4,3,12,3,1,2,1,5,20,15,5,21,2,10,3,6,29,24,5,36,34,2,29,11,18,49,8,41
N00003490,56,4,2,2,5,0,3,1,1,3,0,0,0,2,1,9,9,0,6,0,1,4,1,5,5,0,8,8,0,2,1,1,14,0,14
N00003491,199,10,4,6,11,3,5,2,1,9,1,1,1,2,4,37,31,6,17,0,6,8,3,29,23,6,36,34,2,17,9,8,33,2,31
N00003492,143,6,4,2,8,2,2,0,4,4,4,0,0,0,0,22,16,6,24,1,6,7,10,18,13,5,21,19,2,9,4,5,31,1,30
N00003493,238,11,7,4,14,6,4,3,1,11,3,1,0,0,7,42,33,9,27,0,9,6,12,44,35,9,33,29,4,17,10,7,39,5,34
N00003494,351,19,13,6,47,5,8,24,10,19,4,3,1,2,9,86,69,17,37,0,17,15,5,44,33,11,36,33,3,23,8,15,40,5,35
N00003495,192,11,9,2,38,3,6,14,15,18,2,5,0,4,7,36,27,9,20,2,7,6,5,18,13,5,21,20,1,15,4,11,15,2,13
N00003496,245,9,4,5,28,10,5,7,6,26,4,7,1,2,12,52,41,11,26,3,6,10,7,23,15,8,28,24,4,25,5,20,28,2,26
N00003497,140,13,8,5,4,2,0,0,2,14,3,3,1,1,6,18,16,2,14,0,10,1,3,22,18,4,22,19,3,17,9,8,16,0,16
N00003498,111,10,6,4,9,0,7,1,1,8,0,0,1,4,3,17,14,3,11,0,6,2,3,8,6,2,15,10,5,13,2,11,20,0,20
N00003499,99,3,3,0,11,2,2,4,3,9,2,1,1,2,3,17,13,4,10,0,7,2,1,9,7,2,17,14,3,5,3,2,18,4,14
N00003500,142,7,6,1,35,7,9,4,15,11,1,2,0,1,7,24,20,4,15,0,7,3,5,14,13,1,11,9,2,10,6,4,15,1,14
N00003501,134,9,6,3,28,1,10,9,8,12,1,2,0,2,7,19,17,2,16,3,6,3,4,15,8,7,13,11,2,7,5,2,15,2,13
N00003502,76,2,1,1,8,1,1,3,3,8,0,3,0,3,2,12,8,4,8,0,3,4,1,8,8,0,2,2,0,8,3,5,20,4,16
N00003503,148,12,8,4,31,3,15,6,7,18,1,6,1,4,6,21,10,11,14,0,4,4,6,10,6,4,17,14,3,10,3,7,15,1,14
N00003504,155,6,6,0,37,7,9,10,11,15,3,1,1,4,6,26,19,7,12,1,5,4,2,18,10,8,15,13,2,14,7,7,12,2,10
N00003505,88,6,3,3,8,2,4,1,1,7,2,0,0,1,4,11,10,1,11,1,4,3,3,7,5,2,17,15,2,9,6,3,12,4,8
N00003506,173,12,10,2,15,2,7,1,5,11,4,0,2,1,4,23,14,9,18,1,10,4,3,16,13,3,26,25,1,18,6,12,34,4,30
N00003507,96,5,4,1,9,2,4,3,0,4,2,2,0,0,0,13,12,1,11,0,6,3,2,15,14,1,19,18,1,7,5,2,13,1,12
N00003508,136,5,3,2,13,5,7,1,0,7,1,1,0,3,2,24,19,5,14,0,4,5,5,17,12,5,15,15,0,19,9,10,22,2,20
N00003509,129,6,5,1,25,4,13,6,2,7,1,1,1,2,2,16,16,0,17,0,2,8,7,23,19,4,17,16,1,8,2,6,10,2,8
N00003510,134,3,2,1,9,1,5,1,2,7,2,0,1,1,3,15,13,2,22,0,8,3,11,14,7,7,15,14,1,12,5,7,37,5,32
N00003511,103,6,5,1,13,1,5,2,5,7,0,1,1,2,3,13,13,0,20,2,5,9,4,9,8,1,13,12,1,8,6,2,14,2,12
N00003512,118,6,5,1,17,3,8,2,4,6,1,2,0,1,2,18,16,2,15,1,6,2,6,16,14,2,16,16,0,9,6,3,15,1,14
N00003513,212,12,8,4,18,5,9,3,1,15,1,4,3,1,6,19,17,2,30,2,9,10,9,25,15,10,28,27,1,30,19,11,35,4,31
N00003514,203,8,6,2,18,2,7,2,7,16,2,3,2,2,7,20,16,4,20,0,7,5,8,27,20,7,39,32,7,17,4,13,38,6,32
N00003515,71,4,3,1,5,0,3,1,1,3,1,0,1,0,1,9,7,2,14,1,4,5,4,12,7,5,9,7,2,13,3,10,2,1,1
N00003516,103,3,2,1,10,3,3,3,1,8,0,1,0,3,4,13,11,2,13,1,1,4,7,20,15,5,13,13,0,8,3,5,15,0,15
N00003517,147,5,4,1,5,2,1,1,1,13,3,3,0,2,5,21,12,9,21,1,6,6,8,30,24,6,15,14,1,15,4,11,22,4,18
N00003518,93,2,2,0,7,1,0,1,5,7,2,1,0,1,3,13,10,3,8,0,1,6,1,18,12,6,15,13,2,13,4,9,10,2,8
N00003519,52,2,0,2,0,0,0,0,0,6,0,1,1,2,2,12,11,1,6,1,1,3,1,7,5,2,12,11,1,5,1,4,2,0,2
N00003520,98,4,3,1,5,0,3,0,2,7,0,0,1,1,5,20,17,3,18,0,3,12,3,13,10,3,14,12,2,7,2,5,10,3,7
N00003521,528,37,18,19,36,3,13,10,10,204,3,5,181,4,11,164,159,5,22,1,10,4,7,10,10,0,23,18,5,11,2,9,21,3,18
N00003522,176,30,19,11,47,3,14,16,14,20,2,3,2,1,12,25,19,6,14,1,7,4,2,12,7,5,18,18,0,2,0,2,8,1,7
N00003523,170,27,19,8,72,7,23,21,21,15,0,0,0,4,11,20,16,4,8,0,4,2,2,8,4,4,9,9,0,4,1,3,7,0,7
N00003524,558,79,62,17,133,22,38,41,32,57,3,3,18,3,30,104,83,21,39,4,13,12,10,35,25,10,50,46,4,17,8,9,44,2,42
N00003525,162,13,9,4,30,4,9,7,10,16,0,0,0,5,11,28,23,5,14,2,8,2,2,16,12,4,20,15,5,10,6,4,15,1,14
N00003526,127,18,13,5,35,11,7,10,7,9,3,0,1,2,3,27,25,2,6,1,3,1,1,13,11,2,9,9,0,3,1,2,7,2,5
N00003527,242,13,9,4,43,4,14,12,13,21,1,7,0,3,10,22,17,5,68,4,16,40,8,20,13,7,14,14,0,21,6,15,20,4,16
N00003528,424,50,34,16,77,14,24,25,14,36,3,6,0,5,22,55,40,15,86,21,20,39,6,31,26,5,21,20,1,34,16,18,34,9,25
N00003529,216,11,8,3,31,4,11,11,5,8,1,2,1,0,4,34,27,7,59,4,9,42,4,19,12,7,17,16,1,14,11,3,23,7,16
N00003530,206,12,8,4,38,8,16,8,6,14,3,2,0,4,5,32,24,8,58,3,19,32,4,19,12,7,8,6,2,9,2,7,16,5,11
N00003531,193,9,5,4,37,5,16,8,8,16,0,4,0,0,12,22,18,4,40,5,7,22,6,25,21,4,11,10,1,18,7,11,15,5,10
N00003532,208,14,11,3,32,1,12,11,8,18,5,2,1,1,9,24,16,8,53,6,19,25,3,24,18,6,14,14,0,16,4,12,13,2,11
N00003533,263,12,9,3,54,11,20,13,10,15,2,0,0,1,12,36,32,4,67,6,26,29,6,25,22,3,15,12,3,18,9,9,21,5,16
N00003534,123,7,4,3,21,6,7,5,3,7,3,2,0,0,2,13,10,3,33,4,10,15,4,9,8,1,6,6,0,9,4,5,18,8,10
N00003535,224,15,9,6,52,8,17,21,6,13,1,2,0,2,8,20,17,3,64,15,12,31,6,16,12,4,14,14,0,11,3,8,19,4,15
N00003536,231,13,7,6,35,6,10,8,11,12,2,0,1,0,9,17,11,6,69,7,18,39,5,20,12,8,17,15,2,25,11,14,23,10,13
N00003537,112,4,3,1,13,2,5,4,2,3,1,0,0,0,2,13,12,1,27,1,7,13,6,13,11,2,4,4,0,15,4,11,20,5,15
N00003538,217,13,6,7,37,2,11,12,12,14,4,0,1,1,8,26,19,7,50,6,15,25,4,18,17,1,9,9,0,18,11,7,32,16,16
N00003539,174,12,10,2,36,7,11,11,7,20,5,2,1,0,12,18,14,4,22,1,11,9,1,14,14,0,16,10,6,21,10,11,15,4,11
N00003540,112,7,5,2,21,2,8,6,5,8,0,2,1,0,5,7,7,0,21,4,2,11,4,13,11,2,10,9,1,13,6,7,12,1,11
N00003541,109,4,2,2,22,1,10,5,6,7,1,0,0,2,4,12,9,3,20,2,5,8,5,3,2,1,15,14,1,14,7,7,12,8,4
N00003542,83,4,3,1,5,2,2,1,0,4,0,0,0,0,4,7,6,1,21,1,9,7,4,9,8,1,5,5,0,14,6,8,14,2,12
N00003543,273,25,11,14,67,6,18,24,19,20,4,5,1,0,10,32,24,8,52,3,20,25,4,19,14,5,17,15,2,22,8,14,19,3,16
N00003544,173,19,10,9,25,2,13,7,3,16,1,2,1,1,11,19,13,6,33,4,7,21,1,14,11,3,10,10,0,18,11,7,19,4,15
N00003545,204,13,9,4,46,7,9,15,15,10,1,2,1,2,4,22,14,8,52,9,15,23,5,16,8,8,10,9,1,24,15,9,11,3,8
N00003546,152,13,9,4,15,0,9,1,5,12,1,2,0,2,7,18,13,5,33,2,12,15,4,15,11,4,11,11,0,20,8,12,15,3,12
N00003547,328,24,15,9,73,6,21,28,18,17,0,1,0,2,14,32,27,5,86,9,24,40,13,27,24,3,18,13,5,33,15,18,18,10,8
N00003548,705,47,34,13,90,13,31,23,23,63,16,8,1,8,30,81,67,14,151,10,60,66,15,61,48,13,60,54,6,65,37,28,87,31,56
N00003549,233,13,11,2,52,8,18,18,8,5,1,3,0,1,0,18,14,4,84,25,16,38,5,19,13,6,11,7,4,17,7,10,14,4,10
N00003550,236,32,23,9,88,7,36,30,15,22,3,5,0,1,13,28,21,7,16,3,5,6,2,15,11,4,12,11,1,13,6,7,10,3,7
N00003551,217,29,18,11,47,7,16,8,16,24,2,2,1,4,15,24,21,3,25,2,10,10,3,17,11,6,14,14,0,16,11,5,21,9,12
N00003552,196,18,14,4,22,3,4,9,6,17,3,1,1,1,11,20,19,1,37,1,20,8,8,21,16,5,21,19,2,19,11,8,21,5,16
N00003553,189,20,13,7,42,5,14,14,9,20,1,3,2,2,12,19,13,6,26,1,10,12,3,21,15,6,12,12,0,12,7,5,17,6,11
N00003554,80,5,2,3,6,0,2,2,2,2,0,0,0,0,2,8,6,2,14,2,5,5,2,10,7,3,6,4,2,9,5,4,20,3,17
N00003555,133,6,3,3,20,3,2,6,9,5,1,1,1,0,2,17,13,4,18,1,4,9,4,18,12,6,8,8,0,15,11,4,26,9,17
N00003556,266,10,4,6,15,1,7,5,2,12,2,2,2,1,5,11,10,1,56,2,15,21,18,20,14,6,31,30,1,39,26,13,72,25,47
N00003557,89,2,1,1,6,0,2,3,1,4,0,0,0,0,4,7,5,2,15,0,5,6,4,15,13,2,5,5,0,20,11,9,15,3,12
N00003558,208,17,13,4,32,1,8,15,8,10,4,0,0,0,6,24,23,1,61,14,19,22,6,12,11,1,12,12,0,20,14,6,20,7,13
N00003559,240,15,13,2,45,5,15,22,3,15,3,4,0,1,7,36,29,7,56,2,14,31,9,27,22,5,13,12,1,16,7,9,17,6,11
N00003560,247,18,7,11,53,8,18,10,17,17,3,1,0,0,13,25,22,3,69,13,17,33,6,19,15,4,8,8,0,16,5,11,22,13,9
N00003561,233,14,7,7,42,6,15,15,6,13,2,3,0,0,8,27,23,4,78,16,13,43,6,21,18,3,16,12,4,9,2,7,13,6,7
N00003562,205,15,12,3,56,9,13,22,12,18,2,1,1,3,11,23,19,4,27,3,8,13,3,16,11,5,13,11,2,16,10,6,21,9,12
N00003563,235,15,14,1,26,4,9,8,5,14,5,1,0,0,8,25,20,5,55,18,13,19,5,13,10,3,23,22,1,31,14,17,33,8,25
N00003564,190,22,13,9,36,8,11,13,4,21,3,4,0,2,12,23,16,7,39,7,13,8,11,17,13,4,9,9,0,9,5,4,14,4,10
N00003565,214,32,24,8,30,3,17,6,4,25,5,4,1,8,7,21,14,7,38,5,17,12,4,18,12,6,15,14,1,17,8,9,18,7,11
N00003566,234,22,18,4,55,7,16,19,13,15,3,3,0,0,9,33,27,6,56,14,12,23,7,17,13,4,8,7,1,14,8,6,14,6,8
