GeographyCode,QS104NI0001,QS104NI0002,QS104NI0003,QS104NI0004,QS104NI0005,QS104NI0006,QS104NI0007,QS104NI0008,QS104NI0009,QS104NI0010,QS104NI0011,QS104NI0012,QS104NI0013,QS104NI0014,QS104NI0015,QS104NI0016,QS104NI0017,QS104NI0018,QS104NI0019,QS104NI0020
N00003751,559,41,32,27,38,40,44,43,38,36,35,26,43,32,24,16,22,11,6,5
N00003752,456,36,39,41,43,23,26,32,38,39,43,19,27,19,7,15,7,2,0,0
N00003753,495,52,36,27,36,32,42,52,42,36,29,20,21,19,24,13,4,8,1,1
N00003754,347,23,14,21,32,25,17,19,28,20,39,21,12,19,15,16,16,7,2,1
N00003755,457,35,27,30,28,34,51,29,35,35,27,16,26,20,24,13,15,7,4,1
N00003756,353,35,41,51,27,29,23,22,23,18,27,20,8,12,8,5,4,0,0,0
N00003757,356,27,27,22,32,25,26,23,20,27,25,19,15,10,16,6,12,7,6,11
N00003758,547,53,36,34,29,40,60,59,56,42,35,26,16,25,11,11,8,3,2,1
N00003759,321,22,19,14,13,22,34,30,26,10,19,17,15,24,23,17,9,3,3,1
N00003760,319,28,33,26,10,18,21,24,28,22,11,20,15,21,11,13,9,4,5,0
N00003761,439,52,57,39,23,19,26,33,37,41,28,22,18,16,6,9,4,4,4,1
N00003762,494,41,38,36,32,29,20,34,44,38,36,31,29,31,21,9,12,9,2,2
N00003763,511,38,49,53,39,23,28,32,35,45,36,27,27,15,21,19,8,11,3,2
N00003764,613,58,48,51,54,52,45,27,52,46,50,29,29,16,23,20,5,6,2,0
N00003765,426,22,32,35,30,20,20,25,31,30,19,32,29,30,22,17,14,9,4,5
N00003766,495,34,37,29,40,34,37,26,36,34,43,45,28,23,17,9,16,4,2,1
N00003767,495,30,33,39,48,36,35,31,36,31,37,31,30,26,16,13,11,5,7,0
N00003768,609,53,42,36,45,47,85,39,50,53,32,43,33,15,17,8,7,4,0,0
N00003769,351,13,14,24,18,30,35,27,21,19,16,29,21,34,11,15,8,9,4,3
N00003770,494,52,34,24,37,46,52,45,37,22,31,29,34,15,10,8,5,6,3,4
N00003771,512,46,40,43,33,31,58,44,49,42,34,13,23,10,13,14,11,5,2,1
N00003772,186,13,4,3,4,8,17,16,14,14,10,13,11,9,18,10,7,10,3,2
N00003773,323,13,10,11,17,18,29,25,21,20,17,21,18,25,15,20,24,7,7,5
N00003774,338,15,10,23,36,22,22,13,16,21,35,29,24,24,20,9,8,5,3,3
N00003775,539,34,42,29,26,34,54,25,32,42,35,41,43,30,30,14,13,11,4,0
N00003776,384,23,19,28,30,23,30,25,21,28,25,31,19,17,17,17,19,7,4,1
N00003777,289,12,19,22,14,21,36,26,7,18,14,23,20,20,16,10,4,3,3,1
N00003778,391,35,24,16,23,41,54,28,30,20,30,26,15,18,8,5,7,8,2,1
N00003779,355,31,26,25,38,25,13,30,32,36,19,15,13,14,7,13,10,5,2,1
N00003780,380,22,21,42,49,40,23,16,18,31,62,23,5,11,7,6,4,0,0,0
N00003781,388,20,18,28,41,38,25,15,25,30,44,29,21,15,8,12,8,5,4,2
N00003782,581,52,28,38,52,35,51,64,44,32,40,43,29,27,16,7,15,5,2,1
N00003783,330,13,22,20,19,25,37,26,17,30,17,24,19,18,20,9,9,4,1,0
N00003784,501,22,42,51,40,32,29,23,33,46,49,35,28,17,18,8,16,4,4,4
N00003785,570,28,38,48,49,52,37,33,24,48,50,38,34,34,18,18,15,5,1,0
N00003786,495,33,44,45,40,32,43,31,22,44,39,42,37,18,16,4,3,0,2,0
N00003787,402,26,22,25,40,33,19,18,22,40,35,21,22,19,18,16,14,8,3,1
N00003788,337,20,9,18,29,32,30,25,26,19,24,27,16,13,9,20,10,4,5,1
N00003789,442,23,29,33,43,30,19,24,41,29,40,14,20,27,22,20,20,5,3,0
N00003790,363,19,24,27,32,16,28,20,14,40,31,20,17,18,13,15,15,8,4,2
N00003791,769,71,65,86,52,47,47,41,60,70,40,40,32,31,34,17,16,16,2,2
N00003792,313,35,17,18,18,29,19,30,17,20,15,13,22,13,16,12,13,3,2,1
N00003793,722,52,61,61,57,58,47,39,53,63,53,42,41,19,30,17,10,10,8,1
N00003794,401,36,30,26,34,32,24,29,30,27,19,33,19,24,7,11,11,7,1,1
N00003795,507,34,41,46,42,43,32,21,49,38,44,29,18,15,20,17,14,2,2,0
N00003796,654,68,64,61,37,42,37,37,61,49,41,26,39,41,19,11,10,4,5,2
N00003797,516,55,40,37,36,42,41,38,26,59,34,20,30,15,13,6,12,9,2,1
N00003798,474,42,32,49,42,37,40,39,21,40,32,35,19,11,11,10,7,6,0,1
N00003799,329,34,19,20,22,32,22,28,25,21,29,19,17,10,7,7,9,4,4,0
N00003800,464,36,24,37,49,33,32,20,38,36,42,25,14,17,18,15,5,12,6,5
N00003801,414,28,22,24,29,24,36,33,26,29,31,19,13,18,16,25,17,15,9,0
N00003802,282,21,18,20,22,16,13,21,21,22,23,16,16,17,9,8,8,5,3,3
N00003803,373,16,19,20,25,31,26,22,26,23,25,28,20,18,23,19,15,9,6,2
N00003804,436,21,30,37,39,32,23,20,30,42,35,32,25,19,17,14,7,8,3,2
N00003805,289,26,14,9,21,18,33,17,20,21,13,17,29,12,16,11,6,2,1,3
N00003806,460,36,37,14,24,40,38,29,25,15,30,18,22,18,20,18,22,17,19,18
N00003807,305,41,20,16,13,23,28,22,20,20,11,19,19,21,12,6,6,3,3,2
N00003808,335,16,14,20,21,23,24,34,18,25,27,19,24,21,14,6,7,18,3,1
N00003809,395,26,27,30,32,26,21,19,17,31,25,15,18,19,8,21,21,20,12,7
N00003810,188,6,5,7,5,10,14,15,11,8,6,12,11,11,18,20,14,4,8,3
N00003811,377,17,19,21,21,27,25,21,24,14,34,22,26,25,22,28,9,13,7,2
N00003812,342,22,26,20,28,23,18,21,29,30,26,19,12,16,9,13,12,10,6,2
N00003813,334,29,16,14,21,22,31,33,23,15,12,18,21,20,25,11,11,8,3,1
N00003814,350,17,19,20,23,24,19,20,20,29,26,19,35,29,16,14,8,7,2,3
N00003815,605,87,56,52,37,45,79,74,50,34,23,27,19,12,4,2,4,0,0,0
N00003816,392,38,24,29,29,32,33,25,26,18,21,23,25,23,25,10,5,3,2,1
N00003817,505,40,41,43,40,29,40,24,46,45,35,25,25,26,10,15,11,4,4,2
N00003818,533,31,36,42,36,47,28,28,49,44,36,31,30,30,20,16,13,10,4,2
N00003819,388,26,18,31,22,29,24,13,19,36,35,25,18,22,21,12,15,13,8,1
N00003820,593,50,44,56,35,28,53,43,57,36,37,24,32,31,27,20,11,6,2,1
N00003821,414,27,30,32,34,27,16,27,34,25,25,26,23,25,18,10,19,8,6,2
N00003822,557,39,41,43,48,43,30,35,30,53,37,20,42,26,16,24,16,9,4,1
N00003823,588,45,40,46,55,31,42,50,46,49,42,32,29,23,23,9,8,7,11,0
N00003824,749,85,65,55,49,57,58,51,54,58,48,38,39,27,19,18,13,12,2,1
N00003825,965,96,89,64,69,56,50,88,96,93,67,30,41,46,36,14,12,13,3,2
N00003826,675,64,53,60,61,42,44,54,47,50,63,27,28,24,21,20,8,7,2,0
N00003827,1060,97,87,98,72,57,65,76,71,85,77,60,49,64,34,20,21,19,7,1
N00003828,463,28,45,39,34,34,36,23,35,34,29,33,22,22,19,8,14,6,1,1
N00003829,519,44,42,48,40,32,27,37,33,37,38,31,26,22,22,10,12,9,4,5
N00003830,537,55,41,37,39,38,43,47,38,27,32,35,29,28,19,11,6,5,5,2
N00003831,292,26,20,18,10,19,22,23,15,24,17,19,22,11,8,10,9,8,11,0
N00003832,558,50,60,41,42,32,39,39,38,49,23,29,34,28,15,15,12,7,4,1
N00003833,467,50,33,26,41,32,34,48,33,27,23,22,23,24,19,12,11,6,3,0
N00003834,428,42,36,33,40,31,31,28,29,33,25,27,24,16,11,11,6,2,1,2
N00003835,539,29,16,36,23,39,24,23,26,33,36,36,48,36,36,34,25,20,14,5
N00003836,343,19,9,15,16,23,21,31,13,10,25,30,31,26,24,21,15,7,7,0
N00003837,337,25,20,28,31,32,21,9,27,22,28,30,24,13,7,4,6,5,2,3
N00003838,409,40,22,15,20,15,35,28,36,32,31,24,28,17,14,24,16,6,3,3
N00003839,409,14,32,33,37,26,31,25,9,22,39,28,27,17,21,12,18,8,4,6
N00003840,428,33,15,28,24,26,30,29,25,24,39,29,27,26,26,19,12,7,8,1
N00003841,256,9,11,12,14,15,18,8,14,13,11,27,22,24,18,10,14,8,6,2
N00003842,413,29,34,35,23,15,17,17,28,36,55,27,19,13,17,19,12,11,4,2
N00003843,348,18,13,13,16,17,23,20,25,23,17,23,27,23,12,12,11,20,22,13
N00003844,515,22,28,41,52,31,24,19,17,45,45,58,35,30,19,20,11,12,5,1
N00003845,299,7,10,19,26,18,20,15,13,18,30,24,22,22,19,12,17,3,2,2
N00003846,620,50,28,35,34,37,48,61,53,33,42,40,27,25,31,25,13,20,12,6
N00003847,254,12,13,9,8,14,14,22,25,10,11,10,15,24,18,23,9,13,2,2
N00003848,362,25,20,30,21,25,26,23,24,27,31,19,26,11,15,20,8,6,5,0
N00003849,608,51,56,64,51,34,29,36,49,47,33,39,29,28,25,19,6,7,3,2
N00003850,415,44,35,31,29,26,32,40,27,28,24,20,18,17,14,12,7,7,3,1
N00003851,470,47,40,36,31,23,36,31,28,35,32,28,28,29,16,10,11,4,3,2
N00003852,352,35,36,34,25,19,24,20,9,28,20,22,23,7,18,9,11,8,2,2
N00003853,514,49,36,47,45,28,34,40,31,49,28,18,25,18,19,19,17,5,5,1
N00003854,466,28,46,39,35,31,33,29,36,39,33,32,27,20,12,6,5,10,3,2
N00003855,454,30,25,45,32,30,30,25,31,30,50,32,22,26,15,19,8,3,1,0
N00003856,491,58,53,32,31,26,38,35,29,45,28,29,16,19,12,16,11,8,4,1
N00003857,547,55,45,40,42,39,43,40,46,47,54,28,18,13,5,12,6,9,4,1
N00003858,511,35,33,31,60,42,38,25,37,26,44,29,27,25,22,17,8,6,5,1
N00003859,478,59,24,28,31,32,42,50,31,27,29,25,24,18,24,15,7,4,5,3
N00003860,1070,130,115,87,63,55,74,78,108,98,58,35,45,50,27,20,16,6,5,0
N00003861,546,43,47,44,38,37,49,30,44,33,43,33,23,19,16,12,16,7,10,2
N00003862,431,24,31,29,33,32,30,26,31,28,39,20,20,23,21,15,18,9,2,0
N00003863,236,9,6,10,9,8,22,23,16,27,14,16,15,9,13,15,15,5,2,2
N00003864,380,21,18,25,18,26,33,48,33,24,23,18,28,18,17,7,14,4,3,2
N00003865,255,7,8,8,11,28,28,13,11,11,16,22,12,16,9,6,14,12,15,8
N00003866,339,16,17,11,12,22,25,30,36,20,14,29,18,32,17,13,11,9,5,2
N00003867,723,55,48,43,41,55,55,53,44,54,44,52,43,36,38,31,15,10,6,0
N00003868,351,16,20,18,14,26,31,43,29,11,15,13,22,29,32,8,12,6,5,1
N00003869,1226,99,75,68,76,100,114,99,101,95,64,63,46,56,41,40,28,23,25,13
N00003870,254,17,10,15,8,22,30,26,19,11,9,19,17,14,13,5,9,6,4,0
N00003871,730,65,51,48,58,40,48,53,74,47,67,46,43,31,23,22,7,5,1,1
N00003872,278,19,15,15,19,16,23,33,16,21,13,11,14,24,11,6,6,12,4,0
N00003873,1042,49,47,65,81,78,77,66,35,74,86,88,54,62,45,45,34,26,21,9
N00003874,533,47,36,41,41,22,28,29,36,51,43,30,32,28,32,16,10,6,4,1
N00003875,418,50,42,26,34,29,30,41,25,25,30,18,14,19,17,8,6,4,0,0
N00003876,592,53,51,70,41,38,41,29,46,42,50,31,23,27,15,14,9,9,3,0
N00003877,373,26,23,28,34,27,24,16,21,17,28,28,28,15,16,13,11,10,6,2
N00003878,478,38,36,43,39,37,21,30,22,33,50,34,31,24,8,7,11,7,5,2
N00003879,503,49,55,44,36,18,26,33,34,50,35,21,28,27,13,12,11,6,2,3
N00003880,469,49,34,31,23,25,27,52,36,31,36,19,16,21,26,14,12,11,5,1
N00003881,491,25,25,40,46,31,34,16,24,35,54,46,31,34,32,6,11,1,0,0
N00003882,304,16,11,22,12,19,21,22,17,19,20,25,33,21,15,9,11,6,2,3
N00003883,819,60,33,36,64,44,81,60,54,40,63,57,36,47,50,35,34,19,4,2
N00003884,747,55,28,29,50,55,69,51,39,37,55,59,34,26,46,27,15,35,24,13
N00003885,337,19,16,28,27,29,23,24,21,18,27,22,31,15,16,3,5,6,6,1
N00003886,305,24,20,17,16,29,17,27,21,25,18,21,17,17,18,6,5,5,2,0
N00003887,516,22,23,17,17,36,30,26,27,22,34,32,49,31,37,38,32,27,13,3
N00003888,240,6,9,6,17,21,9,6,11,22,26,19,27,24,13,10,5,5,3,1
N00003889,429,19,11,22,25,36,29,22,21,19,35,27,11,22,25,16,20,24,28,17
N00003890,256,14,11,14,9,21,22,10,14,10,14,24,18,8,15,12,21,10,6,3
N00003891,316,33,20,9,32,23,26,19,17,23,26,25,11,8,4,6,11,17,6,0
N00003892,256,16,15,17,15,14,21,20,22,18,20,16,10,13,6,3,12,9,8,1
N00003893,248,22,15,18,9,12,25,20,25,17,16,12,7,10,4,6,10,13,4,3
N00003894,274,21,14,14,17,14,15,28,13,16,19,22,26,15,6,15,8,6,4,1
N00003895,279,30,24,15,7,12,22,32,27,15,12,15,9,5,8,14,11,11,8,2
N00003896,771,48,36,26,31,35,49,46,33,43,46,52,54,61,51,38,41,34,31,16
N00003897,281,37,19,30,22,30,26,27,10,14,25,13,8,4,7,3,6,0,0,0
N00003898,372,21,27,24,31,18,18,15,38,29,28,36,31,30,8,6,7,4,1,0
N00003899,362,22,21,27,28,19,15,13,24,25,41,34,18,30,25,12,3,1,3,1
N00003900,280,16,8,21,34,22,13,15,18,17,23,21,14,12,19,10,9,7,1,0
N00003901,267,30,19,20,28,25,20,15,19,18,16,15,7,7,11,4,1,5,5,2
N00003902,349,13,21,15,27,17,14,6,21,16,26,21,31,25,24,22,14,17,12,7
N00003903,658,56,66,73,49,32,24,41,63,94,67,33,24,8,10,6,2,6,4,0
N00003904,511,34,35,29,38,36,33,42,42,35,36,36,17,22,32,22,13,5,4,0
N00003905,294,12,11,14,4,14,21,14,18,9,19,20,22,25,19,16,20,21,11,4
N00003906,229,17,14,14,14,13,23,19,17,15,13,9,15,23,3,3,6,6,4,1
N00003907,306,14,14,16,18,20,34,13,24,24,32,20,17,13,13,14,7,7,5,1
N00003908,195,7,6,5,6,15,13,15,4,11,10,13,12,10,11,12,16,19,6,4
N00003909,353,24,17,28,23,42,23,25,20,24,32,28,18,11,10,8,11,6,1,2
N00003910,250,8,13,12,11,23,14,14,10,11,12,17,18,16,20,22,14,10,2,3
N00003911,1281,123,96,87,71,71,95,133,118,132,105,59,44,49,39,20,22,11,3,3
N00003912,469,47,27,27,29,25,32,33,43,35,19,35,30,25,17,17,16,6,6,0
N00003913,261,22,15,14,9,17,23,23,17,17,11,15,12,12,10,12,10,16,4,2
N00003914,366,28,29,29,24,14,30,34,29,21,23,23,7,30,23,14,4,3,0,1
N00003915,308,25,21,37,29,17,19,21,27,26,17,5,11,15,12,10,7,4,4,1
N00003916,390,27,28,31,37,29,18,27,27,38,38,22,18,22,10,9,6,3,0,0
N00003917,280,19,15,21,15,17,21,26,15,21,12,15,11,22,28,10,8,4,0,0
N00003918,267,27,11,12,16,15,37,24,22,8,9,7,10,14,26,17,7,4,1,0
N00003919,297,23,13,8,12,22,19,20,27,18,13,13,10,24,30,22,14,7,2,0
N00003920,329,36,21,21,23,12,23,27,22,24,23,15,19,37,16,6,3,0,1,0
N00003921,326,24,11,21,21,17,22,21,29,26,20,20,20,32,21,11,8,2,0,0
N00003922,303,16,12,20,21,9,21,17,25,24,20,16,23,36,20,10,5,7,0,1
N00003923,306,40,14,13,14,17,25,26,24,19,23,14,22,14,28,2,4,4,1,2
N00003924,305,13,12,19,22,19,16,25,26,26,21,24,17,23,18,11,9,2,2,0
N00003925,289,24,18,16,12,20,20,25,29,16,21,24,17,20,15,5,4,3,0,0
N00003926,305,18,12,18,23,26,19,15,16,22,22,26,25,29,12,12,5,2,2,1
N00003927,312,18,20,12,22,20,18,19,19,26,22,22,26,26,16,8,8,7,1,2
N00003928,462,34,22,12,19,28,28,29,25,44,29,24,29,35,21,18,21,23,11,10
N00003929,261,8,12,24,12,17,14,13,17,16,21,22,12,12,15,17,7,15,7,0
N00003930,318,22,15,17,15,17,19,18,20,26,15,14,21,23,14,20,19,19,4,0
N00003931,214,8,7,13,11,9,11,9,11,13,14,9,19,13,12,21,8,9,14,3
N00003932,347,25,14,16,9,19,21,27,19,17,21,29,36,31,24,18,7,11,3,0
N00003933,841,57,44,42,57,48,72,56,49,63,59,63,73,49,51,19,16,10,10,3
N00003934,337,14,22,26,23,17,15,9,11,30,32,25,26,23,23,17,13,7,3,1
N00003935,353,18,12,11,25,30,13,12,20,22,23,41,24,36,17,19,16,8,5,1
N00003936,938,82,96,70,39,25,42,64,100,109,72,48,49,32,35,36,22,7,7,3
N00003937,331,14,10,17,20,16,10,8,14,24,24,32,32,21,16,21,21,11,15,5
N00003938,259,6,10,18,12,13,12,13,11,20,24,16,29,23,24,6,13,6,1,2
N00003939,386,13,19,38,29,19,14,16,18,40,29,30,24,26,17,22,14,12,5,1
N00003940,317,13,15,17,20,13,12,6,18,15,31,25,25,28,23,23,11,11,8,3
N00003941,379,14,23,24,28,35,6,18,17,23,36,32,35,31,19,9,12,13,2,2
N00003942,468,39,46,33,30,30,15,24,45,49,44,34,13,17,17,10,8,7,5,2
N00003943,657,58,28,31,36,37,51,57,49,48,54,41,27,27,32,19,23,26,8,5
N00003944,390,18,31,24,20,23,19,20,26,28,24,28,37,22,14,14,13,9,12,8
N00003945,333,12,13,19,17,24,8,7,23,22,25,24,26,23,19,11,17,16,15,12
N00003946,446,41,24,33,32,23,19,38,36,42,41,37,30,19,16,7,4,2,1,1
N00003947,620,75,49,36,34,26,46,60,63,54,28,32,29,19,17,18,17,14,3,0
N00003948,323,17,15,20,22,20,17,24,19,24,19,26,21,18,28,13,8,8,2,2
N00003949,316,34,26,18,16,14,22,33,31,26,13,18,11,23,14,6,5,3,2,1
N00003950,315,25,25,20,19,20,19,24,27,19,20,30,18,10,20,10,5,2,2,0
N00003951,265,17,8,20,19,15,15,17,11,24,19,9,6,19,25,14,18,6,2,1
N00003952,267,12,19,11,12,8,13,21,18,15,10,13,13,26,25,21,13,10,5,2
N00003953,277,13,13,13,18,14,9,18,28,19,13,17,14,16,22,18,19,5,5,3
N00003954,223,5,6,16,8,8,3,8,7,18,11,15,13,25,14,23,16,20,7,0
N00003955,263,17,9,16,8,15,19,14,15,13,20,17,16,20,19,22,12,8,2,1
N00003956,310,15,16,25,26,19,14,16,25,30,25,17,24,15,17,16,7,2,1,0
N00003957,221,12,16,19,15,14,21,16,10,11,11,17,17,11,9,5,7,6,2,2
N00003958,531,43,42,41,37,40,35,45,26,17,37,34,28,26,24,19,18,11,6,2
N00003959,264,18,14,13,9,12,16,21,10,11,11,11,14,22,25,26,17,10,2,2
N00003960,260,10,11,9,9,7,13,14,12,24,11,23,20,19,23,23,20,7,4,1
N00003961,286,15,7,6,8,16,10,18,9,7,14,15,15,35,40,29,21,16,4,1
N00003962,676,21,35,40,42,36,33,25,39,37,46,46,64,61,59,46,25,12,8,1
N00003963,296,10,18,12,14,15,7,9,17,17,18,20,11,30,34,28,21,9,5,1
N00003964,349,26,31,22,19,27,24,22,25,30,23,21,15,17,19,10,14,3,0,1
N00003965,381,31,27,24,12,13,38,41,31,37,26,26,25,19,13,6,7,4,0,1
N00003966,301,29,16,15,18,16,28,19,17,27,25,11,12,16,10,22,12,5,2,1
N00003967,405,38,44,38,29,31,15,20,48,37,31,41,19,7,5,0,1,0,1,0
N00003968,282,23,15,13,17,19,10,17,21,18,22,21,21,20,15,7,11,9,2,1
N00003969,260,10,12,14,13,13,12,13,8,20,14,19,15,23,16,21,12,14,10,1
N00003970,330,18,26,19,23,22,23,34,19,23,9,22,11,12,18,14,18,13,4,2
N00003971,311,24,19,29,15,17,15,21,18,31,16,17,18,10,17,16,11,10,6,1
N00003972,327,30,15,22,20,19,23,15,17,20,24,15,14,20,27,19,14,7,4,2
N00003973,345,13,19,25,21,26,18,11,13,25,26,23,28,24,25,12,22,11,3,0
N00003974,633,39,58,56,49,55,34,42,36,58,66,62,40,13,11,7,3,4,0,0
N00003975,372,24,23,31,26,32,19,15,23,30,32,31,20,24,17,8,9,4,3,1
N00003976,347,30,26,28,26,18,20,18,23,32,24,37,19,14,19,5,1,6,0,1
N00003977,284,5,15,22,27,29,11,5,11,27,27,24,15,18,24,13,8,2,1,0
N00003978,370,26,28,25,24,22,24,35,25,24,24,15,21,31,14,6,9,9,6,2
N00003979,349,26,19,18,30,17,18,25,18,16,34,20,17,19,19,16,21,10,3,3
N00003980,378,9,17,22,20,25,23,11,15,14,33,28,20,32,32,35,31,7,3,1
N00003981,270,11,20,12,19,10,15,17,18,20,19,20,13,11,8,21,16,12,7,1
N00003982,211,14,9,6,7,16,21,18,19,23,11,18,9,15,6,5,3,6,5,0
N00003983,265,17,17,17,14,24,25,13,15,14,25,36,11,5,7,5,10,6,3,1
N00003984,363,23,24,21,26,29,36,25,18,21,23,18,11,12,14,13,15,8,15,11
N00003985,298,25,28,21,20,29,23,14,12,23,24,21,11,15,3,13,9,2,3,2
N00003986,247,21,14,12,8,19,20,14,15,15,13,12,15,12,7,16,12,13,9,0
N00003987,304,30,31,27,22,21,23,19,18,9,20,11,16,13,12,10,8,11,3,0
N00003988,288,21,27,9,13,26,21,12,12,19,19,14,17,19,18,17,9,13,2,0
N00003989,163,8,0,0,5,17,11,19,10,18,16,8,9,5,9,7,11,4,4,2
N00003990,420,20,23,26,22,21,40,37,16,31,30,24,36,31,29,12,11,9,2,0
N00003991,295,21,15,18,12,19,30,17,19,19,21,24,15,17,14,11,7,8,4,4
N00003992,379,28,31,25,14,25,13,20,24,30,35,23,18,23,30,14,11,9,4,2
N00003993,393,23,17,22,27,14,30,23,26,31,27,28,28,31,18,22,8,9,5,4
N00003994,353,18,25,26,38,9,11,12,27,35,48,32,24,18,15,12,3,0,0,0
N00003995,395,24,21,25,32,16,20,10,23,39,49,32,22,30,16,8,15,8,3,2
N00003996,340,23,21,22,12,14,23,29,32,30,17,24,18,19,18,13,9,8,8,0
N00003997,364,19,26,28,26,13,15,16,14,42,28,29,24,29,21,16,10,4,3,1
N00003998,347,29,22,25,29,19,26,27,23,35,28,34,16,15,9,3,3,3,1,0
N00003999,388,47,42,21,21,12,19,47,57,31,26,23,13,11,7,5,5,1,0,0
N00004000,311,29,22,16,10,22,26,26,18,17,23,14,9,16,15,10,13,10,10,5
N00004001,332,27,23,27,36,27,23,23,22,24,22,19,24,5,10,6,5,8,1,0
N00004002,275,11,7,10,12,22,26,15,9,15,17,21,16,10,8,23,23,21,7,2
N00004003,414,40,27,29,23,35,41,22,35,29,22,25,16,11,24,11,10,12,2,0
N00004004,234,14,9,19,20,18,22,14,10,22,20,15,15,12,9,5,4,5,0,1
N00004005,203,11,10,6,9,10,11,10,10,11,15,18,9,8,7,14,8,14,12,10
N00004006,224,9,14,15,13,10,19,18,13,15,12,16,20,15,7,7,9,4,7,1
N00004007,269,29,21,23,31,20,18,25,19,13,15,17,12,5,8,4,4,2,2,1
N00004008,474,33,33,21,37,25,31,30,35,19,31,23,33,20,8,19,16,25,19,16
N00004009,326,33,21,23,20,22,20,23,29,27,23,15,13,18,3,13,11,8,3,1
N00004010,379,31,18,24,26,19,45,24,26,26,27,22,22,20,21,16,8,4,0,0
N00004011,482,52,46,37,26,18,38,44,49,38,29,25,15,6,13,20,18,8,0,0
N00004012,315,11,16,25,15,12,13,14,15,21,21,17,28,29,28,25,11,7,6,1
N00004013,331,24,20,29,21,30,22,15,18,24,34,29,13,15,16,8,5,5,3,0
N00004014,335,7,5,22,28,30,12,14,14,25,41,32,38,26,17,8,10,3,2,1
N00004015,299,15,13,29,20,25,18,16,22,20,24,31,19,12,11,10,7,6,1,0
N00004016,375,19,15,31,17,22,28,26,23,32,18,29,26,24,30,16,11,4,3,1
N00004017,305,16,16,13,20,22,16,13,15,27,22,21,10,12,13,14,15,17,13,10
N00004018,296,20,15,19,19,22,19,19,16,14,24,26,11,17,20,15,8,8,3,1
N00004019,310,21,16,7,21,30,23,33,15,16,27,29,10,10,4,20,18,6,2,2
N00004020,425,35,38,37,37,28,28,36,25,29,26,29,19,24,7,11,10,6,0,0
N00004021,332,34,28,13,9,28,22,24,28,20,18,14,17,17,13,12,10,14,6,5
N00004022,294,23,17,8,21,26,30,28,22,18,15,14,13,7,16,8,12,10,5,1
N00004023,247,19,15,11,13,13,21,27,13,21,19,15,16,6,15,5,6,10,2,0
N00004024,307,29,22,18,23,34,26,25,23,23,23,14,6,20,9,4,6,2,0,0
N00004025,449,20,19,19,25,16,29,29,31,28,33,16,24,22,26,30,24,29,17,12
N00004026,327,13,16,19,16,19,18,18,15,24,21,31,17,23,38,17,12,8,2,0
N00004027,305,14,13,16,16,14,10,17,18,17,21,24,17,29,29,30,11,7,2,0
N00004028,307,16,20,21,25,20,14,12,26,22,23,16,19,18,14,18,10,11,1,1
N00004029,283,7,8,11,11,16,14,8,13,14,21,14,20,41,31,28,14,7,4,1
N00004030,281,25,11,10,15,11,13,28,18,20,19,14,23,22,18,11,12,9,1,1
N00004031,261,16,18,9,13,17,22,27,21,18,9,21,18,19,10,10,3,6,3,1
N00004032,233,14,11,16,15,11,18,13,12,13,20,15,11,17,4,6,6,12,12,7
N00004033,269,26,8,20,25,21,27,19,18,19,17,9,11,10,13,6,13,4,2,1
N00004034,237,19,10,8,8,8,20,21,13,18,17,12,11,20,15,9,5,11,10,2
N00004035,288,10,10,16,11,14,15,17,10,17,13,15,16,18,22,36,27,15,2,4
N00004036,261,34,17,12,12,13,15,32,25,21,20,12,7,12,4,6,4,7,7,1
N00004037,307,22,26,14,16,17,20,31,26,22,11,27,10,15,13,8,10,13,4,2
N00004038,255,18,10,9,13,12,20,14,19,20,15,11,14,9,19,20,12,13,5,2
N00004039,285,10,14,13,18,22,16,13,12,20,21,18,12,21,23,7,18,16,8,3
N00004040,300,14,15,18,19,18,9,12,17,19,29,21,24,18,12,17,23,7,7,1
N00004041,304,11,17,18,24,10,12,8,17,28,25,15,11,13,30,32,20,7,5,1
N00004042,586,25,38,36,43,36,29,25,30,52,42,51,35,33,37,33,19,17,5,0
N00004043,357,27,23,35,24,16,7,20,25,30,39,20,20,19,16,14,13,6,2,1
N00004044,290,7,12,17,21,13,16,10,13,15,21,17,28,17,18,17,23,19,5,1
N00004045,347,22,16,19,22,22,21,33,17,19,32,18,15,16,21,25,13,8,4,4
N00004046,292,9,12,22,22,21,15,17,22,21,19,17,10,23,18,19,10,9,6,0
N00004047,1081,94,98,97,96,58,25,53,98,135,124,91,42,33,23,5,7,2,0,0
N00004048,474,31,44,46,40,28,16,11,42,53,61,38,27,16,9,10,1,1,0,0
N00004049,492,33,50,35,27,12,14,20,45,68,37,23,27,35,26,16,11,7,5,1
N00004050,984,96,94,62,43,64,33,41,98,80,70,67,76,46,40,25,20,20,8,1
N00004051,992,42,86,91,94,77,24,15,43,91,118,103,73,51,34,20,17,5,7,1
N00004052,330,16,10,19,18,24,11,8,15,11,30,35,31,32,27,12,14,13,1,3
N00004053,300,19,9,17,18,18,15,21,11,24,32,24,22,15,18,11,11,6,6,3
N00004054,483,37,33,25,40,25,27,34,35,35,40,41,28,24,21,19,8,7,4,0
N00004055,235,13,8,9,14,9,14,8,19,16,17,20,20,18,10,17,6,13,3,1
N00004056,427,27,30,45,38,25,15,22,41,34,54,29,22,8,16,8,8,4,1,0
N00004057,382,25,23,22,30,23,12,14,19,30,37,30,26,34,19,19,15,1,3,0
